axis	RNA_batch1	RNA_batch2	RNA_batch3	Lipid_batch1	Lipid_batch2	Lipid_batch3	Lipid_batch4
Membrane context	0.7976681652439926	0.5811824548632474	0.24002500576314953	2.2422344605237803	1.7850058188423048	1.0502125542272682	0.5494001441509279
Oxidation	1.0823026679506873	1.107760662177988	-0.00115359549122775	-0.5129924036466468	0.2706978811341595	0.6697748188314725	-0.7287954840078895
Remodeling	0.7991598327804031	-1.2144527244025645	1.230855414069376	-0.5129924036466468	1.1369686188437729	-1.1557543929094658	0.6632609779056742
Supply	0.9782404609488116	-0.4174978494439805	0.6286067701845907	-0.80890130239841	1.5692200121982776	-1.0233993624717146	-0.7287954840078895
Synthesis	-0.17025405857746728	-0.02980734476601257	0.09450619733757123	-0.10222209648966143	-1.4491819511575583	-0.4544073286310937	0.01649582353922443
Transport	0.32102907355963606	-1.0331155979880478	1.2300841485184983	1.5540576923175693	-0.7041098596365389	1.6019333103991262	NA
