feature_id	lipidName	LipidIon	Class	CalcMz	batch3_HO_5	batch3_HO_6	batch3_HO_7	batch3_HO_8	batch3_QC_0	batch3_QC_1	batch3_QC_2	batch3_QC_3	batch3_WT_1	batch3_WT_2	batch3_WT_3	batch3_WT_4	batch4_HO_10	batch4_HO_6	batch4_HO_7	batch4_QC_1	batch4_QC_2	batch4_QC_3	batch4_WT_1	batch4_WT_3	batch4_WT_4	batch4_WT_5	batch1_HO_5	batch1_HO_6	batch1_HO_7	batch1_HO_8	batch1_QC_1	batch1_WT_1	batch1_WT_2	batch1_WT_3	batch1_WT_4	batch2_HO_10	batch2_HO_11	batch2_HO_12	batch2_HO_9	batch2_QC_0	batch2_QC_1	batch2_QC_2	batch2_QC_3	batch2_WT_1	batch2_WT_2	batch2_WT_3	batch2_WT_5
CL(18:2_18:2_18:2_20:4)-H | CL(18:2_18:2_18:2_20:4)-H | 1471.9650	CL(18:2_18:2_18:2_20:4)-H	CL(18:2_18:2_18:2_20:4)-H	CL	1471.9649545300001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.52914615446917	21.479451302389943	25.00515948201293	23.806369300642082	25.035123847697342	25.604499847605716	25.82846463949489	24.768262364439163	25.021247319485997	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CL(18:2_18:2_18:2_22:5)-H | CL(18:2_18:2_18:2_22:5)-H | 1497.9806	CL(18:2_18:2_18:2_22:5)-H	CL(18:2_18:2_18:2_22:5)-H	CL	1497.980605	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	24.603789586922584	24.685330161540325	24.65343951129819	24.53511179874045	25.170307195735067	25.380679568446947	25.16266827906432	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CL(18:2_18:2_20:4_20:4) | CL(18:2_18:2_20:4_20:4)-H | 1495.9650	CL(18:2_18:2_20:4_20:4)	CL(18:2_18:2_20:4_20:4)-H	CL	1495.964955	21.54185270827655	21.79377929359077	21.76746543453566	21.438675572121923	21.345388044674877	21.542759179270668	22.13913940555404	21.568146454615682	21.94705711739872	21.62412464143313	21.81828169697915	19.53163214489823	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.778827046393243	20.19597196510345	21.520696733901065	19.91257376987892	19.646580211825462	19.700241009710105	20.014976347943342	19.459871289223422	18.81377493376281	19.11040055612626	18.813493482032523	20.882132091839097
CL(18:2_20:3_20:4_18:1) | CL(18:2_20:3_20:4_18:1)-H | 1499.9963	CL(18:2_20:3_20:4_18:1)	CL(18:2_20:3_20:4_18:1)-H	CL	1499.996255	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.301871158428078	23.271489421525004	24.039103364376814	24.18031612286456	23.394907835318207	24.03123052106348	24.53975029086217	25.11395529651887	24.207968095450724	24.040688508868424	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CL(18:2_20:4_18:2_16:1) | CL(18:2_20:4_18:2_16:1)-H | 1445.9493	CL(18:2_20:4_18:2_16:1)	CL(18:2_20:4_18:2_16:1)-H	CL	1445.949305	21.721783573017678	21.970097262424247	22.045143061654908	19.726784576952287	21.79084312393682	21.808305797783405	20.0072839238338	21.898188288271722	20.723716367530688	21.67881397220688	21.839580817788455	21.607498363057005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CL(18:2_20:4_18:2_20:4) | CL(18:2_20:4_18:2_20:4)-H | 1495.9650	CL(18:2_20:4_18:2_20:4)	CL(18:2_20:4_18:2_20:4)-H	CL	1495.964955	22.855986541757016	23.03213496095914	23.058452255857585	22.720759775594086	22.718611041801264	22.955808254761738	22.800249424344674	22.515226189695667	23.09156294906444	22.787049498650063	22.935938872493082	22.414376691749208	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CL(18:2_20:4_22:6_18:2) | CL(18:2_20:4_22:6_18:2)-H | 1519.9650	CL(18:2_20:4_22:6_18:2)	CL(18:2_20:4_22:6_18:2)-H	CL	1519.964955	20.422090490602752	20.71452686849403	20.339323006830394	20.38663710500923	20.40321778926678	20.561782215601912	20.53833136343658	19.955634525308312	20.755601191740073	20.46814380489222	20.414650186086053	19.481163662696826	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CL(18:3_20:4_18:2_18:2) | CL(18:3_20:4_18:2_18:2)-H | 1469.9493	CL(18:3_20:4_18:2_18:2)	CL(18:3_20:4_18:2_18:2)-H	CL	1469.949305	23.774448880775033	21.896266083270742	24.051109007197603	23.653026741535914	23.654003659733497	23.751408381307588	23.59835631883175	23.606188211716713	23.68596967103821	23.87012197566491	23.257360222180683	23.175094892193172	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CL(19:1_18:2_18:1_18:2) | CL(19:1_18:2_18:1_18:2)-H | 1466.0119	CL(19:1_18:2_18:1_18:2)	CL(19:1_18:2_18:1_18:2)-H	CL	1466.011905	20.74127669195198	20.950145029236808	20.844149708672692	20.60311685268378	20.927319399337755	20.90033921981177	20.404864965114463	20.721209051961164	21.466807835215103	16.320454466878367	20.97223304905461	20.785434341765374	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CL(19:1_18:2_18:2_18:2) | CL(19:1_18:2_18:2_18:2)-H | 1463.9963	CL(19:1_18:2_18:2_18:2)	CL(19:1_18:2_18:2_18:2)-H	CL	1463.996255	20.46984373418968	20.411522701885605	20.789259548342315	20.17712941231281	20.458919813326133	17.969210507403503	18.423383790160813	20.424640073964675	20.814623827503436	20.558337196893103	20.747412391916388	20.352312350997273	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CL(20:2_18:1_18:2_18:2) | CL(20:2_18:1_18:2_18:2)-H | 1478.0119	CL(20:2_18:1_18:2_18:2)	CL(20:2_18:1_18:2_18:2)-H	CL	1478.011905	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.425180794880774	23.714871508798453	20.430285496002792	25.13918621005794	24.676233313023264	24.823237443237716	24.752791389113433	25.604877189824613	24.719258662075646	24.533138846624333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CL(20:2_18:2_18:1_18:2)-H | CL(20:2_18:2_18:1_18:2)-H | 1478.0119	CL(20:2_18:2_18:1_18:2)-H	CL(20:2_18:2_18:1_18:2)-H	CL	1478.011905	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	25.1580260349583	25.596870771354713	25.461815993718588	26.725049066700606	27.406084918757468	26.381766738954386	26.46874956491655	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CL(20:4_18:0_18:1_18:2) | CL(20:4_18:0_18:1_18:2)-H | 1478.0119	CL(20:4_18:0_18:1_18:2)	CL(20:4_18:0_18:1_18:2)-H	CL	1478.011905	25.822383281609973	25.946006872571783	26.168908406781938	25.602118489642887	25.83602164795198	25.779275097630645	25.862336974564478	25.875264334797013	26.154739066663897	25.925850051580404	25.896567031895028	25.531573766057075	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CL(20:4_18:1_18:2_20:3)-H | CL(20:4_18:1_18:2_20:3)-H | 1499.9963	CL(20:4_18:1_18:2_20:3)-H	CL(20:4_18:1_18:2_20:3)-H	CL	1499.996255	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	18.30452090232787	24.681694983963705	24.951298928138666	24.894769101860575	25.602575527489535	26.103217436297168	25.47011882185892	25.47665996945662	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CL(20:5_16:1_18:2_18:2) | CL(20:5_16:1_18:2_18:2)-H | 1443.9337	CL(20:5_16:1_18:2_18:2)	CL(20:5_16:1_18:2_18:2)-H	CL	1443.933655	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.6815169463425	20.046249593595522	20.626688003825574	20.37286800837455	19.98140486968626	19.829961527834506	20.267747311256564	21.870862307452505	20.883186949345944	20.33210978323974	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CL(20:5_18:2_16:1_16:1) | CL(20:5_18:2_16:1_16:1)-H | 1417.9180	CL(20:5_18:2_16:1_16:1)	CL(20:5_18:2_16:1_16:1)-H	CL	1417.918005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.856292130192957	18.90299050019858	19.014628232326576	18.828919825574538	18.564500091734903	17.505529093054363	19.669602541107817	20.256052083321713	19.45659159050328	17.45859210385629	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CL(20:5_18:2_16:1_18:2) | CL(20:5_18:2_16:1_18:2)-H | 1443.9337	CL(20:5_18:2_16:1_18:2)	CL(20:5_18:2_16:1_18:2)-H	CL	1443.933655	21.22161347920428	21.135726410830163	21.30469696655328	20.803419574222584	21.29114347220682	21.16752701409461	21.260226772247822	21.024425230628935	21.3657506463728	21.2791519840942	21.39218206183659	20.843433931365045	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CL(20:5_18:2_18:2_18:2) | CL(20:5_18:2_18:2_18:2)-H | 1469.9493	CL(20:5_18:2_18:2_18:2)	CL(20:5_18:2_18:2_18:2)-H	CL	1469.949305	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.98579156871487	20.76624895756063	21.605096833929924	19.679684853413544	20.038867680813343	19.80516079548668	19.701586907292583	19.771759692328544	17.19779535360503	0	0.8002679772596183	21.041359567680438
CL(20:5_18:2_18:2_18:2)-H | CL(20:5_18:2_18:2_18:2)-H | 1469.9493	CL(20:5_18:2_18:2_18:2)-H	CL(20:5_18:2_18:2_18:2)-H	CL	1469.949305	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	23.884323217825845	23.72022552889064	23.813252088413016	24.343526620097187	24.557671232500365	24.065365440523507	24.27973855983113	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CL(20:5_18:2_18:2_20:4) | CL(20:5_18:2_18:2_20:4)-H | 1493.9493	CL(20:5_18:2_18:2_20:4)	CL(20:5_18:2_18:2_20:4)-H	CL	1493.949305	21.541158381436542	21.528196205554735	21.482294916552863	21.34731856490885	21.34987814549689	21.278604276530203	21.15634807512294	21.336209882447896	21.73052622243063	21.3363503168597	21.376581967634582	20.782700845714622	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CL(20:5_20:4_18:2_18:2) | CL(20:5_20:4_18:2_18:2)-H | 1493.9493	CL(20:5_20:4_18:2_18:2)	CL(20:5_20:4_18:2_18:2)-H	CL	1493.949305	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.648486737195782	19.07075550656721	20.05282528727027	20.12312205396028	19.176415600073597	18.733812188379108	20.795570968432713	20.90013856953546	19.971741100265923	18.886134342689953	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CL(21:0_22:4_18:1_18:0) | CL(21:0_22:4_18:1_18:0)-H | 1552.1215	CL(21:0_22:4_18:1_18:0)	CL(21:0_22:4_18:1_18:0)-H	CL	1552.121455	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.719126465437345	24.437167372897484	24.2745224534087	24.524270507984433	24.548635537222758	24.524270507984433	24.01165015324384	24.174657540319387	24.3505724838867	24.471322841624097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CL(21:0_22:6_16:0_18:1) | CL(21:0_22:6_16:0_18:1)-H | 1520.0589	CL(21:0_22:6_16:0_18:1)	CL(21:0_22:6_16:0_18:1)-H	CL	1520.058855	22.250079020681557	22.3088767070477	22.217152661891387	22.33479726814009	22.081282748758145	22.39421317794978	22.445537435170056	22.302463444152227	22.630632173928984	22.269845211075353	22.163979114835765	22.5324821381936	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CL(22:1_24:1_18:0_18:1) | CL(22:1_24:1_18:0_18:1)-H | 1598.1997	CL(22:1_24:1_18:0_18:1)	CL(22:1_24:1_18:0_18:1)-H	CL	1598.199705	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.926737236418266	19.322151141503046	19.30956964238114	19.392962083744653	19.223395330236908	19.156202470322157	19.502530675581873	19.263814264015846	18.92795637912548	19.455293022306087	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CL(23:0_20:3_18:0_22:4) | CL(23:0_20:3_18:0_22:4)-H | 1604.1528	CL(23:0_20:3_18:0_22:4)	CL(23:0_20:3_18:0_22:4)-H	CL	1604.152755	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.864465965287494	22.437167563432755	22.41937561900254	21.606374358804157	22.230090053420952	22.391820414329224	22.31816338633606	21.83563639053839	21.734909062813777	22.287645496054278	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CL(23:0_22:5_18:0_18:1)-H | CL(23:0_22:5_18:0_18:1)-H | 1578.1371	CL(23:0_22:5_18:0_18:1)-H	CL(23:0_22:5_18:0_18:1)-H	CL	1578.137105	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.532471181225823	24.181269011951688	24.049817473033887	24.16230579843403	24.088019408942237	23.725070173401985	23.77319475301283	23.872907865634833	23.875439889657304	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CL(24:0_16:0_18:0_14:0)-2H | CL(24:0_16:0_18:0_14:0)-2H | 731.5414	CL(24:0_16:0_18:0_14:0)-2H	CL(24:0_16:0_18:0_14:0)-2H	CL	731.5414390299999	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.146851769644073	24.261419631653773	23.61430766598446	23.930132496271515	23.784269524318326	24.143405563959472	24.229113271728526	24.0213138983028	23.757162434497026	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CL(24:0_18:2_18:1_18:1)-2H | CL(24:0_18:2_18:1_18:1)-2H | 769.5571	CL(24:0_18:2_18:1_18:1)-2H	CL(24:0_18:2_18:1_18:1)-2H	CL	769.5570890299999	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.0254877478854	26.133707409982296	26.07088799841266	25.860178382304266	26.007617439559716	25.82176448444281	25.800240948081278	26.022464938549607	25.935750852031322	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CL(64:4) | CL(64:4)-H | 1343.9024	CL(64:4)	CL(64:4)-H	CL	1343.902355	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	17.076916346162847	17.54000834053106	17.0394024248132	17.474132572515533	17.179078273115092	18.441682165995793	19.612607696622096	18.145894397637594	18.20179364536347	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CL(66:1)-2H | CL(66:1)-2H | 688.4867	CL(66:1)-2H	CL(66:1)-2H	CL	688.4866640299999	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27.85749966206822	27.610567886801263	27.274910544496844	27.674301998359624	27.711915371180766	27.385878819283707	27.411240342277146	27.551129708604527	27.370747719603344	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CL(66:3)-2H | CL(66:3)-2H | 686.4710	CL(66:3)-2H	CL(66:3)-2H	CL	686.4710140299999	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.060177310285887	22.951717611095212	22.654217218582257	22.910376440687926	22.614756972600627	22.55849700586432	22.71088821026809	22.769765195302835	22.869949627482463	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CL(66:4) | CL(66:4)+H | 1373.9482	CL(66:4)	CL(66:4)+H	CL	1373.948207	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.789326811496666	18.830926239460446	19.66719786193982	20.962993167185473	16.548872416776838	17.722676903370868	20.87922068410689	22.064525876453057	20.059364075975697	19.679120494807933	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CL(67:0) | CL(67:0)-2H | 696.5023	CL(67:0)	CL(67:0)-2H	CL	696.502314	23.93131771903291	23.59116424705734	24.058642679450728	24.296461605623254	23.876396065456028	23.850261761468197	23.686487222378826	23.791027873584035	24.126542234292	24.07261482724211	23.757164053888868	23.979435169788886	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CL(67:0) | CL(67:0)-H | 1394.0119	CL(67:0)	CL(67:0)-H	CL	1394.011905	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.473115540749832	19.219892424196406	18.893133611581217	18.954145487163338	18.42368734378658	18.12770180823947	18.89420362562621	18.861619065068624	18.60429162018633	18.449128892195443	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CL(67:4) | CL(67:4)-H | 1385.9493	CL(67:4)	CL(67:4)-H	CL	1385.949305	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.011156782897647	16.332675370150138	17.75636345366953	17.75821656707576	18.249229024182895	18.015528555404877	18.42823877140835	19.550882360406703	18.87065303031091	17.818260140668333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CL(67:5) | CL(67:5)-H | 1383.9337	CL(67:5)	CL(67:5)-H	CL	1383.933655	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.282011301010245	17.60318262215658	18.677554474803546	17.369768685156625	17.94438518406882	18.333007970389644	19.207113382340946	20.221851961428005	18.301534488823982	18.761725638725903	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CL(68:5) | CL(68:5)+H | 1399.9639	CL(68:5)	CL(68:5)+H	CL	1399.963857	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.00408573702417	20.394635115954376	22.58538554248501	23.823830827212515	22.224179890459205	22.049357238500445	22.976374768018783	24.07144504330931	22.462376639458657	22.477956118895825	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CL(68:7) | CL(68:7)-H | 1393.9180	CL(68:7)	CL(68:7)-H	CL	1393.918005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.811745741666448	18.54680415660845	19.38269938505031	18.655438530889647	18.762896215070924	18.921762701317867	19.724071359082707	20.328736561430166	19.483715493562457	19.10564424864712	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CL(69:1) | CL(69:1)-H | 1420.0276	CL(69:1)	CL(69:1)-H	CL	1420.027555	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.628154764025613	21.606060621486005	21.422370008590054	21.211305992137987	21.035266293735532	21.12365603212565	21.1352410350917	20.991679052926504	20.877048080695694	21.123249852870213	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CL(69:5) | CL(69:5)-H | 1411.9650	CL(69:5)	CL(69:5)-H	CL	1411.964955	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.76702772131927	19.51445303155841	20.730296432824524	20.878482347761796	20.325959390114452	20.402220914563053	21.01668438496732	21.944202308552526	20.8268400111687	20.72762176028556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CL(69:6) | CL(69:6)-H | 1409.9493	CL(69:6)	CL(69:6)-H	CL	1409.949305	19.320192591530684	18.660539129481066	19.50478638010671	18.355075536525295	18.13602953289146	18.04779811422588	18.884189346746627	19.272048725224032	19.36224730031098	19.019439024869314	19.0089394021868	18.8819752647263	19.797571940755105	19.208148252287433	20.24690858406165	19.965811882596142	19.76646100993598	19.92149932219644	20.647863575661002	21.461910521533277	20.30261056958895	20.22006659605987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CL(70:1) | CL(70:1)-H | 1434.0432	CL(70:1)	CL(70:1)-H	CL	1434.043205	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.691060869428902	20.042163975944934	19.753192053664318	20.335055494966472	19.742343601766606	19.9246434753165	19.841539962992087	19.95559429496482	19.413534664628155	19.40239152196971	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CL(70:3)-2H | CL(70:3)-2H | 714.5023	CL(70:3)-2H	CL(70:3)-2H	CL	714.5023140299999	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28.42061530829298	28.277417607922082	28.062608012277384	27.915540600990553	28.212445226601535	28.128131413195316	28.1986216089052	28.265061760629372	28.136608048360245	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CL(70:4) | CL(70:4)+Na | 1451.9928	CL(70:4)	CL(70:4)+Na	CL	1451.992752	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26.738934907161894	24.487324045699538	25.293844514791886	26.815610235462074	24.956675295893824	25.56174518274121	25.36801169321053	26.322638562012642	25.217305922566165	24.64935081629376	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CL(70:5) | CL(70:5)+Na | 1449.9771	CL(70:5)	CL(70:5)+Na	CL	1449.977102	26.559348866050442	26.564916697431052	26.850890638471395	26.54934800075287	26.387686577044935	26.715144748254374	26.68648712887283	26.550642121978047	26.648452499422557	26.413312660521708	26.614423794060016	24.6022505389274	25.664934339955128	24.388727020008425	24.958660332375107	25.745220921006496	24.548635537222758	24.710971214919745	25.617371156859125	24.58567300795596	24.943996540612908	24.586288550993707	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CL(70:6) | CL(70:6)+H | 1425.9795	CL(70:6)	CL(70:6)+H	CL	1425.979507	24.882408075014805	24.291603921289475	24.66843700469049	24.593913595469196	24.738892499548516	24.791766066433745	25.052615055768587	25.053301105619866	24.679514595689437	24.97950538469117	24.277996186355473	24.53157379580146	24.806198170362787	24.057975091657855	24.4368628520571	23.959345789158114	23.940214094517945	24.419300952895394	25.165220494879325	25.76282954666906	24.566890381422994	24.110651063078596	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CL(70:7)-2H | CL(70:7)-2H | 710.4710	CL(70:7)-2H	CL(70:7)-2H	CL	710.4710140299999	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.990177071424693	22.59226878466517	22.405007553332375	22.629675824658957	22.95606338844294	22.825649782940665	22.76073203407582	22.937286733357517	22.910874192937214	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CL(71:0) | CL(71:0)-2H | 724.5336	CL(71:0)	CL(71:0)-2H	CL	724.53361399999994	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.919700814419755	24.594442328056452	24.64524836676787	24.695007237391227	24.79222484315517	24.747754348990753	24.816757935830395	24.777500614954874	24.905997990437037	24.84692495918648	24.998791249892296	24.892616024887705
CL(71:4) | CL(71:4)+H | 1444.0265	CL(71:4)	CL(71:4)+H	CL	1444.026457	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	21.691639214685193	20.823879424100166	21.04795898634829	21.786949238823212	20.92778624082297	21.591091224971343	21.092530924799814	21.023080121912233	21.892013842896564	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CL(71:6) | CL(71:6)-2H | 718.4867	CL(71:6)	CL(71:6)-2H	CL	718.486664	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.227832031450554	21.97905645915629	22.184669928256646	21.72028471171896	22.166333331490073	22.397515399898445	21.771118818122137	21.6382825097354	22.15014996246293	22.41131883372162	21.873854636786746	22.671251460918466
CL(71:8) | CL(71:8)-H | 1433.9493	CL(71:8)	CL(71:8)-H	CL	1433.949305	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.094380251601038	17.426301356195562	18.160966625127408	17.574213813377295	17.052316143974416	17.471327343314762	18.86260529281464	19.787768717743543	18.870075224017384	18.421105391362175	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
