Class	global_sample_id	group	sum_intensity	mean_intensity	log2_mean_intensity
Cer	batch1_HO_7	HO	5329033819.454521	115848561.29248957	26.787664886779602
Cer	batch1_HO_8	HO	4983156127.0536175	108329481.02290472	26.690850673676056
Cer	batch1_QC_1	NA	5173193263.03	112460723.10934782	26.744845987481128
Cer	batch1_WT_1	WT	4380608837.606272	95230626.90448417	26.504922294228923
Cer	batch1_WT_2	WT	4713680968.501492	102471325.40220633	26.610645015291997
Cer	batch1_WT_3	WT	4715671921.972302	102514606.99939786	26.611254248772816
Cer	batch1_WT_4	WT	4965284221.43729	107940961.33559328	26.68566720040034
Cer	batch2_HO_10	HO	7841765172.707276	142577548.59467775	27.087171580423334
Cer	batch2_HO_11	HO	4586219306.348157	83385805.56996652	26.31329848461192
Cer	batch2_HO_12	HO	7302737177.323207	132777039.58769464	26.98443044993392
Cer	batch2_HO_9	HO	3751756349.830819	68213751.8151058	26.023559278468248
Cer	batch2_QC_0	NA	3817571257.313978	69410386.4966178	26.04864822652476
Cer	batch2_QC_1	NA	4147636716.5085735	75411576.66379221	26.16828267727341
Cer	batch2_QC_2	NA	4272724375.8619804	77685897.74294509	26.21114939536918
Cer	batch2_QC_3	NA	4272437710.758743	77680685.65015896	26.211052599002112
Cer	batch2_WT_1	WT	4447087352.212199	80856133.67658545	26.268853883663663
Cer	batch2_WT_2	WT	4753308301.600693	86423787.3018308	26.36492511895136
Cer	batch2_WT_3	WT	3376613592.535031	61392974.40972784	25.871570232442615
Cer	batch2_WT_5	WT	3760351518.0967264	68370027.60175866	26.026860671968457
Cer	batch3_HO_5	HO	8281398311.975299	83650487.99975048	26.317870620886016
Cer	batch3_HO_6	HO	8309231864.720625	83931634.99717803	26.322711349147895
Cer	batch3_HO_7	HO	8672925076.309488	87605303.80110595	26.384514880338482
Cer	batch3_HO_8	HO	8494024895.467435	85798231.26734783	26.354444571049104
Cer	batch3_QC_0	NA	8185113618.798967	82677915.34140372	26.300998677012956
Cer	batch3_QC_1	NA	8312341711.517886	83963047.59108981	26.323251197025005
Cer	batch3_QC_2	NA	8387058566.296798	84717763.29592726	26.3361611642539
Cer	batch3_QC_3	NA	8209012350.69087	82919316.67364515	26.305204891662193
Cer	batch3_WT_1	WT	8613858091.027893	87008667.58614035	26.374655790008298
Cer	batch3_WT_2	WT	8048112870.329375	81294069.3972664	26.276646772191583
Cer	batch3_WT_3	WT	8045366653.770201	81266329.83606263	26.276154404702794
Cer	batch3_WT_4	WT	8432068596.017859	85172410.06078644	26.343882837448714
CerG2Gc1	batch1_HO_5	HO	14778529.339743188	14778529.339743188	23.816999373491015
CerG2Gc1	batch1_HO_6	HO	13414340.78511806	13414340.78511806	23.6772728228422
CerG2Gc1	batch1_HO_7	HO	18210783.685378123	18210783.685378123	24.11828967299977
CerG2Gc1	batch1_HO_8	HO	20935192.15539005	20935192.15539005	24.319426824246165
CerG2Gc1	batch1_QC_1	NA	26066033.57	26066033.57	24.63566773100337
CerG2Gc1	batch1_WT_1	WT	17587035.186740946	17587035.186740946	24.068008958738375
CerG2Gc1	batch1_WT_2	WT	12344113.58111402	12344113.58111402	23.55731990587293
CerG2Gc1	batch1_WT_3	WT	14463536.84816729	14463536.84816729	23.785917049790978
CerG2Gc1	batch1_WT_4	WT	19151638.27720763	19151638.27720763	24.19096447324482
CerP	batch2_HO_10	HO	4364171.342323656	2182085.671161828	21.05727631394419
CerP	batch2_HO_11	HO	3886485.4634307316	1943242.7317153658	20.89003468948133
CerP	batch2_HO_12	HO	2707038.8773859367	1353519.4386929683	20.36828417642342
CerP	batch2_HO_9	HO	3346379.0180215994	1673189.5090107997	20.67416942667163
CerP	batch2_QC_0	NA	2695308.424287025	1347654.2121435124	20.362018939419865
CerP	batch2_QC_1	NA	2478030.1261614305	1239015.0630807152	20.240762296190255
CerP	batch2_QC_2	NA	3239823.026038358	1619911.513019179	20.62748357798124
CerP	batch2_QC_3	NA	1601221.692273607	800610.8461368035	19.610741634957705
CerP	batch2_WT_1	WT	1782259.0097683761	891129.5048841881	19.765275583489107
CerP	batch2_WT_2	WT	1373983.8925954262	686991.9462977131	19.389933660666486
CerP	batch2_WT_3	WT	1721895.427120781	860947.7135603905	19.71556609803312
CerP	batch2_WT_5	WT	1513705.9332846594	756852.9666423297	19.529653530397084
CerP	batch3_HO_5	HO	1163433979.861475	1163433979.861475	30.11574219998622
CerP	batch3_HO_6	HO	1100887384.52609	1100887384.52609	30.036019749686552
CerP	batch3_HO_7	HO	517826312.12710726	517826312.12710726	28.94789303335748
CerP	batch3_HO_8	HO	385132287.0910392	385132287.0910392	28.520778833866018
CerP	batch3_QC_0	NA	711984679.6215968	711984679.6215968	29.40727095693138
CerP	batch3_QC_1	NA	705082405.9316633	705082405.9316633	29.39321664027174
CerP	batch3_QC_2	NA	712015321.0377405	712015321.0377405	29.40733304431776
CerP	batch3_QC_3	NA	758815071.2576216	758815071.2576216	29.49917309231943
CerP	batch3_WT_1	WT	1023003177.7537788	1023003177.7537788	29.930163480518672
CerP	batch3_WT_2	WT	49884249.22797959	49884249.22797959	25.572081025911423
CerP	batch3_WT_3	WT	908222256.0482302	908222256.0482302	29.75847014963454
CerP	batch3_WT_4	WT	263824414.1983911	263824414.1983911	27.975002836247764
CerPE	batch3_HO_5	HO	725207180.7803193	725207180.7803193	29.433817969377976
CerPE	batch3_HO_6	HO	176190585.823712	176190585.823712	27.39256159965526
CerPE	batch3_HO_7	HO	135599508.79954126	135599508.79954126	27.01477671151307
CerPE	batch3_HO_8	HO	337953581.9223869	337953581.9223869	28.332249864395852
CerPE	batch3_QC_0	NA	369992038.5674029	369992038.5674029	28.4629189864813
CerPE	batch3_QC_1	NA	380584253.2017501	380584253.2017501	28.50364062996539
CerPE	batch3_QC_2	NA	368007918.73860747	368007918.73860747	28.45516156940838
CerPE	batch3_QC_3	NA	375732886.37332594	375732886.37332594	28.485132153841736
CerPE	batch3_WT_1	WT	403658497.7002543	403658497.7002543	28.58856002231077
CerPE	batch3_WT_2	WT	247845954.0590144	247845954.0590144	27.88486846694229
CerPE	batch3_WT_3	WT	443837120.60275507	443837120.60275507	28.72545509240658
CerPE	batch3_WT_4	WT	343986447.7432869	343986447.7432869	28.357776486355654
ChE	batch1_HO_5	HO	19294226.579814613	9647113.289907306	23.201665877988255
ChE	batch1_HO_6	HO	31809565.479806215	15904782.739903107	23.922957328940033
ChE	batch1_HO_7	HO	23246037.21473793	11623018.607368965	23.47048146310251
ChE	batch1_HO_8	HO	17559538.185448654	8779769.092724327	23.065751566811382
ChE	batch1_QC_1	NA	21970413.38	10985206.69	23.38905867897356
ChE	batch1_WT_1	WT	23837927.763235603	11918963.881617801	23.50675549163743
ChE	batch1_WT_2	WT	14753103.83319664	7376551.91659832	22.814515172156543
ChE	batch1_WT_3	WT	17525419.50652147	8762709.753260735	23.062945642697784
ChE	batch1_WT_4	WT	23922145.08383698	11961072.54191849	23.51184342511305
ChE	batch2_HO_10	HO	476716454.8315816	52968494.98128683	25.658631181457764
ChE	batch2_HO_11	HO	580289911.0667108	64476656.785190105	25.942273604037876
ChE	batch2_HO_12	HO	400065418.3031344	44451713.144792706	25.405735685018474
ChE	batch2_HO_9	HO	562790334.6710546	62532259.40789494	25.89809730968188
ChE	batch2_QC_0	NA	437131172.0315601	48570130.22572891	25.53356601871735
ChE	batch2_QC_1	NA	461138021.1140649	51237557.901562765	25.61069837940585
ChE	batch2_QC_2	NA	437633363.36451685	48625929.2627241	25.535222485105532
ChE	batch2_QC_3	NA	438073510.9251035	48674834.547233716	25.536672739237442
ChE	batch2_WT_1	WT	463110337.8001993	51456704.200022146	25.61685571967904
ChE	batch2_WT_2	WT	537210335.2964723	59690037.255163595	25.830986818448647
ChE	batch2_WT_3	WT	339720505.1889072	37746722.79876746	25.16984805812731
ChE	batch2_WT_5	WT	424748557.91198206	47194284.21244246	25.492108806898333
ChE	batch3_HO_5	HO	562520329.263023	62502258.80700257	25.897404993358684
ChE	batch3_HO_6	HO	529470888.51278085	58830098.72364232	25.81005112147229
ChE	batch3_HO_7	HO	467250015.183095	51916668.35367723	25.629694468506823
ChE	batch3_HO_8	HO	542521817.5435659	60280201.94928509	25.845180914437677
ChE	batch3_QC_0	NA	433254342.99072653	48139371.443414055	25.52071396885344
ChE	batch3_QC_1	NA	432751634.07555354	48083514.89728372	25.519039024893235
ChE	batch3_QC_2	NA	576681539.4029431	64075726.600327015	25.933274597568364
ChE	batch3_QC_3	NA	617886010.7395995	68654001.19328882	26.032840468101774
ChE	batch3_WT_1	WT	320915709.42270464	35657301.04696718	25.08769417161883
ChE	batch3_WT_2	WT	471503413.1115649	52389268.12350721	25.64276797195318
ChE	batch3_WT_3	WT	604114556.5365535	67123839.61517261	26.000321907333355
ChE	batch3_WT_4	WT	456690476.3015654	50743386.2557295	25.59671646211831
Co	batch1_HO_5	HO	555542451.5175092	185180817.17250308	27.46435941707356
Co	batch1_HO_6	HO	375015997.7892545	125005332.59641816	26.89741439915676
Co	batch1_HO_7	HO	396221653.7553446	132073884.58511487	26.97676998492469
Co	batch1_HO_8	HO	565350684.929323	188450228.30977434	27.489608301945058
Co	batch1_QC_1	NA	512966463.66	170988821.22	27.34932676784958
Co	batch1_WT_1	WT	718278008.3023529	239426002.76745096	27.83500460322024
Co	batch1_WT_2	WT	418388446.13402176	139462815.37800723	27.055305270251083
Co	batch1_WT_3	WT	712887581.3190496	237629193.7730165	27.82413684744414
Co	batch1_WT_4	WT	680946602.3568408	226982200.78561363	27.758003929544053
Co	batch2_HO_10	HO	1019823113.5204481	254955778.38011202	27.925671795029142
Co	batch2_HO_11	HO	274630307.5374756	68657576.8843689	26.03291560571016
Co	batch2_HO_12	HO	516018311.55372137	129004577.88843034	26.94284702148969
Co	batch2_HO_9	HO	198690599.02216706	49672649.75554176	25.565948372678196
Co	batch2_QC_0	NA	201447041.27597654	50361760.318994135	25.585825375368152
Co	batch2_QC_1	NA	230314669.3530007	57578667.338250175	25.77903106223505
Co	batch2_QC_2	NA	253352427.24980307	63338106.81245077	25.916570409804567
Co	batch2_QC_3	NA	238181019.96064547	59545254.99016137	25.82748321218491
Co	batch2_WT_1	WT	153032924.27750713	38258231.06937678	25.189266834120495
Co	batch2_WT_2	WT	258356446.75456396	64589111.688641	25.944787642802854
Co	batch2_WT_3	WT	283475655.402877	70868913.85071924	26.078649602422995
Co	batch2_WT_5	WT	323100871.65955746	80775217.91488935	26.26740940180131
Co	batch3_HO_5	HO	625041859.7618434	156260464.94046086	27.219377571031323
Co	batch3_HO_6	HO	557690276.0801892	139422569.0200473	27.05488887538284
Co	batch3_HO_7	HO	625466413.5417066	156366603.38542664	27.220357175356074
Co	batch3_HO_8	HO	730553977.8222601	182638494.45556504	27.44441563125093
Co	batch3_QC_0	NA	575002147.8699493	143750536.96748734	27.098992104226422
Co	batch3_QC_1	NA	572845206.9439145	143211301.73597863	27.093570108649875
Co	batch3_QC_2	NA	615506031.4884783	153876507.87211958	27.19719775318619
Co	batch3_QC_3	NA	618447839.5248513	154611959.88121283	27.204076681168562
Co	batch3_WT_1	WT	431534594.7977017	107883648.69942543	26.684900979551756
Co	batch3_WT_2	WT	595273665.3259844	148818416.3314961	27.14897783061261
Co	batch3_WT_3	WT	527854922.19429684	131963730.5485742	26.97556622695717
Co	batch3_WT_4	WT	730793627.3295434	182698406.83238584	27.44488881252223
DG	batch1_HO_5	HO	2290504157.202011	95437673.21675047	26.508055534575213
DG	batch1_HO_6	HO	4776083646.322458	199003485.2634358	27.56821845684393
DG	batch1_HO_7	HO	3698842724.030965	154118446.83462352	27.19946431117918
DG	batch1_HO_8	HO	3851146695.817835	160464445.65907645	27.25767843181369
DG	batch1_QC_1	NA	3253560620.48	135565025.85333332	27.014409787602304
DG	batch1_WT_1	WT	3759282290.4422436	156636762.10176015	27.222847606962052
DG	batch1_WT_2	WT	3916479848.901392	163186660.37089133	27.28194788869184
DG	batch1_WT_3	WT	4087753043.786925	170323043.49112183	27.343698393653693
DG	batch1_WT_4	WT	3634452531.234531	151435522.13477212	27.17412841618377
DG	batch2_HO_10	HO	18715852867.085995	346589867.909	28.36865423895446
