Class	global_sample_id	group	sum_intensity	mean_intensity	log2_mean_intensity
DG	batch3_QC_1	NA	9603071753.74485	204320675.61159256	27.60625995970971
DG	batch3_QC_2	NA	9730473421.445997	207031349.392468	27.625274001164648
DG	batch3_QC_3	NA	9709922130.849112	206594087.8904066	27.622223728242666
DG	batch3_WT_1	WT	8839074911.8452	188065423.65628085	27.486659388901487
DG	batch3_WT_2	WT	10261478006.135891	218329319.279487	27.701930640865335
DG	batch3_WT_3	WT	9755147954.895899	207556339.46587023	27.628927756452608
DG	batch3_WT_4	WT	9141315942.55801	194496083.88421303	27.535165866404444
DLCL	batch2_HO_10	HO	530622073.5662781	37901576.683305584	25.175754529121736
DLCL	batch2_HO_11	HO	600577675.5088711	42898405.39349079	25.354420685510753
DLCL	batch2_HO_12	HO	547680617.9622201	39120044.140158586	25.2214046623328
DLCL	batch2_HO_9	HO	642815773.4565103	45915412.38975074	25.452475167436234
DLCL	batch2_QC_0	NA	597706218.1655941	42693301.297542445	25.34750638878929
DLCL	batch2_QC_1	NA	584000818.0177108	41714344.1441222	25.314040226950162
DLCL	batch2_QC_2	NA	611552193.3465593	43682299.52475424	25.38054546885847
DLCL	batch2_QC_3	NA	605591092.228196	43256506.587728284	25.3664138216042
DLCL	batch2_WT_1	WT	577288617.8791618	41234901.27708299	25.297362617746167
DLCL	batch2_WT_2	WT	700264049.7829196	50018860.698779985	25.57596886121587
DLCL	batch2_WT_3	WT	658150453.8635695	47010746.70454068	25.486487260258688
DLCL	batch2_WT_5	WT	621785717.1851658	44413265.51322613	25.4044873144749
DLCL	batch3_HO_5	HO	472619379.7449141	42965398.15862856	25.356671928657533
DLCL	batch3_HO_6	HO	563364068.9419603	51214915.35836003	25.61006069279304
DLCL	batch3_HO_7	HO	515906849.61048055	46900622.69186186	25.483103741504404
DLCL	batch3_HO_8	HO	460266439.64980656	41842403.60452787	25.318462392678164
DLCL	batch3_QC_0	NA	502573062.1360362	45688460.194185115	25.44532648544808
DLCL	batch3_QC_1	NA	510842183.6250782	46440198.51137075	25.46887080331337
DLCL	batch3_QC_2	NA	509293329.2206521	46299393.56551383	25.464489961244475
DLCL	batch3_QC_3	NA	497425631.2592974	45220511.932663396	25.43047398886479
DLCL	batch3_WT_1	WT	493840355.7334681	44894577.79395165	25.420037876167974
DLCL	batch3_WT_2	WT	532103898.11362165	48373081.64669287	25.52770111298944
DLCL	batch3_WT_3	WT	509620142.8716134	46329103.8974194	25.465415442087785
DLCL	batch3_WT_4	WT	516446882.8757997	46949716.6250727	25.484613114426377
FA	batch2_HO_10	HO	64063424.86239296	64063424.86239296	25.932997591576616
FA	batch2_HO_11	HO	95833291.76452342	95833291.76452342	26.514023588649078
FA	batch2_HO_12	HO	105848312.31302246	105848312.31302246	26.657423025732616
FA	batch2_HO_9	HO	77171926.12714149	77171926.12714149	26.20157277850226
FA	batch2_QC_0	NA	104751887.44684246	104751887.44684246	26.642400998113445
FA	batch2_QC_1	NA	98503199.20554654	98503199.20554654	26.553667245664066
FA	batch2_QC_2	NA	110314389.43588205	110314389.43588205	26.717045747796003
FA	batch2_QC_3	NA	110140117.31985442	110140117.31985442	26.714764809441597
FA	batch2_WT_1	WT	61277111.04426643	61277111.04426643	25.86884494612917
FA	batch2_WT_2	WT	165163875.82206932	165163875.82206932	27.299322938160792
FA	batch2_WT_3	WT	136989303.21333975	136989303.21333975	27.02948800408352
FA	batch2_WT_5	WT	97455566.8246545	97455566.8246545	26.53824126119743
Hex1Cer	batch1_HO_5	HO	4368108879.145034	118056996.73364955	26.814908305568594
Hex1Cer	batch1_HO_6	HO	4660505022.977035	125959595.21559554	26.9083857854401
Hex1Cer	batch1_HO_7	HO	4114637531.3191423	111206419.76538226	26.728664833997943
Hex1Cer	batch1_HO_8	HO	4102309337.348445	110873225.33374175	26.7243357716505
Hex1Cer	batch1_QC_1	NA	4425989677.510001	119621342.6354054	26.833899574782624
Hex1Cer	batch1_WT_1	WT	3934076254.2411485	106326385.24976075	26.663924410017838
Hex1Cer	batch1_WT_2	WT	4027227781.7727323	108843994.10196577	26.697686562414102
Hex1Cer	batch1_WT_3	WT	4040694404.5254025	109207956.87906493	26.70250273377944
Hex1Cer	batch1_WT_4	WT	4235132806.937914	114463048.83615984	26.77030669921505
Hex1Cer	batch2_HO_10	HO	9021936017.168571	250609333.8102381	27.90086490716241
Hex1Cer	batch2_HO_11	HO	5498710240.834585	152741951.13429406	27.186521117116158
Hex1Cer	batch2_HO_12	HO	6835206295.530721	189866841.54252002	27.500412733469332
Hex1Cer	batch2_HO_9	HO	5517964925.071931	153276803.4742203	27.19156413877744
Hex1Cer	batch2_QC_0	NA	5133973521.855688	142610375.60710242	27.087503707867885
Hex1Cer	batch2_QC_1	NA	5525097060.478328	153474918.3466202	27.1934276613812
Hex1Cer	batch2_QC_2	NA	5557949527.896812	154387486.88602254	27.201980585933892
Hex1Cer	batch2_QC_3	NA	5661305910.951176	157258497.52642152	27.228562734918913
Hex1Cer	batch2_WT_1	WT	5077442909.830722	141040080.82863116	27.071529965663686
Hex1Cer	batch2_WT_2	WT	5430915012.513637	150858750.347601	27.168623139487813
Hex1Cer	batch2_WT_3	WT	5421859337.802666	150607203.8278518	27.166215537595846
Hex1Cer	batch2_WT_5	WT	5354946400.33951	148748511.12054193	27.14829998711774
Hex1Cer	batch3_HO_5	HO	8542394489.923556	194145329.3164444	27.53256175888685
Hex1Cer	batch3_HO_6	HO	9090966218.375246	206612868.59943742	27.622354872384246
Hex1Cer	batch3_HO_7	HO	8841204402.530708	200936463.69387978	27.582164151029104
Hex1Cer	batch3_HO_8	HO	8130747211.29841	184789709.34769115	27.4613091766406
Hex1Cer	batch3_QC_0	NA	8765896339.721426	199224916.81185052	27.569822853858575
Hex1Cer	batch3_QC_1	NA	8587779463.178216	195176805.98132306	27.54020637816834
Hex1Cer	batch3_QC_2	NA	8814151680.612684	200321629.10483378	27.577742959169314
Hex1Cer	batch3_QC_3	NA	8803339992.42752	200075908.91880736	27.575972222315738
Hex1Cer	batch3_WT_1	WT	9562792656.219301	217336196.73225686	27.69535323043018
Hex1Cer	batch3_WT_2	WT	8991367441.321352	204349260.0300307	27.606461778317826
Hex1Cer	batch3_WT_3	WT	8899086439.053686	202251964.52394742	27.5915784750802
Hex1Cer	batch3_WT_4	WT	9314340239.114836	211689550.8889736	27.657374817992327
Hex2Cer	batch1_HO_5	HO	1117631739.7640646	65743043.515533194	25.970334910455296
Hex2Cer	batch1_HO_6	HO	1147731558.712297	67513621.10072334	26.0086752643305
Hex2Cer	batch1_HO_7	HO	988940337.9915804	58172961.05832826	25.793845404778352
Hex2Cer	batch1_HO_8	HO	1005553765.5611717	59150221.50359833	25.817880235338663
Hex2Cer	batch1_QC_1	NA	1140604118.6430001	67094359.92017647	25.999688160038144
Hex2Cer	batch1_WT_1	WT	896213287.2321608	52718428.660715334	25.65180403385233
Hex2Cer	batch1_WT_2	WT	918174120.7821625	54010242.39895074	25.686729687357595
Hex2Cer	batch1_WT_3	WT	971951175.1210871	57173598.536534525	25.768845761329978
Hex2Cer	batch1_WT_4	WT	1110436965.4712844	65319821.498310834	25.961017512614937
Hex2Cer	batch2_HO_10	HO	2164467366.893833	127321609.81728429	26.923902062315843
Hex2Cer	batch2_HO_11	HO	1071402789.732641	63023693.51368477	25.909390970419302
Hex2Cer	batch2_HO_12	HO	1662744535.9378266	97808502.11398979	26.543456542728105
Hex2Cer	batch2_HO_9	HO	710174530.6857955	41774972.39328208	25.316135539102746
Hex2Cer	batch2_QC_0	NA	817900154.010319	48111773.765312895	25.51988665330636
Hex2Cer	batch2_QC_1	NA	912338847.255401	53666991.01502357	25.6775316659913
Hex2Cer	batch2_QC_2	NA	858996670.4876916	50529215.91104069	25.590614457267968
Hex2Cer	batch2_QC_3	NA	913520462.5151466	53736497.79500862	25.679398962890176
Hex2Cer	batch2_WT_1	WT	682496349.6643099	40146844.09790058	25.258783247638917
Hex2Cer	batch2_WT_2	WT	596886455.2997566	35110967.95880922	25.06541843400257
Hex2Cer	batch2_WT_3	WT	690869955.2312216	40639409.131248325	25.276376090691365
Hex2Cer	batch2_WT_5	WT	645798146.9304174	37988126.290024556	25.179045219100686
Hex2Cer	batch3_HO_5	HO	2661195515.258472	85845016.62124102	26.355231051153037
Hex2Cer	batch3_HO_6	HO	2274525798.688896	73371799.95770633	26.12872234201418
Hex2Cer	batch3_HO_7	HO	2750859466.7675867	88737402.1537931	26.403038982135293
Hex2Cer	batch3_HO_8	HO	2397293519.723527	77332049.02333958	26.204563104036062
Hex2Cer	batch3_QC_0	NA	2425592842.58192	78244930.40586838	26.221493945135457
Hex2Cer	batch3_QC_1	NA	2433616451.8509088	78503756.51131961	26.226258354783777
Hex2Cer	batch3_QC_2	NA	2449956789.902805	79030864.19041307	26.235912848115955
Hex2Cer	batch3_QC_3	NA	2415567833.184831	77921543.0059623	26.215518910227924
Hex2Cer	batch3_WT_1	WT	2637845249.244726	85091782.23370084	26.34251647411158
Hex2Cer	batch3_WT_2	WT	2171301980.1648827	70041999.3601575	26.061716930533212
Hex2Cer	batch3_WT_3	WT	2362730706.359149	76217119.55997255	26.183611750253693
Hex2Cer	batch3_WT_4	WT	2410562875.3761	77760092.75406775	26.212526604036857
LPA	batch3_HO_5	HO	3802254.7549305502	3802254.7549305502	21.858423766582483
LPA	batch3_HO_6	HO	4075672.287254395	4075672.287254395	21.95860662265352
LPA	batch3_HO_7	HO	5238114.786907919	5238114.786907919	22.32061624426464
LPA	batch3_HO_8	HO	3866494.364950663	3866494.364950663	21.882594679782443
LPA	batch3_QC_0	NA	3625494.6681553354	3625494.6681553354	21.78974642144697
LPA	batch3_QC_1	NA	3917632.9588814126	3917632.9588814126	21.901550807867654
LPA	batch3_QC_2	NA	3825300.733241284	3825300.733241284	21.867141741783637
LPA	batch3_QC_3	NA	3857862.747544741	3857862.747544741	21.87937038638733
LPA	batch3_WT_1	WT	3389035.605308544	3389035.605308544	21.692443363223
LPA	batch3_WT_2	WT	4380866.225784023	4380866.225784023	22.062784730494243
LPA	batch3_WT_3	WT	3519173.79394889	3519173.79394889	21.746805332482047
LPA	batch3_WT_4	WT	3819634.811493221	3819634.811493221	21.865003280666
LPC	batch1_HO_5	HO	6398157963.3594055	159953949.0839851	27.25308137051811
LPC	batch1_HO_6	HO	5674865593.819827	141871639.8454957	27.080010982440633
LPC	batch1_HO_7	HO	4094738134.35818	102368453.35895452	26.609195951052424
LPC	batch1_HO_8	HO	4015185332.7178164	100379633.3179454	26.580891340221825
LPC	batch1_QC_1	NA	5262484853.370998	131562121.334275	26.971168934879277
LPC	batch1_WT_1	WT	5913846685.151317	147846167.12878284	27.139521601569832
LPC	batch1_WT_2	WT	2489895841.9293303	62247396.048233256	25.89151015140231
LPC	batch1_WT_3	WT	4529036789.308509	113225919.73271275	26.75462901752809
LPC	batch1_WT_4	WT	4044267153.1832366	101106678.82958092	26.591303059960616
LPC	batch2_HO_10	HO	9401705171.295576	324196730.0446751	28.272294298528934
LPC	batch2_HO_11	HO	7067425950.823715	243704343.13185227	27.86055672111195
LPC	batch2_HO_12	HO	7898036300.290916	272346079.3203764	28.02086585746594
LPC	batch2_HO_9	HO	6692055490.12555	230760534.1422604	27.78182126702591
LPC	batch2_QC_0	NA	7184542185.790366	247742833.9927712	27.884268086893677
LPC	batch2_QC_1	NA	7023891806.374707	242203165.73705888	27.851642481122507
LPC	batch2_QC_2	NA	7121914902.230262	245583272.49069867	27.87163705630302
LPC	batch2_QC_3	NA	7221078588.213873	249002709.9384094	27.891586202570693
LPC	batch2_WT_1	WT	6458676799.339992	222712993.08068934	27.730610486538808
LPC	batch2_WT_2	WT	7244374749.238836	249806025.83582193	27.89623303724015
LPC	batch2_WT_3	WT	7153427170.959014	246669902.44686255	27.87800645430889
LPC	batch2_WT_5	WT	6540621007.658042	225538655.43648425	27.748799479617972
LPC	batch3_HO_5	HO	3783319624.7976937	140122949.06658125	27.062118016032368
LPC	batch3_HO_6	HO	3663348769.525318	135679584.05649328	27.01562841134914
LPC	batch3_HO_7	HO	3280195265.6755667	121488713.54353951	26.85624705094566
LPC	batch3_HO_8	HO	3661724809.7193637	135619437.3970135	27.01498872390527
LPC	batch3_QC_0	NA	3907132987.039685	144708629.14961794	27.108575713174297
LPC	batch3_QC_1	NA	3759494437.7516084	139240534.73154104	27.05300401872891
LPC	batch3_QC_2	NA	3765459028.611555	139461445.50413164	27.055291099305602
LPC	batch3_QC_3	NA	3962462376.301735	146757865.78895316	27.128862588707506
LPC	batch3_WT_1	WT	3937360198.8005757	145828155.51113245	27.119694051429963
LPC	batch3_WT_2	WT	4033704614.629135	149396467.20848647	27.1545707920918
LPC	batch3_WT_3	WT	3808709076.86573	141063299.14317518	27.071767445606884
LPC	batch3_WT_4	WT	4060528085.982918	150389929.11047843	27.164132719007842
LPE	batch1_HO_5	HO	743816663.0515237	35419841.0976916	25.078054404023412
LPE	batch1_HO_6	HO	1198650840.9320343	57078611.47295401	25.766446903624942
LPE	batch1_HO_7	HO	563046960.0578896	26811760.00275664	24.676362589384677
LPE	batch1_HO_8	HO	640569029.5274144	30503287.12035307	24.862461384155978
LPE	batch1_QC_1	NA	589675708.972	28079795.66533333	24.74302910150353
LPE	batch1_WT_1	WT	603555041.5058984	28740716.26218563	24.776592680600668
LPE	batch1_WT_2	WT	646974649.4228432	30808316.63918302	24.87681652014776
LPE	batch1_WT_3	WT	683532275.8081541	32549155.99086448	24.956116798583103
LPE	batch1_WT_4	WT	562189633.8900489	26770934.94714518	24.67416418869854
LPE	batch2_HO_10	HO	1790613889.6215878	105330228.80126987	26.65034429501731
LPE	batch2_HO_11	HO	1110016657.2209957	65295097.48358798	25.960471338959806
LPE	batch2_HO_12	HO	1727725426.6415727	101630907.44950424	26.5987639726578
LPE	batch2_HO_9	HO	1239804084.1348464	72929652.00793217	26.12000217433352
LPE	batch2_QC_0	NA	1208317824.9479048	71077519.11458263	26.082889990716705
LPE	batch2_QC_1	NA	1217319338.0973434	71607019.888079	26.09359769110448
