iter	ab
226	-0.20755994392296084
227	0.7294953931334573
228	-0.13503791085283579
229	-1.0531026943915818
230	-0.20755994392296087
231	-0.9527876866857734
232	-0.12579640774125506
233	NA
234	-0.9527876866857734
235	-0.19912031234418087
236	0.1897170438403714
237	0.020935385197558748
238	9.274074691843907e-5
239	-0.07818822613421265
240	NA
241	0.06472176471625082
242	0.08074455364597037
243	NA
244	-0.2231008507174348
245	-1.8802385478109118
246	0.16635814019993525
247	0.6580403977082265
248	NA
249	-0.21451027410800416
250	NA
251	-0.1078527829717599
252	-0.207559943922961
253	-0.13059215794136012
254	-0.0067332307089809995
255	-0.19912031234418093
256	-0.2571084418188536
257	0.08189584198490249
258	-0.08102975182502747
259	-0.06603591785869105
260	-0.06603591785869115
261	-0.10046959692144525
262	NA
263	-0.25602737466290176
264	-0.19912031234418073
265	-1.0531026943915824
266	-0.13059215794136017
267	-0.2159838779417817
268	NA
269	-0.22310085071743405
270	-1.1534177020973908
271	0.10044926242886669
272	-0.21598387794178162
273	-0.13059215794136023
274	NA
275	-0.19912031234418073
276	-0.22310085071743416
277	0.10044926242886669
278	0.04177802964819908
279	-0.06603591785869115
280	NA
281	0.16635814019993503
282	-0.11391572384682849
283	0.12242984254725117
284	NA
285	NA
286	-0.21598387794178184
287	-0.20755994392296087
288	NA
289	NA
290	0.1224298425472511
291	-1.6294510285463917
292	0.041778029648199086
293	-0.1078527829717599
294	-0.25710844181885406
295	NA
296	0.7652228908460735
297	-0.10046959692144525
298	0.9416224165941294
299	-0.06603591785869115
300	1.013077412019362
301	NA
302	-0.19912031234418073
303	-1.0531026943915816
304	1.0130774120193629
305	-0.13503791085283562
306	-1.2035752059502955
307	-0.257108441818854
308	-1.8802385478109152
309	-0.41949741193661205
310	-0.21598387794178173
311	NA
312	NA
313	NA
314	-0.3354997379180699
315	0.6580403977082264
316	-0.2730564153830274
317	0.7652228908460738
318	0.1663581401999352
319	-1.9303960516638166
320	-0.10046959692144511
321	-1.7799235401051048
322	NA
323	1.0130774120193613
324	-0.2571084418188539
325	1.120259905157209
326	1.1202599051572109
327	0.06461910897159232
328	-0.10785278297175994
329	-0.33549973791807
330	-0.19912031234418073
331	NA
332	1.0845324074445926
333	0.05219935187351927
334	1.1202599051572086
335	-0.09856428462677795
336	0.06461910897159195
337	NA
338	-0.10046959692144519
339	NA
340	-0.2159838779417817
341	0.020935385197558786
342	-0.29505707910386086
343	0.10158719809661079
344	-0.10046959692144503
345	-0.010328581478401757
346	-0.006733230708980914
347	0.586585402282995
348	-0.19912031234418087
349	-0.25602737466290165
350	0.10158719809661086
351	0.10158719809661078
352	NA
353	0.658040397708226
354	-0.9527876866857738
355	-0.2730564153830276
356	-0.07818822613421256
357	0.07032323142065033
358	0.6580403977082253
359	NA
360	NA
361	0.08074455364597051
362	-0.9527876866857734
363	-0.09856428462677795
364	-0.25710844181885456
365	0.05219935187351933
366	-0.20755994392296084
367	-0.09856428462677794
368	0.041778029648199044
369	-0.25710844181885406
370	-0.10046959692144515
371	-0.2730564153830274
372	0.1897170438403713
373	0.06461910897159208
374	-0.10785278297176015
375	-0.10046959692144528
376	-0.13059215794136012
377	-0.2159838779417817
378	0.7652228908460734
379	0.08189584198490252
380	-0.12579640774125506
381	-0.12579640774125495
382	0.07032323142065032
383	0.1224298425472511
384	-0.21598387794178173
385	NA
386	0.0646191089715918
387	NA
388	NA
389	-1.1534177020973917
390	-0.25710844181885384
391	NA
392	1.084532407444593
393	-0.4194974119366123
394	-0.33549973791807
395	NA
396	-0.13503791085283567
397	0.7652228908460736
398	-0.0781882261342127
399	0.5508579045703784
400	0.07670479019612658
401	0.06461910897159209
402	-0.21598387794178167
403	0.07670479019612693
404	0.1663581401999353
405	-1.053102694391582
406	-0.19912031234418084
407	0.658040397708226
408	NA
409	-0.33549973791807003
410	1.0845324074445934
411	NA
412	0.05219935187351925
413	-0.25710844181885417
414	0.658040397708226
415	-0.1078527829717599
416	NA
417	NA
418	-0.06603591785869116
419	-0.10785278297176004
420	0.7294953931334581
421	-0.12579640774125497
422	0.07670479019612686
423	-0.25602737466290193
424	-0.256027374662902
425	-1.6796085323992953
426	-0.22310085071743396
427	NA
428	NA
429	0.02093538519755876
430	0.041778029648199086
431	-0.4194974119366122
432	0.586585402282994
433	0.5865854022829942
434	NA
435	-1.2035752059502955
436	-0.19912031234418068
437	-0.13059215794136017
438	0.08074455364597048
439	0.07032323142065032
440	-0.10046959692144518
441	-0.22310085071743452
442	-0.010328581478401745
443	NA
444	-0.13503791085283567
445	-1.0531026943915822
446	-0.08102975182502752
447	NA
448	0.16635814019993522
449	0.16635814019993544
450	-0.3354997379180702
451	0.06461910897159218
452	0.07670479019612686
453	-0.10046959692144512
454	0.12144236422299905
455	0.08189584198490249
456	-0.10785278297176001
457	-1.7799235401051041
458	-0.1305921579413602
459	NA
460	-0.12579640774125503
461	0.08074455364597051
462	-0.9527876866857737
463	-0.2542464557355879
464	0.7652228908460736
465	-0.41497210117323835
466	-0.09856428462677792
467	NA
468	NA
469	NA
470	NA
471	-0.2571084418188542
472	-0.9026301828328692
473	0.1004492624288668
474	NA
475	0.06472176471625084
476	-0.10785278297176012
477	-0.006733230708980965
478	-0.010328581478401735
479	-0.9527876866857736
480	-1.8802385478109134
481	-0.13503791085283576
482	-0.12579640774125503
483	NA
484	-0.09856428462677795
485	-0.06603591785869106
486	NA
487	0.16635814019993547
488	-0.4194974119366121
489	-0.1078527829717598
490	-0.10785278297176006
491	NA
492	0.06461910897159205
493	NA
494	-1.0531026943915824
495	-0.10046959692144516
496	-0.2950570791038609
497	NA
498	-0.20755994392296087
499	-1.0531026943915827
500	0.07032323142065035
501	0.586585402282994
502	0.06472176471625077
503	-0.21451027410800394
504	-0.06603591785869113
505	0.12144236422299898
506	NA
507	0.6580403977082263
508	0.06461910897159201
509	-0.10785278297175975
510	-0.25424645573558796
511	-0.06603591785869112
512	0.9058949188815137
513	-0.20755994392296084
514	0.905894918881514
515	-0.21451027410800394
516	0.07032323142065021
517	1.0130774120193604
518	1.013077412019361
519	-0.06603591785869112
520	-0.2560273746629018
521	-0.08102975182502768
522	-0.06603591785869115
523	NA
524	-0.21451027410800388
525	0.10158719809661078
526	-0.41497210117323813
527	-0.006733230708980995
528	0.06461910897159208
529	1.1202599051572122
530	-0.22310085071743438
531	-0.22310085071743405
532	-0.12579640774125497
533	0.12144236422299894
534	NA
535	-0.0660359178586911
536	-0.1305921579413602
537	NA
538	-0.010328581478401747
539	0.7652228908460735
540	-0.21598387794178175
541	0.9416224165941279
542	-0.25424645573558796
543	-0.11391572384682865
544	0.1004492624288668
545	1.0130774120193595
546	-0.12579640774125503
547	0.10044926242886669
548	0.18971704384037147
549	-0.09856428462677812
550	-0.20755994392296087
551	-0.05556554759766743
552	0.9058949188815144
553	-0.09856428462677794
554	1.0845324074445937
555	0.07670479019612673
556	-0.09856428462677794
557	0.10158719809661078
558	-1.2035752059502953
559	-0.20755994392296082
560	0.05219935187351924
561	-1.0531026943915827
562	0.08074455364597037
563	0.18971704384037147
564	0.1328511647725714
565	0.9416224165941292
566	-0.055565547597667554
567	NA
568	NA
569	-1.7799235401051037
570	-0.13503791085283576
571	0.5865854022829938
572	-0.4149721011732381
573	-0.25710844181885456
574	NA
575	0.06461910897159193
576	-0.09856428462677796
577	-0.2162911930353177
578	NA
579	NA
580	0.06461910897159184
581	-1.779923540105103
582	1.0130774120193604
583	-1.9303960516638166
584	0.06461910897159208
585	-1.9303960516638192
586	-0.08102975182502754
587	-0.081029751825027585
588	0.08074455364597055
589	NA
590	NA
591	-0.0067332307089809735
592	NA
593	-0.07818822613421272
594	0.12144236422299894
595	0.5865854022829946
596	-0.257108441818854
597	0.04177802964819904
598	-0.9026301828328694
599	NA
600	-0.10046959692144518
601	NA
602	-0.20755994392296082
603	0.020935385197558734
604	0.1897170438403714
605	-0.10785278297175996
606	0.121442364222999
607	-1.7799235401051041
608	0.18971704384037136
609	0.6580403977082268
610	-1.1534177020973908
611	-0.05556554759766754
612	-0.09856428462677796
613	0.1663581401999352
614	0.1015871980966108
615	-1.6796085323992946
616	-0.1305921579413602
617	0.07670479019612704
618	0.10158719809661079
619	0.7294953931334572
620	0.658040397708226
621	-0.12579640774125497
622	NA
623	0.6580403977082265
624	1.0130774120193626
625	9.274074691842127e-5
626	-0.21598387794178173
627	-0.22310085071743452
628	-0.19912031234418068
629	0.041778029648199044
630	9.274074691840844e-5
631	0.9058949188815145
632	0.1897170438403713
633	-0.0067332307089809995
634	0.6580403977082268
635	-1.6796085323992964
636	0.10044926242886672
637	-0.41497210117323813
638	0.06461910897159197
639	0.0818958419849025
640	-0.2231008507174343
641	-0.19912031234418096
642	NA
643	-0.9527876866857737
644	0.020935385197558793
645	0.6580403977082268
646	-0.10785278297176001
647	NA
648	-0.4149721011732381
649	-0.21598387794178162
650	NA
651	9.274074691843557e-5
652	NA
653	-0.13059215794136023
654	-0.25602737466290193
655	0.13285116477257133
656	-0.05556554759766754
657	-0.19912031234418084
658	NA
659	-0.19912031234418073
660	0.12144236422299894
661	-0.9527876866857738
662	-0.0810297518250276
663	0.02093538519755873
664	-0.08102975182502743
665	0.18971704384037133
666	0.13285116477257125
667	0.020935385197558762
668	NA
669	0.06461910897159209
670	-0.20755994392296084
671	NA
672	0.12144236422299902
673	NA
674	-0.25602737466290193
675	NA
676	NA
677	0.06472176471625077
678	-0.06603591785869105
679	-0.06603591785869115
680	0.041778029648199155
681	-1.6294510285463923
682	NA
683	-0.1004695969214451
684	NA
685	-0.20755994392296087
686	-0.22310085071743427
687	NA
688	-1.1534177020973913
689	-1.0531026943915824
690	-0.055565547597667464
691	-0.25602737466290165
692	NA
693	NA
694	0.020935385197558703
695	-0.22310085071743405
696	-0.2730564153830274
697	-0.12579640774125506
698	0.121442364222999
699	-1.6796085323992955
700	0.07670479019612693
701	0.06461910897159209
702	-0.3354997379180702
703	-0.13059215794136023
704	0.1663581401999352
705	NA
706	1.0845324074445926
707	-0.41497210117323835
708	-0.9527876866857734
709	-0.08102975182502763
710	NA
711	NA
712	-0.006733230708980965
713	-1.9303960516638166
714	1.1202599051572084
715	-0.21598387794178167
716	NA
717	-1.2035752059502949
718	-0.22310085071743405
719	NA
720	-0.2571084418188528
721	0.658040397708226
722	-0.10046959692144501
723	-0.1350379108528357
724	-1.1534177020973906
725	0.6580403977082263
726	NA
727	-0.21598387794178178
728	-0.2950570791038608
729	-0.29505707910386103
730	-1.7799235401051043
731	-0.10046959692144516
732	-0.2159838779417817
733	-1.6294510285463923
734	0.0647217647162508
735	-0.10046959692144507
736	-0.09856428462677794
737	-1.0531026943915822
738	0.10158719809661078
739	-0.25710844181885417
740	-0.33549973791807003
741	0.06472176471625075
742	0.16635814019993522
743	0.07670479019612703
744	-1.6796085323992949
745	NA
746	-0.41949741193661205
747	-0.08102975182502752
748	0.07670479019612665
749	9.274074691842176e-5
750	-1.0531026943915816
751	-0.006733230708980864
752	0.06472176471625075
753	-0.22310085071743452
754	-0.13059215794136028
755	-0.41949741193661233
756	NA
757	-1.0531026943915816
758	NA
759	NA
760	-0.006733230708980937
761	-0.2571084418188548
762	-0.13059215794136028
763	-0.09856428462677795
764	-0.11391572384682858
765	0.10158719809661083
766	-0.08102975182502768
767	0.1015871980966108
768	-0.13503791085283556
769	0.9416224165941279
770	-1.1534177020973906
771	NA
772	-0.10785278297176004
773	-0.10046959692144519
774	0.10158719809661078
775	0.6580403977082259
776	0.052199351873519255
777	0.08189584198490248
778	0.12242984254725105
779	NA
780	0.10044926242886675
781	-0.10785278297176004
782	-0.015829365970083456
783	-0.07818822613421256
784	0.06461910897159195
785	NA
786	-0.27305641538302766
787	-0.2560273746629018
788	-0.4547082828008224
789	-1.0531026943915822
790	0.08189584198490248
791	-1.0531026943915822
792	-0.9527876866857737
793	-0.1004695969214451
794	-0.006733230708980992
795	-0.10785278297175986
796	NA
797	NA
798	0.6580403977082262
799	9.27407469184193e-5
800	-0.1004695969214452
801	NA
802	-0.2159838779417817
803	-1.0531026943915822
804	-1.1534177020973906
805	1.0845324074445932
806	1.013077412019363
807	NA
808	-0.10785278297176008
809	-0.07818822613421263
810	NA
811	0.0818958419849024
812	0.10044926242886672
813	0.06461910897159201
814	-0.13503791085283567
815	-0.10046959692144532
816	0.10158719809661083
817	NA
818	-0.25602737466290193
819	-0.9527876866857737
820	0.1015871980966108
821	NA
822	-1.0531026943915824
823	-0.9527876866857735
824	1.0130774120193609
825	0.6580403977082264
826	-0.2950570791038611
827	NA
828	0.729495393133458
829	-1.6796085323992955
830	0.1897170438403713
831	0.9416224165941284
832	1.0130774120193622
833	-0.07818822613421257
834	0.02093538519755871
835	NA
836	-0.06603591785869112
837	0.1015871980966108
838	-0.21451027410800408
839	-0.4149721011732385
840	NA
841	0.1015871980966108
842	-0.2560273746629017
843	NA
844	NA
845	-0.10785278297176012
846	-0.10046959692144525
847	NA
848	-0.09856428462677795
849	-0.12579640774125495
850	-1.6796085323992962
851	0.18971704384037139
852	0.12242984254725105
853	-0.1004695969214452
854	-0.33549973791807025
855	-1.0531026943915827
856	NA
857	-0.41497210117323835
858	-0.22310085071743427
859	NA
860	-0.1991203123441807
861	NA
862	-0.09856428462677796
863	0.07670479019612732
864	0.9416224165941295
865	-1.6294510285463921
866	-0.21451027410800383
867	-0.05556554759766757
868	-0.09856428462677799
869	0.06472176471625075
870	0.020935385197558734
871	0.5865854022829942
872	NA
873	-0.08102975182502763
874	NA
875	0.18971704384037139
876	0.07670479019612685
877	-0.12579640774125503
878	-0.10046959692144515
879	NA
880	NA
881	0.06461910897159188
882	-0.09856428462677798
883	-0.09856428462677795
884	-0.25710844181885356
885	-0.19912031234418087
886	-0.25602737466290176
887	NA
888	0.10158719809661086
889	-0.11391572384682849
890	-0.3354997379180699
891	-0.9527876866857734
892	NA
893	0.1663581401999354
894	0.0646191089715921
895	-1.6294510285463928
896	NA
897	0.10158719809661068
898	-0.12579640774125506
899	0.081895841984902365
900	1.0845324074445926
901	9.274074691843296e-5
902	-0.09856428462677802
903	-0.3354997379180699
904	NA
905	-0.22310085071743427
906	NA
907	-0.0067332307089809414
908	-0.25424645573558813
909	0.020935385197558772
910	NA
911	0.020935385197558776
912	0.0807445536459705
913	0.06461910897159198
914	-0.21451027410800383
915	NA
916	1.013077412019363
917	NA
918	1.1202599051572086
919	-0.2730564153830273
920	-0.13503791085283567
921	-0.2950570791038608
922	-0.21451027410800394
923	NA
924	0.06472176471625075
925	NA
926	-0.2162911930353178
927	-1.1534177020973913
928	-0.006733230708980877
929	0.5865854022829948
930	0.18971704384037133
931	-0.9527876866857736
932	-0.33549973791807
933	1.0130774120193604
934	NA
935	NA
936	0.07670479019612676
937	-0.0810297518250277
938	1.1202599051572075
939	-0.10046959692144516
940	0.10158719809661076
941	-0.1991203123441807
942	0.16635814019993514
943	-0.08102975182502743
944	0.18971704384037152
945	0.07670479019612714
946	-0.9527876866857735
947	-0.4194974119366123
948	0.7294953931334573
949	0.1663581401999353
950	-0.9527876866857735
951	-0.9527876866857735
952	-0.2542464557355879
953	-0.4194974119366121
954	0.1224298425472511
955	-0.22310085071743427
956	-0.2075599439229608
957	-0.13503791085283576
958	-0.223100850717434
959	0.12144236422299902
960	NA
961	NA
962	0.16635814019993528
963	0.06472176471625087
964	-1.9303960516638172
965	NA
966	-0.29505707910386075
967	0.586585402282994
968	-0.2571084418188536
969	0.04177802964819907
970	0.12144236422299899
971	-0.19912031234418065
972	-0.10046959692144508
973	NA
974	-0.13059215794136023
975	-1.0531026943915824
976	-0.2231008507174348
977	0.08074455364597045
978	-1.0531026943915822
979	0.10044926242886672
980	-1.9303960516638177
981	-0.08102975182502756
982	-0.2159838779417817
983	NA
984	-0.2560273746629017
985	-1.6294510285463917
986	-0.4194974119366123
987	-0.27305641538302733
988	0.020935385197558776
989	-0.1305921579413602
990	NA
991	0.12242984254725107
992	0.10158719809661076
993	-0.21598387794178167
994	0.1224298425472511
995	0.7652228908460735
996	NA
997	-0.2571084418188542
998	-0.2730564153830274
999	-0.9026301828328693
1000	0.052199351873519255
1001	NA
1002	NA
1003	NA
1004	-0.006733230708980877
1005	0.7294953931334577
1006	0.020935385197558748
1007	-0.2950570791038607
1008	NA
1009	NA
1010	1.0845324074445932
1011	-0.12579640774125503
1012	0.08074455364597037
1013	-0.015829365970083404
1014	-0.0067332307089809735
1015	NA
1016	-0.33549973791807
1017	-0.27305641538302733
1018	-1.0531026943915816
1019	NA
1020	-0.19912031234418073
1021	-0.0810297518250275
1022	0.020935385197558786
1023	NA
1024	-0.2159838779417817
1025	0.1663581401999352
1026	NA
1027	0.1897170438403714
1028	0.10158719809661068
1029	-0.2231008507174348
1030	NA
1031	NA
1032	-0.9527876866857734
1033	-0.08102975182502761
1034	1.0130774120193613
1035	-0.1991203123441808
1036	-0.2162911930353178
1037	-1.0531026943915824
1038	0.08189584198490242
1039	0.12242984254725102
1040	NA
1041	0.041778029648199044
1042	-0.21598387794178173
1043	0.9416224165941285
1044	9.274074691842787e-5
1045	0.18971704384037139
1046	-0.90263018283287
1047	0.020935385197558748
1048	NA
1049	-1.779923540105104
1050	-0.2162911930353178
1051	-0.10785278297175986
1052	-0.45470828280082215
1053	NA
1054	0.08189584198490249
1055	-0.010328581478401724
1056	0.1328511647725714
1057	NA
1058	-1.9303960516638174
1059	NA
1060	0.13285116477257128
1061	-0.19912031234418093
1062	1.0845324074445926
1063	0.7294953931334576
1064	0.07670479019612687
1065	0.10158719809661065
1066	-0.09856428462677806
1067	-1.6796085323992962
1068	-0.22310085071743435
1069	-0.09856428462677795
1070	-0.1078527829717598
1071	NA
1072	-0.08102975182502749
1073	NA
1074	-0.2571084418188542
1075	-0.125796407741255
1076	0.10158719809661075
1077	-1.8802385478109136
1078	-0.3354997379180702
1079	0.05219935187351927
1080	-0.13059215794136023
1081	NA
1082	0.5865854022829947
1083	-0.1305921579413602
1084	-0.9026301828328697
1085	-0.2162911930353178
1086	0.0807445536459705
1087	-0.25602737466290176
1088	-0.08102975182502764
1089	-0.22310085071743416
1090	NA
1091	-0.25710844181885417
1092	-1.053102694391582
1093	-0.2950570791038609
1094	-0.015829365970083456
1095	NA
1096	-0.06603591785869115
1097	-0.015829365970083335
1098	-0.08102975182502761
1099	0.0703232314206503
1100	0.13285116477257145
1101	-0.9026301828328694
1102	NA
1103	-0.05556554759766753
1104	0.18971704384037133
1105	NA
1106	-0.2571084418188539
1107	-0.2075599439229609
1108	-0.10046959692144525
1109	-0.4547082828008221
1110	-0.08102975182502761
1111	-0.06603591785869106
1112	NA
1113	-0.09856428462677794
1114	0.020935385197558755
1115	-0.29505707910386086
1116	-0.4149721011732385
1117	NA
1118	-1.880238547810912
1119	-0.10785278297175975
1120	NA
1121	-0.952787686685774
1122	NA
1123	0.6580403977082259
1124	-1.0531026943915822
1125	-0.006733230708980937
1126	-1.629451028546392
1127	0.0818958419849025
1128	-0.06603591785869117
1129	0.18971704384037136
1130	NA
1131	NA
1132	0.04177802964819911
1133	0.6580403977082268
1134	-0.33549973791807014
1135	0.1897170438403713
1136	-0.0810297518250277
1137	-0.06603591785869115
1138	-0.2950570791038608
1139	NA
1140	-0.10785278297175986
1141	0.07032323142065032
1142	1.013077412019359
1143	-0.13059215794136017
1144	-0.21451027410800386
1145	0.13285116477257125
1146	1.0845324074445921
1147	0.18971704384037136
1148	0.07670479019612711
1149	-0.2730564153830276
1150	0.08189584198490239
1151	-0.2571084418188536
1152	-0.12579640774125506
1153	-0.2730564153830274
1154	-1.1534177020973906
1155	0.6580403977082268
1156	NA
1157	NA
1158	-0.0067332307089809995
1159	0.6580403977082264
1160	NA
1161	-0.13503791085283562
1162	0.9416224165941296
1163	-1.203575205950295
1164	NA
1165	1.0845324074445926
1166	-0.1004695969214453
1167	-0.19912031234418068
1168	NA
1169	0.07670479019612633
1170	0.6580403977082259
1171	0.18971704384037133
1172	-0.07818822613421267
1173	0.07670479019612685
1174	NA
1175	-0.10785278297175986
1176	-0.41497210117323835
1177	0.041778029648199155
1178	-0.1350379108528358
1179	-0.2075599439229611
1180	1.0845324074445926
1181	-0.006733230708980963
1182	1.0845324074445943
1183	-0.45470828280082204
1184	0.9416224165941298
1185	NA
1186	0.08189584198490239
1187	0.729495393133457
1188	0.020935385197558786
1189	-0.13059215794136028
1190	NA
1191	-1.1534177020973906
1192	-0.12579640774125514
1193	NA
1194	-0.2730564153830272
1195	-0.13059215794136028
1196	0.08189584198490253
1197	-0.006733230708980935
1198	-0.0067332307089809735
1199	-0.006733230708980954
1200	-0.2730564153830274
1201	-0.1004695969214451
1202	-0.12579640774125508
1203	NA
1204	-0.21598387794178173
1205	-0.2950570791038608
1206	0.13285116477257133
1207	-0.1257964077412552
1208	0.1897170438403714
1209	-0.22310085071743452
1210	-0.06603591785869105
1211	0.1663581401999353
1212	-0.1991203123441807
1213	0.04177802964819908
1214	NA
1215	0.07032323142065032
1216	-0.2231008507174339
1217	0.04177802964819904
1218	9.274074691840912e-5
1219	NA
1220	-1.8802385478109134
1221	0.020935385197558772
1222	0.7652228908460738
1223	0.16635814019993547
1224	0.905894918881514
1225	NA
1226	0.12144236422299894
1227	-0.952787686685774
1228	-0.20755994392296093
1229	-0.06603591785869115
1230	-0.21451027410800416
1231	0.08189584198490249
1232	0.12144236422299907
1233	-0.2231008507174344
1234	-0.20755994392296082
1235	0.0647217647162507
1236	0.041778029648199155
1237	-1.7799235401051041
1238	-0.12579640774125506
1239	-0.10785278297176008
1240	-0.13503791085283573
1241	-0.015829365970083404
1242	-0.1991203123441808
1243	0.07670479019612653
1244	-0.13059215794136017
1245	0.1663581401999353
1246	-0.19912031234418057
1247	-0.22310085071743388
1248	-0.06603591785869115
1249	-1.6796085323992962
1250	-0.10785278297175988
1251	-0.2159838779417817
1252	-1.6796085323992955
1253	-0.2571084418188539
1254	-0.13059215794136017
1255	-0.05556554759766743
1256	-0.11391572384682855
1257	-0.13059215794136
1258	-0.22310085071743452
1259	0.12144236422299906
1260	-0.2159838779417817
1261	-0.4194974119366122
1262	NA
1263	-0.09856428462677794
1264	-0.25710844181885395
1265	0.1897170438403713
1266	0.10044926242886677
1267	0.06472176471625093
1268	-1.6294510285463923
1269	-0.2730564153830274
1270	-0.41949741193661233
1271	-0.20755994392296087
1272	-0.2231008507174346
1273	-0.21451027410800386
1274	-0.295057079103861
1275	0.9058949188815145
1276	-1.2035752059502955
1277	-0.1004695969214452
1278	-0.4194974119366122
1279	0.07670479019612687
1280	0.05219935187351927
1281	NA
1282	-0.33549973791807003
1283	0.586585402282994
1284	NA
1285	-0.09856428462677785
1286	NA
1287	0.1663581401999354
1288	-0.19912031234418087
1289	-0.10046959692144518
1290	-0.4547082828008224
1291	NA
1292	NA
1293	-0.015829365970083397
1294	-0.09856428462677795
1295	-0.09856428462677785
1296	0.1224298425472511
1297	-0.19912031234418073
1298	0.16635814019993525
1299	-0.11391572384682855
1300	-0.19912031234418096
1301	0.07670479019612686
1302	-0.05556554759766753
