n	group_ref	group_focal	mediator_col	outcome_col	a	se_a	p_a	b	se_b	p_b	c_total	se_c_total	p_c_total	c_prime	se_c_prime	p_c_prime	ab	se_ab_sobel	z_sobel	p_sobel	ab_boot_mean	ab_boot_ci_low	ab_boot_ci_high
5	HO	WT	M_score_RNA	Y_score_lipid	-0.8303628101000013	0.6250716596431265	0.2760505437706973	0.12099481780662302	0.31156134426742693	0.7351977888038039	-0.8633561085778211	0.28561102731339283	0.05663145278089404	-0.7628865116563759	0.4251010087671506	0.21456914637495425	-0.10046959692144518	0.26953716760538543	-0.37274858162988933	0.7093355750507482	-0.13324048180157713	-1.7799235401051041	1.013077412019362
