feature_id	lipidName	LipidIon	Class	CalcMz	n_samples_total	n_non_na_global	detect_rate_global	min_detect_rate_group	var_log	pass_global	pass_group	pass_var	keep_feature
Hex1Cer(d18:1_16:0)-H | Hex1Cer(d18:1_16:0)-H | 698.5576	Hex1Cer(d18:1_16:0)-H	Hex1Cer(d18:1_16:0)-H	Hex1Cer	698.5576425	9	9	1	1	0.00394389306973795	TRUE	TRUE	FALSE	FALSE
Hex1Cer(d18:1_17:0) | Hex1Cer(d18:1_17:0)-H | 712.5733	Hex1Cer(d18:1_17:0)	Hex1Cer(d18:1_17:0)-H	Hex1Cer	712.5732925	12	12	1	1	0.02207388880742624	TRUE	TRUE	TRUE	TRUE
Hex1Cer(d18:1_20:0) | Hex1Cer(d18:1_20:0)+HCOO | 800.6257	Hex1Cer(d18:1_20:0)	Hex1Cer(d18:1_20:0)+HCOO	Hex1Cer	800.6257225	9	9	1	1	0.02047377733230451	TRUE	TRUE	TRUE	TRUE
Hex1Cer(d18:1_20:4) | Hex1Cer(d18:1_20:4)+HCOO | 792.5631	Hex1Cer(d18:1_20:4)	Hex1Cer(d18:1_20:4)+HCOO	Hex1Cer	792.5631225	12	12	1	1	0.01509653569033565	TRUE	TRUE	TRUE	TRUE
Hex1Cer(d18:1_22:0) | Hex1Cer(d18:1_22:0)+H | 784.6661	Hex1Cer(d18:1_22:0)	Hex1Cer(d18:1_22:0)+H	Hex1Cer	784.6660954700002	21	21	1	1	0.5602858623220474	TRUE	TRUE	TRUE	TRUE
Hex1Cer(d18:1_22:0) | Hex1Cer(d18:1_22:0)+HCOO | 828.6570	Hex1Cer(d18:1_22:0)	Hex1Cer(d18:1_22:0)+HCOO	Hex1Cer	828.6570225300001	21	21	1	1	0.2547369530396062	TRUE	TRUE	TRUE	TRUE
Hex1Cer(d18:1_22:0)-H | Hex1Cer(d18:1_22:0)-H | 782.6515	Hex1Cer(d18:1_22:0)-H	Hex1Cer(d18:1_22:0)-H	Hex1Cer	782.6515425	9	9	1	1	0.01941037757134277	TRUE	TRUE	TRUE	TRUE
Hex1Cer(d18:1_23:0) | Hex1Cer(d18:1_23:0)+H | 798.6817	Hex1Cer(d18:1_23:0)	Hex1Cer(d18:1_23:0)+H	Hex1Cer	798.6817455	24	24	1	1	1.7941822537978909	TRUE	TRUE	TRUE	TRUE
Hex1Cer(d18:1_23:0) | Hex1Cer(d18:1_23:0)+HCOO | 842.6727	Hex1Cer(d18:1_23:0)	Hex1Cer(d18:1_23:0)+HCOO	Hex1Cer	842.6726725299999	9	9	1	1	0.01353258475224127	TRUE	TRUE	TRUE	TRUE
Hex1Cer(d18:1_23:0)-H | Hex1Cer(d18:1_23:0)-H | 796.6672	Hex1Cer(d18:1_23:0)-H	Hex1Cer(d18:1_23:0)-H	Hex1Cer	796.6671925299999	9	9	1	1	0.02854435914909659	TRUE	TRUE	TRUE	TRUE
Hex1Cer(d18:1_23:1) | Hex1Cer(d18:1_23:1)+HCOO | 840.6570	Hex1Cer(d18:1_23:1)	Hex1Cer(d18:1_23:1)+HCOO	Hex1Cer	840.6570225	12	12	1	1	0.04293486131970186	TRUE	TRUE	TRUE	TRUE
Hex1Cer(d18:1_23:1)-H | Hex1Cer(d18:1_23:1)-H | 794.6515	Hex1Cer(d18:1_23:1)-H	Hex1Cer(d18:1_23:1)-H	Hex1Cer	794.6515425	9	9	1	1	0.07250947868310977	TRUE	TRUE	TRUE	TRUE
Hex1Cer(d18:1_24:0) | Hex1Cer(d18:1_24:0)+H | 812.6974	Hex1Cer(d18:1_24:0)	Hex1Cer(d18:1_24:0)+H	Hex1Cer	812.6973954700001	33	33	1	1	0.75407522091326	TRUE	TRUE	TRUE	TRUE
Hex1Cer(d18:1_24:0) | Hex1Cer(d18:1_24:0)+HCOO | 856.6883	Hex1Cer(d18:1_24:0)	Hex1Cer(d18:1_24:0)+HCOO	Hex1Cer	856.6883225299999	9	9	1	1	0.03907074463018877	TRUE	TRUE	TRUE	TRUE
Hex1Cer(d18:1_24:0)-H | Hex1Cer(d18:1_24:0)-H | 810.6828	Hex1Cer(d18:1_24:0)-H	Hex1Cer(d18:1_24:0)-H	Hex1Cer	810.6828425299999	9	9	1	1	0.05502782214782618	TRUE	TRUE	TRUE	TRUE
Hex1Cer(d18:1_24:0+O) | Hex1Cer(d18:1_24:0+O)+H | 828.6923	Hex1Cer(d18:1_24:0+O)	Hex1Cer(d18:1_24:0+O)+H	Hex1Cer	828.6923105	12	12	1	1	0.01665556747727564	TRUE	TRUE	TRUE	TRUE
Hex1Cer(d18:1_24:1) | Hex1Cer(d18:1_24:1)+H | 810.6817	Hex1Cer(d18:1_24:1)	Hex1Cer(d18:1_24:1)+H	Hex1Cer	810.6817455	9	9	1	1	0.0094597988348579	TRUE	TRUE	FALSE	FALSE
Hex1Cer(d18:1_24:1) | Hex1Cer(d18:1_24:1)+HCOO | 854.6727	Hex1Cer(d18:1_24:1)	Hex1Cer(d18:1_24:1)+HCOO	Hex1Cer	854.6726725299999	33	33	1	1	0.13075002920398932	TRUE	TRUE	TRUE	TRUE
Hex1Cer(d18:1_24:1)-H | Hex1Cer(d18:1_24:1)-H | 808.6672	Hex1Cer(d18:1_24:1)-H	Hex1Cer(d18:1_24:1)-H	Hex1Cer	808.6671925299999	9	9	1	1	0.00132134624543335	TRUE	TRUE	FALSE	FALSE
Hex1Cer(d18:1_24:2) | Hex1Cer(d18:1_24:2)+H | 808.6661	Hex1Cer(d18:1_24:2)	Hex1Cer(d18:1_24:2)+H	Hex1Cer	808.6660954700002	33	33	1	1	0.13200511758284653	TRUE	TRUE	TRUE	TRUE
Hex1Cer(d18:1_24:2) | Hex1Cer(d18:1_24:2)+HCOO | 852.6570	Hex1Cer(d18:1_24:2)	Hex1Cer(d18:1_24:2)+HCOO	Hex1Cer	852.6570225300001	9	9	1	1	0.01376857063354662	TRUE	TRUE	TRUE	TRUE
Hex1Cer(d18:1_24:2)-H | Hex1Cer(d18:1_24:2)-H | 806.6515	Hex1Cer(d18:1_24:2)-H	Hex1Cer(d18:1_24:2)-H	Hex1Cer	806.6515425	9	9	1	1	0.01611997901883258	TRUE	TRUE	TRUE	TRUE
Hex1Cer(d18:1_25:0) | Hex1Cer(d18:1_25:0)+H | 826.7130	Hex1Cer(d18:1_25:0)	Hex1Cer(d18:1_25:0)+H	Hex1Cer	826.7130455	12	12	1	1	0.01016732281414147	TRUE	TRUE	FALSE	FALSE
Hex1Cer(d18:1_25:0) | Hex1Cer(d18:1_25:0)+HCOO | 870.7040	Hex1Cer(d18:1_25:0)	Hex1Cer(d18:1_25:0)+HCOO	Hex1Cer	870.7039725	9	9	1	1	0.05209735433972545	TRUE	TRUE	TRUE	TRUE
Hex1Cer(d18:1_26:1) | Hex1Cer(d18:1_26:1)+HCOO | 882.7040	Hex1Cer(d18:1_26:1)	Hex1Cer(d18:1_26:1)+HCOO	Hex1Cer	882.7039725	9	9	1	1	0.01121946119321538	TRUE	TRUE	TRUE	TRUE
Hex1Cer(d18:1_26:2) | Hex1Cer(d18:1_26:2)+HCOO | 880.6883	Hex1Cer(d18:1_26:2)	Hex1Cer(d18:1_26:2)+HCOO	Hex1Cer	880.6883225299999	9	9	1	1	0.02819207059141305	TRUE	TRUE	TRUE	TRUE
Hex1Cer(d18:2_20:4) | Hex1Cer(d18:2_20:4)+HCOO | 790.5475	Hex1Cer(d18:2_20:4)	Hex1Cer(d18:2_20:4)+HCOO	Hex1Cer	790.5474725299999	9	9	1	1	1.1701915312581062	TRUE	TRUE	TRUE	TRUE
Hex1Cer(d18:2_22:4) | Hex1Cer(d18:2_22:4)+HCOO | 818.5788	Hex1Cer(d18:2_22:4)	Hex1Cer(d18:2_22:4)+HCOO	Hex1Cer	818.5787725	12	12	1	1	0.14745901314519402	TRUE	TRUE	TRUE	TRUE
Hex1Cer(d20:1_24:0) | Hex1Cer(d20:1_24:0)+HCOO | 884.7196	Hex1Cer(d20:1_24:0)	Hex1Cer(d20:1_24:0)+HCOO	Hex1Cer	884.7196225	12	12	1	1	0.00993299187512917	TRUE	TRUE	FALSE	FALSE
Hex1Cer(d20:1_24:1) | Hex1Cer(d20:1_24:1)+HCOO | 882.7040	Hex1Cer(d20:1_24:1)	Hex1Cer(d20:1_24:1)+HCOO	Hex1Cer	882.7039725	12	12	1	1	0.2516383231304107	TRUE	TRUE	TRUE	TRUE
Hex1Cer(d23:0_22:6)-H | Hex1Cer(d23:0_22:6)-H | 842.6515	Hex1Cer(d23:0_22:6)-H	Hex1Cer(d23:0_22:6)-H	Hex1Cer	842.6515425	9	9	1	1	0.01211309179129984	TRUE	TRUE	TRUE	TRUE
Hex1Cer(d33:1) | Hex1Cer(d33:1)+H-H2O | 668.5460	Hex1Cer(d33:1)	Hex1Cer(d33:1)+H-H2O	Hex1Cer	668.5459805	24	24	1	1	20.862043574506657	TRUE	TRUE	TRUE	TRUE
Hex1Cer(d34:1) | Hex1Cer(d34:1)+H-H2O | 682.5616	Hex1Cer(d34:1)	Hex1Cer(d34:1)+H-H2O	Hex1Cer	682.5616305	24	24	1	1	0.551169737901007	TRUE	TRUE	TRUE	TRUE
Hex1Cer(d35:1) | Hex1Cer(d35:1)+H-H2O | 696.5773	Hex1Cer(d35:1)	Hex1Cer(d35:1)+H-H2O	Hex1Cer	696.5772805	12	12	1	1	0.088872876076367055	TRUE	TRUE	TRUE	TRUE
Hex1Cer(d36:1) | Hex1Cer(d36:1)+H-H2O | 710.5929	Hex1Cer(d36:1)	Hex1Cer(d36:1)+H-H2O	Hex1Cer	710.5929305	12	12	1	1	0.1836111454030417	TRUE	TRUE	TRUE	TRUE
Hex1Cer(d38:1) | Hex1Cer(d38:1)+H-H2O | 738.6242	Hex1Cer(d38:1)	Hex1Cer(d38:1)+H-H2O	Hex1Cer	738.6242305	12	12	1	1	0.06796965178868074	TRUE	TRUE	TRUE	TRUE
Hex1Cer(d38:1) | Hex1Cer(d38:1)+HCOO | 800.6257	Hex1Cer(d38:1)	Hex1Cer(d38:1)+HCOO	Hex1Cer	800.6257225	12	12	1	1	0.438221198012862	TRUE	TRUE	TRUE	TRUE
Hex1Cer(d39:1) | Hex1Cer(d39:1)+HCOO | 814.6414	Hex1Cer(d39:1)	Hex1Cer(d39:1)+HCOO	Hex1Cer	814.6413725	12	12	1	1	0.02418717166700545	TRUE	TRUE	TRUE	TRUE
Hex1Cer(d40:1) | Hex1Cer(d40:1)+H-H2O | 766.6555	Hex1Cer(d40:1)	Hex1Cer(d40:1)+H-H2O	Hex1Cer	766.6555305	24	24	1	1	0.37607200834207094	TRUE	TRUE	TRUE	TRUE
Hex1Cer(d40:2) | Hex1Cer(d40:2)+HCOO | 826.6414	Hex1Cer(d40:2)	Hex1Cer(d40:2)+HCOO	Hex1Cer	826.6413725	33	33	1	1	0.14232779595717815	TRUE	TRUE	TRUE	TRUE
Hex1Cer(d40:4) | Hex1Cer(d40:4)+HCOO | 822.6101	Hex1Cer(d40:4)	Hex1Cer(d40:4)+HCOO	Hex1Cer	822.6100725	12	12	1	1	0.00888238958842492	TRUE	TRUE	FALSE	FALSE
Hex1Cer(d40:5) | Hex1Cer(d40:5)+HCOO | 820.5944	Hex1Cer(d40:5)	Hex1Cer(d40:5)+HCOO	Hex1Cer	820.5944225	12	12	1	1	0.0206959107373692	TRUE	TRUE	TRUE	TRUE
Hex1Cer(d41:1) | Hex1Cer(d41:1)+H-H2O | 780.6712	Hex1Cer(d41:1)	Hex1Cer(d41:1)+H-H2O	Hex1Cer	780.6711805	24	24	1	1	1.1802205246699875	TRUE	TRUE	TRUE	TRUE
Hex1Cer(d41:2) | Hex1Cer(d41:2)+H-H2O | 778.6555	Hex1Cer(d41:2)	Hex1Cer(d41:2)+H-H2O	Hex1Cer	778.6555305	12	12	1	1	0.01111107723887726	TRUE	TRUE	TRUE	TRUE
Hex1Cer(d41:2) | Hex1Cer(d41:2)+HCOO | 840.6570	Hex1Cer(d41:2)	Hex1Cer(d41:2)+HCOO	Hex1Cer	840.6570225300001	9	9	1	1	0.02806408751836986	TRUE	TRUE	TRUE	TRUE
Hex1Cer(d42:1) | Hex1Cer(d42:1)+H-H2O | 794.6868	Hex1Cer(d42:1)	Hex1Cer(d42:1)+H-H2O	Hex1Cer	794.6868305	24	24	1	1	0.9185827412291488	TRUE	TRUE	TRUE	TRUE
Hex1Cer(d42:2) | Hex1Cer(d42:2)+H-H2O | 792.6712	Hex1Cer(d42:2)	Hex1Cer(d42:2)+H-H2O	Hex1Cer	792.6711805	12	12	1	1	0.00576810171657994	TRUE	TRUE	FALSE	FALSE
Hex1Cer(d42:2) | Hex1Cer(d42:2)+HCOO | 854.6727	Hex1Cer(d42:2)	Hex1Cer(d42:2)+HCOO	Hex1Cer	854.6726725299999	9	9	1	1	2.569149547005282	TRUE	TRUE	TRUE	TRUE
Hex1Cer(d42:2) | Hex1Cer(d42:2)+Na | 832.6637	Hex1Cer(d42:2)	Hex1Cer(d42:2)+Na	Hex1Cer	832.6636905	12	12	1	1	0.16750274348236036	TRUE	TRUE	TRUE	TRUE
Hex1Cer(d42:4) | Hex1Cer(d42:4)+HCOO | 850.6414	Hex1Cer(d42:4)	Hex1Cer(d42:4)+HCOO	Hex1Cer	850.6413725	12	12	1	1	0.03715715585441732	TRUE	TRUE	TRUE	TRUE
Hex1Cer(d43:1) | Hex1Cer(d43:1)+H-H2O | 808.7025	Hex1Cer(d43:1)	Hex1Cer(d43:1)+H-H2O	Hex1Cer	808.7024805	24	24	1	1	2.2573512925582686	TRUE	TRUE	TRUE	TRUE
Hex1Cer(d43:2) | Hex1Cer(d43:2)+H-H2O | 806.6868	Hex1Cer(d43:2)	Hex1Cer(d43:2)+H-H2O	Hex1Cer	806.6868305	12	12	1	1	0.02103113222776122	TRUE	TRUE	TRUE	TRUE
Hex1Cer(d43:2) | Hex1Cer(d43:2)+HCOO | 868.6883	Hex1Cer(d43:2)	Hex1Cer(d43:2)+HCOO	Hex1Cer	868.6883225299999	21	21	1	1	0.1542795865051081	TRUE	TRUE	TRUE	TRUE
Hex1Cer(d44:1) | Hex1Cer(d44:1)+H-H2O | 822.7181	Hex1Cer(d44:1)	Hex1Cer(d44:1)+H-H2O	Hex1Cer	822.7181305	12	12	1	1	0.02494392275335813	TRUE	TRUE	TRUE	TRUE
Hex1Cer(d44:2) | Hex1Cer(d44:2)+H-H2O | 820.7025	Hex1Cer(d44:2)	Hex1Cer(d44:2)+H-H2O	Hex1Cer	820.7024805	24	24	1	1	0.4323080191223203	TRUE	TRUE	TRUE	TRUE
Hex1Cer(d44:3) | Hex1Cer(d44:3)+HCOO | 880.6883	Hex1Cer(d44:3)	Hex1Cer(d44:3)+HCOO	Hex1Cer	880.6883225	24	24	1	1	0.501138258904051	TRUE	TRUE	TRUE	TRUE
Hex1Cer(m18:0_22:4) | Hex1Cer(m18:0_22:4)+HCOO | 806.6152	Hex1Cer(m18:0_22:4)	Hex1Cer(m18:0_22:4)+HCOO	Hex1Cer	806.6151575299999	9	9	1	1	52.22342316848537	TRUE	TRUE	TRUE	TRUE
Hex1Cer(t16:0_20:4) | Hex1Cer(t16:0_20:4)+HCOO | 782.5424	Hex1Cer(t16:0_20:4)	Hex1Cer(t16:0_20:4)+HCOO	Hex1Cer	782.5423875299999	9	9	1	1	0.8334348799629968	TRUE	TRUE	TRUE	TRUE
Hex1Cer(t16:0_22:4) | Hex1Cer(t16:0_22:4)-H | 764.5682	Hex1Cer(t16:0_22:4)	Hex1Cer(t16:0_22:4)-H	Hex1Cer	764.5682075	12	12	1	1	0.02008706224083289	TRUE	TRUE	TRUE	TRUE
Hex1Cer(t16:0_24:4)-H | Hex1Cer(t16:0_24:4)-H | 792.5995	Hex1Cer(t16:0_24:4)-H	Hex1Cer(t16:0_24:4)-H	Hex1Cer	792.5995075299999	9	9	1	1	0.4668038823582137	TRUE	TRUE	TRUE	TRUE
Hex1Cer(t16:1_22:4) | Hex1Cer(t16:1_22:4)+HCOO | 808.5580	Hex1Cer(t16:1_22:4)	Hex1Cer(t16:1_22:4)+HCOO	Hex1Cer	808.5580375	9	9	1	1	0.215063030543527	TRUE	TRUE	TRUE	TRUE
Hex1Cer(t17:1_22:5) | Hex1Cer(t17:1_22:5)+HCOO | 820.5580	Hex1Cer(t17:1_22:5)	Hex1Cer(t17:1_22:5)+HCOO	Hex1Cer	820.5580375	33	33	1	1	0.3783826468811975	TRUE	TRUE	TRUE	TRUE
Hex1Cer(t18:0_20:4) | Hex1Cer(t18:0_20:4)+HCOO | 810.5737	Hex1Cer(t18:0_20:4)	Hex1Cer(t18:0_20:4)+HCOO	Hex1Cer	810.5736875	12	12	1	1	0.01511847905695383	TRUE	TRUE	TRUE	TRUE
Hex1Cer(t18:0_22:0) | Hex1Cer(t18:0_22:0)+H-H2O | 784.6661	Hex1Cer(t18:0_22:0)	Hex1Cer(t18:0_22:0)+H-H2O	Hex1Cer	784.6660955	12	12	1	1	0.00443115910120085	TRUE	TRUE	FALSE	FALSE
Hex1Cer(t18:0_22:4) | Hex1Cer(t18:0_22:4)+HCOO | 838.6050	Hex1Cer(t18:0_22:4)	Hex1Cer(t18:0_22:4)+HCOO	Hex1Cer	838.6049875	12	12	1	1	0.39765550849510095	TRUE	TRUE	TRUE	TRUE
Hex1Cer(t18:0_23:0) | Hex1Cer(t18:0_23:0)+H-H2O | 798.6817	Hex1Cer(t18:0_23:0)	Hex1Cer(t18:0_23:0)+H-H2O	Hex1Cer	798.6817455	12	12	1	1	0.00434375741131082	TRUE	TRUE	FALSE	FALSE
Hex1Cer(t18:0_23:4) | Hex1Cer(t18:0_23:4)+H-H2O | 790.6191	Hex1Cer(t18:0_23:4)	Hex1Cer(t18:0_23:4)+H-H2O	Hex1Cer	790.6191455	24	24	1	1	0.05222530287600711	TRUE	TRUE	TRUE	TRUE
Hex1Cer(t18:0_24:0) | Hex1Cer(t18:0_24:0)+H-H2O | 812.6974	Hex1Cer(t18:0_24:0)	Hex1Cer(t18:0_24:0)+H-H2O	Hex1Cer	812.6973955	12	12	1	1	0.5960981923469609	TRUE	TRUE	TRUE	TRUE
Hex1Cer(t18:0_24:1) | Hex1Cer(t18:0_24:1)+H-H2O | 810.6817	Hex1Cer(t18:0_24:1)	Hex1Cer(t18:0_24:1)+H-H2O	Hex1Cer	810.6817455	24	24	1	1	0.22981367527390137	TRUE	TRUE	TRUE	TRUE
Hex1Cer(t18:0_25:0) | Hex1Cer(t18:0_25:0)+H-H2O | 826.7130	Hex1Cer(t18:0_25:0)	Hex1Cer(t18:0_25:0)+H-H2O	Hex1Cer	826.7130455	12	12	1	1	0.00825708714928934	TRUE	TRUE	FALSE	FALSE
Hex1Cer(t41:2) | Hex1Cer(t41:2)-H | 810.6465	Hex1Cer(t41:2)	Hex1Cer(t41:2)-H	Hex1Cer	810.6464575	12	12	1	1	0.01461565139851515	TRUE	TRUE	TRUE	TRUE
Hex1Cer(t42:1) | Hex1Cer(t42:1)+HCOO | 872.6832	Hex1Cer(t42:1)	Hex1Cer(t42:1)+HCOO	Hex1Cer	872.6832375299999	21	21	1	1	0.2670292838913937	TRUE	TRUE	TRUE	TRUE
Hex1Cer(t44:4) | Hex1Cer(t44:4)+H-H2O | 832.6661	Hex1Cer(t44:4)	Hex1Cer(t44:4)+H-H2O	Hex1Cer	832.6660955	12	12	1	1	0.05244482024470467	TRUE	TRUE	TRUE	TRUE
Hex2Cer(d14:1_20:4) | Hex2Cer(d14:1_20:4)+HCOO | 898.5533	Hex2Cer(d14:1_20:4)	Hex2Cer(d14:1_20:4)+HCOO	Hex2Cer	898.5533475	9	9	1	1	0.037953929122912	TRUE	TRUE	TRUE	TRUE
Hex2Cer(d14:1_22:5) | Hex2Cer(d14:1_22:5)+HCOO | 924.5690	Hex2Cer(d14:1_22:5)	Hex2Cer(d14:1_22:5)+HCOO	Hex2Cer	924.5689975	9	9	1	1	0.0417113518394078	TRUE	TRUE	TRUE	TRUE
Hex2Cer(d14:1_22:6) | Hex2Cer(d14:1_22:6)+HCOO | 922.5533	Hex2Cer(d14:1_22:6)	Hex2Cer(d14:1_22:6)+HCOO	Hex2Cer	922.5533475	9	9	1	1	0.03636715110164922	TRUE	TRUE	TRUE	TRUE
Hex2Cer(d16:1_20:4) | Hex2Cer(d16:1_20:4)+HCOO | 926.5846	Hex2Cer(d16:1_20:4)	Hex2Cer(d16:1_20:4)+HCOO	Hex2Cer	926.5846475	9	9	1	1	0.02014177074711778	TRUE	TRUE	TRUE	TRUE
Hex2Cer(d18:1_16:0) | Hex2Cer(d18:1_16:0)+H | 862.6250	Hex2Cer(d18:1_16:0)	Hex2Cer(d18:1_16:0)+H	Hex2Cer	862.6250204700001	33	33	1	1	0.35566738088945454	TRUE	TRUE	TRUE	TRUE
Hex2Cer(d18:1_16:0) | Hex2Cer(d18:1_16:0)+HCOO | 906.6159	Hex2Cer(d18:1_16:0)	Hex2Cer(d18:1_16:0)+HCOO	Hex2Cer	906.6159475	9	9	1	1	0.00668302050301666	TRUE	TRUE	FALSE	FALSE
Hex2Cer(d18:1_16:0)-H | Hex2Cer(d18:1_16:0)-H | 860.6105	Hex2Cer(d18:1_16:0)-H	Hex2Cer(d18:1_16:0)-H	Hex2Cer	860.6104675299999	9	9	1	1	0.00852614658150509	TRUE	TRUE	FALSE	FALSE
Hex2Cer(d18:1_20:0) | Hex2Cer(d18:1_20:0)+H | 918.6876	Hex2Cer(d18:1_20:0)	Hex2Cer(d18:1_20:0)+H	Hex2Cer	918.6876205	12	12	1	1	0.03419142104170184	TRUE	TRUE	TRUE	TRUE
Hex2Cer(d18:1_22:0) | Hex2Cer(d18:1_22:0)+H | 946.7189	Hex2Cer(d18:1_22:0)	Hex2Cer(d18:1_22:0)+H	Hex2Cer	946.7189205	24	24	1	1	1.068774778550342	TRUE	TRUE	TRUE	TRUE
Hex2Cer(d18:1_22:0)-H | Hex2Cer(d18:1_22:0)-H | 944.7044	Hex2Cer(d18:1_22:0)-H	Hex2Cer(d18:1_22:0)-H	Hex2Cer	944.7043675	9	9	1	1	0.30074931936834054	TRUE	TRUE	TRUE	TRUE
Hex2Cer(d18:1_22:1) | Hex2Cer(d18:1_22:1)+H | 944.7033	Hex2Cer(d18:1_22:1)	Hex2Cer(d18:1_22:1)+H	Hex2Cer	944.7032705	12	12	1	1	0.06063515643129447	TRUE	TRUE	TRUE	TRUE
Hex2Cer(d18:1_23:0) | Hex2Cer(d18:1_23:0)+H | 960.7346	Hex2Cer(d18:1_23:0)	Hex2Cer(d18:1_23:0)+H	Hex2Cer	960.7345705	24	24	1	1	1.1521462613086069	TRUE	TRUE	TRUE	TRUE
Hex2Cer(d18:1_23:1) | Hex2Cer(d18:1_23:1)+H | 958.7189	Hex2Cer(d18:1_23:1)	Hex2Cer(d18:1_23:1)+H	Hex2Cer	958.7189205	24	24	1	1	21.059424570540592	TRUE	TRUE	TRUE	TRUE
Hex2Cer(d18:1_24:0) | Hex2Cer(d18:1_24:0)+H | 974.7502	Hex2Cer(d18:1_24:0)	Hex2Cer(d18:1_24:0)+H	Hex2Cer	974.7502205	24	24	1	1	1.083472515334952	TRUE	TRUE	TRUE	TRUE
Hex2Cer(d18:1_24:0) | Hex2Cer(d18:1_24:0)+HCOO | 1018.7411	Hex2Cer(d18:1_24:0)	Hex2Cer(d18:1_24:0)+HCOO	Hex2Cer	1018.741148	9	9	1	1	0.5008863576580901	TRUE	TRUE	TRUE	TRUE
Hex2Cer(d18:1_24:0)-H | Hex2Cer(d18:1_24:0)-H | 972.7357	Hex2Cer(d18:1_24:0)-H	Hex2Cer(d18:1_24:0)-H	Hex2Cer	972.7356675	9	9	1	1	0.5016344071072095	TRUE	TRUE	TRUE	TRUE
Hex2Cer(d18:1_24:1) | Hex2Cer(d18:1_24:1)+H | 972.7346	Hex2Cer(d18:1_24:1)	Hex2Cer(d18:1_24:1)+H	Hex2Cer	972.7345705	24	24	1	1	0.1457689768468639	TRUE	TRUE	TRUE	TRUE
Hex2Cer(d18:1_24:1)-H | Hex2Cer(d18:1_24:1)-H | 970.7200	Hex2Cer(d18:1_24:1)-H	Hex2Cer(d18:1_24:1)-H	Hex2Cer	970.7200175	9	9	1	1	0.01117204815175134	TRUE	TRUE	TRUE	TRUE
Hex2Cer(d18:1_24:2) | Hex2Cer(d18:1_24:2)+H | 970.7189	Hex2Cer(d18:1_24:2)	Hex2Cer(d18:1_24:2)+H	Hex2Cer	970.7189205	12	12	1	1	0.01492889918854379	TRUE	TRUE	TRUE	TRUE
Hex2Cer(d18:1_24:2) | Hex2Cer(d18:1_24:2)-H | 968.7044	Hex2Cer(d18:1_24:2)	Hex2Cer(d18:1_24:2)-H	Hex2Cer	968.7043675	12	12	1	1	0.11229206844737064	TRUE	TRUE	TRUE	TRUE
Hex2Cer(d18:1_24:2)-H | Hex2Cer(d18:1_24:2)-H | 968.7044	Hex2Cer(d18:1_24:2)-H	Hex2Cer(d18:1_24:2)-H	Hex2Cer	968.7043675	9	9	1	1	0.01877084474929964	TRUE	TRUE	TRUE	TRUE
Hex2Cer(d18:1_25:0) | Hex2Cer(d18:1_25:0)+H | 988.7659	Hex2Cer(d18:1_25:0)	Hex2Cer(d18:1_25:0)+H	Hex2Cer	988.7658705	12	12	1	1	0.01596431361175537	TRUE	TRUE	TRUE	TRUE
Hex2Cer(d18:1_25:1) | Hex2Cer(d18:1_25:1)+H | 986.7502	Hex2Cer(d18:1_25:1)	Hex2Cer(d18:1_25:1)+H	Hex2Cer	986.7502205	12	12	1	1	0.08720235125213448	TRUE	TRUE	TRUE	TRUE
Hex2Cer(d18:1_26:0) | Hex2Cer(d18:1_26:0)+H | 1002.7815	Hex2Cer(d18:1_26:0)	Hex2Cer(d18:1_26:0)+H	Hex2Cer	1002.78152	12	12	1	1	0.064806611593349	TRUE	TRUE	TRUE	TRUE
Hex2Cer(d18:1_26:1) | Hex2Cer(d18:1_26:1)+H | 1000.7659	Hex2Cer(d18:1_26:1)	Hex2Cer(d18:1_26:1)+H	Hex2Cer	1000.76587	12	12	1	1	0.02666560025242753	TRUE	TRUE	TRUE	TRUE
Hex2Cer(d18:1_26:2) | Hex2Cer(d18:1_26:2)+H | 998.7502	Hex2Cer(d18:1_26:2)	Hex2Cer(d18:1_26:2)+H	Hex2Cer	998.7502205	24	24	1	1	1.4316229212209075	TRUE	TRUE	TRUE	TRUE
Hex2Cer(d34:1) | Hex2Cer(d34:1)+H-H2O | 844.6145	Hex2Cer(d34:1)	Hex2Cer(d34:1)+H-H2O	Hex2Cer	844.6144555	12	12	1	1	0.5230340861825375	TRUE	TRUE	TRUE	TRUE
Hex2Cer(d34:1) | Hex2Cer(d34:1)+HCOO | 906.6159	Hex2Cer(d34:1)	Hex2Cer(d34:1)+HCOO	Hex2Cer	906.6159475	12	12	1	1	0.01564022913311893	TRUE	TRUE	TRUE	TRUE
Hex2Cer(d36:1) | Hex2Cer(d36:1)+HCOO | 934.6472	Hex2Cer(d36:1)	Hex2Cer(d36:1)+HCOO	Hex2Cer	934.6472475	12	12	1	1	0.0584423422989577	TRUE	TRUE	TRUE	TRUE
Hex2Cer(d38:1) | Hex2Cer(d38:1)+HCOO | 962.6785	Hex2Cer(d38:1)	Hex2Cer(d38:1)+HCOO	Hex2Cer	962.6785475	12	12	1	1	0.01801133495349137	TRUE	TRUE	TRUE	TRUE
Hex2Cer(d40:1) | Hex2Cer(d40:1)+H-H2O | 928.7084	Hex2Cer(d40:1)	Hex2Cer(d40:1)+H-H2O	Hex2Cer	928.7083555	12	12	1	1	0.5922514928225017	TRUE	TRUE	TRUE	TRUE
