feature_id	lipidName	LipidIon	Class	CalcMz	n_samples_total	n_non_na_global	detect_rate_global	min_detect_rate_group	var_log	pass_global	pass_group	pass_var	keep_feature	n_batches_qc	any_keep_for_corr	qc_mean_median	qc_cv_median	qc_sn_median_median	qc_rt_sd_median
CL(68:7) | CL(68:7)-H | 1393.9180	CL(68:7)	CL(68:7)-H	CL	1393.918005	10	10	1	1	1.4522102679556346	TRUE	TRUE	TRUE	TRUE	1	FALSE	838505.279	0.1219698030333294	1.455220354	0.02318045153428456
CL(69:1) | CL(69:1)-H | 1420.0276	CL(69:1)	CL(69:1)-H	CL	1420.027555	10	10	1	1	0.28168272217045814	TRUE	TRUE	TRUE	TRUE	1	TRUE	4235610.515666666	0.03342293641983993	41.47621932	0.02098412098071665
CL(69:5) | CL(69:5)-H | 1411.9650	CL(69:5)	CL(69:5)-H	CL	1411.964955	10	10	1	1	0.3705285241152253	TRUE	TRUE	TRUE	TRUE	1	FALSE	2845598.4013333335	0.178494129468934	3.492323621	0.01327905619136121
CL(69:6) | CL(69:6)-H | 1409.9493	CL(69:6)	CL(69:6)-H	CL	1409.949305	22	22	1	1	0.7048491394362821	TRUE	TRUE	TRUE	TRUE	2	FALSE	1114330.5649958332	0.25339055257393794	20658.5230158485	0.02062954030745473
CL(70:1) | CL(70:1)-H | 1434.0432	CL(70:1)	CL(70:1)-H	CL	1434.043205	10	10	1	1	0.07891102546829552	TRUE	TRUE	TRUE	TRUE	1	TRUE	1964798.764	0.17938824623990254	14.967322	0.00945163125250536
CL(70:2)-2H | CL(70:2)-2H | 715.5101	CL(70:2)-2H	CL(70:2)-2H	CL	715.5101390299999	9	9	1	1	0.0128363372507624	TRUE	TRUE	FALSE	FALSE	1	FALSE	153687445.4	NA	17709866	NA
CL(70:3)-2H | CL(70:3)-2H | 714.5023	CL(70:3)-2H	CL(70:3)-2H	CL	714.5023140299999	9	9	1	1	0.02053909676775393	TRUE	TRUE	TRUE	TRUE	1	FALSE	311022825.8	NA	46.77926751449448	NA
CL(70:4) | CL(70:4)+Na | 1451.9928	CL(70:4)	CL(70:4)+Na	CL	1451.992752	10	10	1	1	0.6792848419887654	TRUE	TRUE	TRUE	TRUE	1	FALSE	121766666.66666669	0.641055814250777	55.67984467	0.02968725877094958
CL(70:5) | CL(70:5)+Na | 1449.9771	CL(70:5)	CL(70:5)+Na	CL	1449.977102	22	22	1	1	0.8436892001630799	TRUE	TRUE	TRUE	TRUE	2	TRUE	84666666.66666667	0.27278932803304445	13.7214688755	0.011037500108862794
CL(70:6) | CL(70:6)+H | 1425.9795	CL(70:6)	CL(70:6)+H	CL	1425.979507	22	22	1	1	0.19255369219373017	TRUE	TRUE	TRUE	TRUE	2	FALSE	33195833.333333332	0.18090849698644507	3.1838823762499997	0.021720216975510315
CL(70:7)-2H | CL(70:7)-2H | 710.4710	CL(70:7)-2H	CL(70:7)-2H	CL	710.4710140299999	9	9	1	1	0.03974225433147187	TRUE	TRUE	TRUE	TRUE	1	FALSE	8136986.752	NA	1112698	NA
CL(71:0) | CL(71:0)-2H | 724.5336	CL(71:0)	CL(71:0)-2H	CL	724.53361399999994	12	12	1	1	0.01423395903289119	TRUE	TRUE	TRUE	TRUE	1	TRUE	28850000	0.01909036584847869	2694142.5	NA
CL(71:4) | CL(71:4)+H | 1444.0265	CL(71:4)	CL(71:4)+H	CL	1444.026457	10	10	1	1	45.6050877778484	TRUE	TRUE	TRUE	TRUE	1	FALSE	4826967.951333334	0.36423233304225294	1.861660553	0.00230940107675927
CL(71:4) | CL(71:4)-2H | 720.5023	CL(71:4)	CL(71:4)-2H	CL	720.502314	12	12	1	1	0.00398939859547589	TRUE	TRUE	FALSE	FALSE	1	TRUE	324250000	0.04478942270294413	190.0551389	0.00509901951359297
CL(71:6) | CL(71:6)-2H | 718.4867	CL(71:6)	CL(71:6)-2H	CL	718.486664	12	12	1	1	0.0975891880631758	TRUE	TRUE	TRUE	TRUE	1	TRUE	4277216.29325	0.2602356497064785	11.075362945	NA
CL(71:8) | CL(71:8)-H | 1433.9493	CL(71:8)	CL(71:8)-H	CL	1433.949305	10	10	1	1	1.1346783490411227	TRUE	TRUE	TRUE	TRUE	1	TRUE	315968.2316666667	0.1602614971743595	36765.05	0.04313930922024525
CL(72:1) | CL(72:1)-H | 1462.0745	CL(72:1)	CL(72:1)-H	CL	1462.074505	34	34	1	1	14.041560511147518	TRUE	TRUE	TRUE	TRUE	3	TRUE	2317840.2963333335	0.15026393632723026	161620.03	0.007989416501323815
CL(72:1)-2H | CL(72:1)-2H | 730.5336	CL(72:1)-2H	CL(72:1)-2H	CL	730.5336140299999	9	9	1	1	0.06607818493950901	TRUE	TRUE	TRUE	TRUE	1	FALSE	25622418.85	NA	4.742176833281401	NA
CL(72:3)-2H | CL(72:3)-2H | 728.5180	CL(72:3)-2H	CL(72:3)-2H	CL	728.5179640299999	9	9	1	1	0.28082712127212245	TRUE	TRUE	TRUE	TRUE	1	FALSE	11935498.62	NA	2.063295354368565	NA
CL(72:4) | CL(72:4)+Na | 1480.0241	CL(72:4)	CL(72:4)+Na	CL	1480.024052	10	10	1	1	3.5839123728680935	TRUE	TRUE	TRUE	TRUE	1	FALSE	56300000	0.39572181569996506	25.38258676	0.05103266927501691
CL(72:5) | CL(72:5)+Na | 1478.0084	CL(72:5)	CL(72:5)+Na	CL	1478.008402	22	22	1	1	0.6678126368239363	TRUE	TRUE	TRUE	TRUE	2	FALSE	101808333.33333334	0.3459142543631013	30.23741504425	0.05644619551954066
CL(72:6) | CL(72:6)+H | 1454.0108	CL(72:6)	CL(72:6)+H	CL	1454.0108074699997	19	19	1	1	36.33607967160248	TRUE	TRUE	TRUE	TRUE	2	TRUE	56624524.45833333	0.29191319492454504	16.4081534251586	0.02602562839459062
CL(72:7) | CL(72:7)-H | 1449.9806	CL(72:7)	CL(72:7)-H	CL	1449.980605	10	10	1	1	0.3999729132453113	TRUE	TRUE	TRUE	TRUE	1	FALSE	11567909.783	0.5578008763335055	3.838225452	0.01422439219556777
CL(72:7)-2H | CL(72:7)-2H | 724.4867	CL(72:7)-2H	CL(72:7)-2H	CL	724.4866640299999	9	9	1	1	108.39250239038954	TRUE	TRUE	TRUE	TRUE	1	FALSE	2145584.183	NA	0.8435967532501948	NA
CL(72:8) | CL(72:8)+H | 1449.9795	CL(72:8)	CL(72:8)+H	CL	1449.9795074699998	9	9	1	1	82.83874624518472	TRUE	TRUE	TRUE	TRUE	1	FALSE	939417.4488	NA	0	NA
CL(73:1) | CL(73:1)-2H | 737.5414	CL(73:1)	CL(73:1)-2H	CL	737.541439	12	12	1	1	0.01915014786335963	TRUE	TRUE	TRUE	TRUE	1	FALSE	204500000	0.03001133274575708	3.4780406765	0.01209338662244779
CL(73:1) | CL(73:1)-H | 1476.0902	CL(73:1)	CL(73:1)-H	CL	1476.090155	10	10	1	1	0.02507473971845977	TRUE	TRUE	TRUE	TRUE	1	FALSE	31433333.333333332	0.00662247931961654	8.494195847	0.01299999999999949
CL(73:2) | CL(73:2)-H | 1474.0745	CL(73:2)	CL(73:2)-H	CL	1474.074505	10	10	1	1	0.15727666845449115	TRUE	TRUE	TRUE	TRUE	1	TRUE	2688651.8426666665	0.09753681126678032	11.29592707	0.00873689494805394
CL(73:3) | CL(73:3)+ | 1496.0554	CL(73:3)	CL(73:3)+	CL	1496.055352	9	9	1	1	11.06381255497444	TRUE	TRUE	TRUE	TRUE	1	FALSE	65684833.57	NA	23.26011820081656	NA
CL(73:3) | CL(73:3)+Na | 1496.0554	CL(73:3)	CL(73:3)+Na	CL	1496.055352	10	10	1	1	1.2259718236947073	TRUE	TRUE	TRUE	TRUE	1	FALSE	21366666.666666668	0.7130850529984766	11.75081725	0.03308070938376908
CL(73:4) | CL(73:4)+Na | 1494.0397	CL(73:4)	CL(73:4)+Na	CL	1494.039702	12	12	1	1	0.02046447291806618	TRUE	TRUE	TRUE	TRUE	1	TRUE	55100000	0.09355595122673108	18.350832065	0.02125245083906
CL(73:4) | CL(73:4)-H | 1470.0432	CL(73:4)	CL(73:4)-H	CL	1470.043205	10	10	1	1	0.03335556919719024	TRUE	TRUE	TRUE	TRUE	1	TRUE	16433333.333333334	0.04051720964591922	1994734.13	0.00984885780179533
CL(73:5) | CL(73:5)-H | 1468.0276	CL(73:5)	CL(73:5)-H	CL	1468.027555	22	22	1	1	0.1080410901920232	TRUE	TRUE	TRUE	TRUE	2	TRUE	7854976.070375	0.06469437144626589	18.84778742	0.020047369072296855
CL(73:6) | CL(73:6)-H | 1466.0119	CL(73:6)	CL(73:6)-H	CL	1466.011905	10	10	1	1	0.895277770808415	TRUE	TRUE	TRUE	TRUE	1	FALSE	1809584.5563333333	0.2334589021384005	2.833119252	0.0312143129562925
CL(73:7) | CL(73:7)-H | 1463.9963	CL(73:7)	CL(73:7)-H	CL	1463.996255	10	10	1	1	0.49119178728761426	TRUE	TRUE	TRUE	TRUE	1	FALSE	2138121.456333333	0.3724024300588103	1.7722041609999999	0.04201587001756977
CL(73:9) | CL(73:9)-H | 1459.9650	CL(73:9)	CL(73:9)-H	CL	1459.964955	10	10	1	1	0.9184881488618156	TRUE	TRUE	TRUE	TRUE	1	FALSE	480771.9248	0.5515406574331178	0.579794431	0.02426932219902182
CL(74:0) | CL(74:0)-2H | 745.5571	CL(74:0)	CL(74:0)-2H	CL	745.557089	12	12	1	1	0.01311344800524439	TRUE	TRUE	FALSE	FALSE	1	TRUE	37925000	0.08867265513062962	1442246.87021997	NA
CL(74:1)-2H | CL(74:1)-2H | 744.5493	CL(74:1)-2H	CL(74:1)-2H	CL	744.5492640299999	9	9	1	1	0.2782314584488806	TRUE	TRUE	TRUE	TRUE	1	FALSE	563739263.1	NA	179.97884766178734	NA
CL(74:1)-H | CL(74:1)-H | 1490.1058	CL(74:1)-H	CL(74:1)-H	CL	1490.105805	9	9	1	1	0.13082492325892237	TRUE	TRUE	TRUE	TRUE	1	FALSE	16284623.29	NA	1.597106518906449	NA
CL(74:12) | CL(74:12)-H | 1467.9337	CL(74:12)	CL(74:12)-H	CL	1467.933655	10	10	1	1	36.22437822742587	TRUE	TRUE	TRUE	TRUE	1	FALSE	600171.9033333333	0.3420974336101823	2.733505707	0.03150132272355078
CL(74:2) | CL(74:2)-2H | 743.5414	CL(74:2)	CL(74:2)-2H	CL	743.541439	12	12	1	1	0.0175315045189369	TRUE	TRUE	TRUE	TRUE	1	TRUE	176000000	0.09575170196791316	48.447021285000005	0.01774589154330269
CL(74:2) | CL(74:2)-H | 1488.0902	CL(74:2)	CL(74:2)-H	CL	1488.090155	22	22	1	1	19.735432086553832	TRUE	TRUE	TRUE	TRUE	2	TRUE	2572256.98275	0.11669060012418145	37420.06882140425	0.0043588989435407
CL(74:2)-2H | CL(74:2)-2H | 743.5414	CL(74:2)-2H	CL(74:2)-2H	CL	743.5414390299999	9	9	1	1	0.04265361626820178	TRUE	TRUE	TRUE	TRUE	1	FALSE	182535762.3	NA	5.581985748693538	NA
CL(74:3) | CL(74:3)-H | 1486.0745	CL(74:3)	CL(74:3)-H	CL	1486.074505	10	10	1	1	0.06770958279381006	TRUE	TRUE	TRUE	TRUE	1	FALSE	331660.87066666665	0.1565956718818662	1.791842191	0.01374772708486804
CL(74:3)-H | CL(74:3)-H | 1486.0745	CL(74:3)-H	CL(74:3)-H	CL	1486.074505	9	9	1	1	0.02660614993369434	TRUE	TRUE	TRUE	TRUE	1	FALSE	18599083.02	NA	9.495501263269215	NA
CL(74:4) | CL(74:4)-H | 1484.0589	CL(74:4)	CL(74:4)-H	CL	1484.058855	10	10	1	1	0.05367637785316902	TRUE	TRUE	TRUE	TRUE	1	FALSE	3163367.4546666667	0.243970662517438	1.370941749	0.02214347157365666
CL(74:5)-2H | CL(74:5)-2H | 740.5180	CL(74:5)-2H	CL(74:5)-2H	CL	740.5179640299999	9	9	1	1	0.01480809725639797	TRUE	TRUE	TRUE	TRUE	1	FALSE	123346616.3	NA	11355008	NA
CL(74:6) | CL(74:6)+Na | 1504.0241	CL(74:6)	CL(74:6)+Na	CL	1504.024052	10	10	1	1	4.615532702942366	TRUE	TRUE	TRUE	TRUE	1	FALSE	20400000	0.1424101867287642	2.271112191	0.02797022226106418
CL(74:7) | CL(74:7)+H | 1480.0265	CL(74:7)	CL(74:7)+H	CL	1480.026457	10	10	1	1	0.19622297133149577	TRUE	TRUE	TRUE	TRUE	1	TRUE	33266666.666666668	0.0534642147172509	304.9237942	0.00378593889720011
CL(74:7)-2H | CL(74:7)-2H | 738.5023	CL(74:7)-2H	CL(74:7)-2H	CL	738.5023140299999	9	9	1	1	0.19060202931562692	TRUE	TRUE	TRUE	TRUE	1	FALSE	13240958	NA	3.316145779257748	NA
CL(74:8) | CL(74:8)-H | 1475.9963	CL(74:8)	CL(74:8)-H	CL	1475.996255	10	10	1	1	30.352695478323508	TRUE	TRUE	TRUE	TRUE	1	TRUE	303104.8456666667	0.0898118153316455	44880.59	0.01350308606701989
CL(74:9)-2H | CL(74:9)-2H | 736.4867	CL(74:9)-2H	CL(74:9)-2H	CL	736.4866640299999	9	9	1	1	0.6319700897838153	TRUE	TRUE	TRUE	TRUE	1	FALSE	45155882.41	NA	12.21768447810659	NA
CL(75:2) | CL(75:2)-H | 1502.1058	CL(75:2)	CL(75:2)-H	CL	1502.105805	34	34	1	1	0.07494355419528843	TRUE	TRUE	TRUE	TRUE	3	TRUE	19050000	0.02164359908460714	6.995196041	0.019723819229583474
CL(75:2)-H | CL(75:2)-H | 1502.1058	CL(75:2)-H	CL(75:2)-H	CL	1502.105805	9	9	1	1	0.19403822144238755	TRUE	TRUE	TRUE	TRUE	1	FALSE	8677289.177	NA	0.787406577	NA
CL(75:3) | CL(75:3)-H | 1500.0902	CL(75:3)	CL(75:3)-H	CL	1500.090155	10	10	1	1	0.02703834575520283	TRUE	TRUE	TRUE	TRUE	1	FALSE	22266666.666666668	0.03430071627960958	1.199378072	0.01594783161854084
CL(75:3)-H | CL(75:3)-H | 1500.0902	CL(75:3)-H	CL(75:3)-H	CL	1500.090155	9	9	1	1	0.04900896026365636	TRUE	TRUE	TRUE	TRUE	1	FALSE	11448052.63	NA	0.42833051194552374	NA
CL(75:4) | CL(75:4)-H | 1498.0745	CL(75:4)	CL(75:4)-H	CL	1498.074505	22	22	1	1	18.511577175281076	TRUE	TRUE	TRUE	TRUE	2	FALSE	21701236.230666667	0.1839146246985169	5.47747956125	0.014291343492304081
CL(75:5) | CL(75:5)-H | 1496.0589	CL(75:5)	CL(75:5)-H	CL	1496.058855	22	22	1	1	2.607692458670016	TRUE	TRUE	TRUE	TRUE	2	FALSE	13089606.132624999	0.0642176046640417	3.232512329	0.02959729717389759
CL(75:5)-H | CL(75:5)-H | 1496.0589	CL(75:5)-H	CL(75:5)-H	CL	1496.058855	9	9	1	1	0.01315686696270155	TRUE	TRUE	FALSE	FALSE	1	FALSE	22338226.55	NA	2.629386754	NA
CL(75:6) | CL(75:6)-H | 1494.0432	CL(75:6)	CL(75:6)-H	CL	1494.043205	34	34	1	1	0.9600095022040152	TRUE	TRUE	TRUE	TRUE	3	TRUE	5459020.9835	0.2565006575234554	26.65433741	0.0141418736975654
CL(75:6)-H | CL(75:6)-H | 1494.0432	CL(75:6)-H	CL(75:6)-H	CL	1494.043205	9	9	1	1	0.05263245100083082	TRUE	TRUE	TRUE	TRUE	1	FALSE	7883029.063	NA	1409842.05	NA
CL(76:10) | CL(76:10)-H | 1499.9963	CL(76:10)	CL(76:10)-H	CL	1499.996255	10	10	1	1	0.0661801539401023	TRUE	TRUE	TRUE	TRUE	1	TRUE	851747.5843333333	0.12455035893311778	17.9232474	0.01250333288900754
CL(76:12) | CL(76:12)-H | 1495.9650	CL(76:12)	CL(76:12)-H	CL	1495.964955	10	10	1	1	0.12176510663361952	TRUE	TRUE	TRUE	TRUE	1	FALSE	4570382.682333333	0.1682248531460501	1.149242366	0.01619670748434202
CL(76:4) | CL(76:4)-H | 1512.0902	CL(76:4)	CL(76:4)-H	CL	1512.090155	22	22	1	1	0.4741110273369534	TRUE	TRUE	TRUE	TRUE	2	FALSE	2363182.237083333	0.23031917761374288	34403.6458647105	0.01058300524425854
CL(76:4)-H | CL(76:4)-H | 1512.0902	CL(76:4)-H	CL(76:4)-H	CL	1512.090155	9	9	1	1	0.06870291150164043	TRUE	TRUE	TRUE	TRUE	1	FALSE	7880105.483	NA	8.438999412868405	NA
CL(76:6) | CL(76:6)-H | 1508.0589	CL(76:6)	CL(76:6)-H	CL	1508.058855	10	10	1	1	0.1345137250097162	TRUE	TRUE	TRUE	TRUE	1	FALSE	3610740.1263333336	0.05712020182424622	1.788829992	0.0075055534994661
CL(76:7)-2H | CL(76:7)-2H | 752.5180	CL(76:7)-2H	CL(76:7)-2H	CL	752.5179640299999	9	9	1	1	0.30491079258159093	TRUE	TRUE	TRUE	TRUE	1	FALSE	29630401.21	NA	5882779	NA
CL(76:9) | CL(76:9)-H | 1502.0119	CL(76:9)	CL(76:9)-H	CL	1502.011905	22	22	1	1	0.29658286600687067	TRUE	TRUE	TRUE	TRUE	2	TRUE	19950000	0.07207361741161888	10.57059066975	0.02631723872090637
CL(77:1) | CL(77:1)-H | 1532.1528	CL(77:1)	CL(77:1)-H	CL	1532.152755	34	34	1	1	0.02870770013031475	TRUE	TRUE	TRUE	TRUE	3	TRUE	8569035.83625	0.08022551342680007	11.53472235	0.012691347492584066
CL(77:2) | CL(77:2)-2H | 764.5649	CL(77:2)	CL(77:2)-2H	CL	764.564914	12	12	1	1	0.22977198116696337	TRUE	TRUE	TRUE	TRUE	1	TRUE	1200238.2475	0.03259480411257521	132131.27000000002	NA
CL(77:2) | CL(77:2)-H | 1530.1371	CL(77:2)	CL(77:2)-H	CL	1530.137105	22	22	1	1	0.32564799436300146	TRUE	TRUE	TRUE	TRUE	2	TRUE	12270833.333333332	0.05712510897108626	18.751990949000003	0.008745989257951356
CL(77:3) | CL(77:3)-H | 1528.1215	CL(77:3)	CL(77:3)-H	CL	1528.121455	24	24	1	1	0.02435769579116811	TRUE	TRUE	TRUE	TRUE	2	TRUE	25200000	0.06270160617000699	11.30655025575	0.02057506581601507
CL(77:3)-H | CL(77:3)-H | 1528.1215	CL(77:3)-H	CL(77:3)-H	CL	1528.1214545300002	9	9	1	1	0.01379153512983915	TRUE	TRUE	TRUE	TRUE	1	FALSE	22276379.24	NA	1.6292876512796932	NA
CL(77:4) | CL(77:4)-H | 1526.1058	CL(77:4)	CL(77:4)-H	CL	1526.105805	22	22	1	1	0.09385280457566655	TRUE	TRUE	TRUE	TRUE	2	FALSE	31233333.333333332	0.05675668099158106	6.647982397	0.01708800749063453
CL(77:5) | CL(77:5)-H | 1524.0902	CL(77:5)	CL(77:5)-H	CL	1524.090155	22	22	1	1	0.04418376531586623	TRUE	TRUE	TRUE	TRUE	2	TRUE	14923117.897541666	0.0661160225651578	280955.06546279055	0.007627431294758765
CL(77:6) | CL(77:6)-H | 1522.0745	CL(77:6)	CL(77:6)-H	CL	1522.074505	24	24	1	1	0.4911682727206504	TRUE	TRUE	TRUE	TRUE	2	TRUE	1821769.1838749999	0.22796016975837416	235028.1175	0.02002290355234916
CL(77:6)-H | CL(77:6)-H | 1522.0745	CL(77:6)-H	CL(77:6)-H	CL	1522.074505	9	9	1	1	0.0171757893837939	TRUE	TRUE	TRUE	TRUE	1	FALSE	20368431.72	NA	3.5535437972214012	NA
CL(77:7)-H | CL(77:7)-H | 1520.0589	CL(77:7)-H	CL(77:7)-H	CL	1520.058855	9	9	1	1	0.17020245344684928	TRUE	TRUE	TRUE	TRUE	1	FALSE	5053270.784	NA	778753.54	NA
CL(78:0)-2H | CL(78:0)-2H | 773.5884	CL(78:0)-2H	CL(78:0)-2H	CL	773.5883890299999	9	9	1	1	2.2524411453652995	TRUE	TRUE	TRUE	TRUE	1	FALSE	9782130.335	NA	3268928.25	NA
CL(78:10) | CL(78:10)-H | 1528.0276	CL(78:10)	CL(78:10)-H	CL	1528.027555	10	10	1	1	0.6906655948219846	TRUE	TRUE	TRUE	TRUE	1	FALSE	2285041.414	0.1730306846452168	1.396801638	0.0211660104885164
CL(78:12) | CL(78:12)-H | 1523.9963	CL(78:12)	CL(78:12)-H	CL	1523.996255	10	10	1	1	1.0358333450846868	TRUE	TRUE	TRUE	TRUE	1	FALSE	4032511.8753333334	0.4432707971731621	4.396352566	0.02182506204649401
CL(78:2) | CL(78:2)-2H | 771.5727	CL(78:2)	CL(78:2)-2H	CL	771.572739	12	12	1	1	0.02956783787278588	TRUE	TRUE	TRUE	TRUE	1	TRUE	95825000	0.02719126467270205	29.12310077	NA
CL(78:2)-2H | CL(78:2)-2H | 771.5727	CL(78:2)-2H	CL(78:2)-2H	CL	771.5727390299999	9	9	1	1	0.0060896619915758	TRUE	TRUE	FALSE	FALSE	1	FALSE	78473878.96	NA	27.336431912700174	NA
CL(78:3)-2H | CL(78:3)-2H | 770.5649	CL(78:3)-2H	CL(78:3)-2H	CL	770.5649140299998	9	9	1	1	0.02814038193752306	TRUE	TRUE	TRUE	TRUE	1	FALSE	155857264.3	NA	11948891	NA
CL(78:4) | CL(78:4)-2H | 769.5571	CL(78:4)	CL(78:4)-2H	CL	769.557089	12	12	1	1	0.07565356402638566	TRUE	TRUE	TRUE	TRUE	1	TRUE	42700000	0.04632821272430224	69.70070601500001	NA
CL(78:5)-2H | CL(78:5)-2H | 768.5493	CL(78:5)-2H	CL(78:5)-2H	CL	768.5492640299999	9	9	1	1	0.4324509733695004	TRUE	TRUE	TRUE	TRUE	1	FALSE	43820804.03	NA	32.85253377011668	NA
CL(78:6) | CL(78:6)-H | 1536.0902	CL(78:6)	CL(78:6)-H	CL	1536.090155	34	34	1	1	0.11779043440535214	TRUE	TRUE	TRUE	TRUE	3	TRUE	26100000	0.08809483709313173	30.266933245	0.005358898943541031
CL(78:6)-2H | CL(78:6)-2H | 767.5414	CL(78:6)-2H	CL(78:6)-2H	CL	767.5414390299999	9	9	1	1	0.0188459645457758	TRUE	TRUE	TRUE	TRUE	1	FALSE	111766821.7	NA	38.15526586861294	NA
CL(78:6)-H | CL(78:6)-H | 1536.0902	CL(78:6)-H	CL(78:6)-H	CL	1536.090155	9	9	1	1	0.01873927191976848	TRUE	TRUE	TRUE	TRUE	1	FALSE	48155557.28	NA	20.894763797636873	NA
CL(78:7) | CL(78:7)-H | 1534.0745	CL(78:7)	CL(78:7)-H	CL	1534.074505	10	10	1	1	0.04733528140358381	TRUE	TRUE	TRUE	TRUE	1	TRUE	56200000	0.08171503561000025	42.7382011	0.00305505046330375
CL(78:7)-2H | CL(78:7)-2H | 766.5336	CL(78:7)-2H	CL(78:7)-2H	CL	766.5336140299999	9	9	1	1	5.173203797767944	TRUE	TRUE	TRUE	TRUE	1	FALSE	379877776.7	NA	10.686165776407044	NA
CL(78:7)-H | CL(78:7)-H | 1534.0745	CL(78:7)-H	CL(78:7)-H	CL	1534.074505	9	9	1	1	0.01715555397502947	TRUE	TRUE	TRUE	TRUE	1	FALSE	87688523.42	NA	63.962145384920056	NA
CL(78:9) | CL(78:9)+H | 1532.0578	CL(78:9)	CL(78:9)+H	CL	1532.057757	10	10	1	1	0.09708072367304388	TRUE	TRUE	TRUE	TRUE	1	FALSE	50700000	0.2195293740114639	3.18821251	0.00665832811847979
CL(79:10) | CL(79:10)-H | 1542.0432	CL(79:10)	CL(79:10)-H	CL	1542.043205	10	10	1	1	0.19659224146449408	TRUE	TRUE	TRUE	TRUE	1	FALSE	3602441.6433333335	0.19396449988694175	3.745770192	0.03482814953453717
CL(79:2) | CL(79:2)-H | 1558.1684	CL(79:2)	CL(79:2)-H	CL	1558.168405	24	24	1	1	0.6399132368051188	TRUE	TRUE	TRUE	TRUE	2	FALSE	1247114.2528375	0.3749422166694248	1.4157101297499999	0.01714642819948289
CL(79:3)-H | CL(79:3)-H | 1556.1528	CL(79:3)-H	CL(79:3)-H	CL	1556.152755	9	9	1	1	0.02556033943097487	TRUE	TRUE	TRUE	TRUE	1	FALSE	16614851.89	NA	22.018570958510733	NA
CL(79:4) | CL(79:4)-H | 1554.1371	CL(79:4)	CL(79:4)-H	CL	1554.137105	10	10	1	1	0.0397538010476041	TRUE	TRUE	TRUE	TRUE	1	TRUE	26133333.333333332	0.02338048823957061	32.16282556	0.00251661147842395
CL(79:4)-H | CL(79:4)-H | 1554.1371	CL(79:4)-H	CL(79:4)-H	CL	1554.137105	9	9	1	1	0.00998589354053342	TRUE	TRUE	FALSE	FALSE	1	FALSE	47726365.06	NA	5041170	NA
CL(79:5) | CL(79:5)-H | 1552.1215	CL(79:5)	CL(79:5)-H	CL	1552.121455	24	24	1	1	0.34798055570209857	TRUE	TRUE	TRUE	TRUE	2	FALSE	18850000	0.1336739361866624	7.9049933535	0.02080664957811925
CL(79:5)-H | CL(79:5)-H | 1552.1215	CL(79:5)-H	CL(79:5)-H	CL	1552.1214545300002	9	9	1	1	0.9436501174973356	TRUE	TRUE	TRUE	TRUE	1	FALSE	18021801	NA	5.969076824995585	NA
CL(79:6) | CL(79:6)-2H | 774.5493	CL(79:6)	CL(79:6)-2H	CL	774.549264	12	12	1	1	0.1680723423343391	TRUE	TRUE	TRUE	TRUE	1	FALSE	4613370.4855	0.13615760819242723	7.2256003185	0.02505161338782939
CL(79:6) | CL(79:6)-H | 1550.1058	CL(79:6)	CL(79:6)-H	CL	1550.105805	10	10	1	1	0.0751740197148831	TRUE	TRUE	TRUE	TRUE	1	FALSE	18433333.333333332	0.04143377662708716	2.793135376	0.00929157324317669
CL(79:7) | CL(79:7)-H | 1548.0902	CL(79:7)	CL(79:7)-H	CL	1548.090155	12	12	1	1	0.09403512784803036	TRUE	TRUE	TRUE	TRUE	1	FALSE	11307327.29475	0.3038528468625889	1.30954685	0.01878607640425877
CL(79:9)-H | CL(79:9)-H | 1544.0589	CL(79:9)-H	CL(79:9)-H	CL	1544.058855	9	9	1	1	0.02463859777538574	TRUE	TRUE	TRUE	TRUE	1	FALSE	9399106.599	NA	2.075354841909535	NA
CL(80:10) | CL(80:10)+H | 1558.0734	CL(80:10)	CL(80:10)+H	CL	1558.073407	10	10	1	1	0.967504235222965	TRUE	TRUE	TRUE	TRUE	1	FALSE	22933333.333333332	0.08658936632910745	2.587249975	0.02835489375751503
CL(80:10) | CL(80:10)-H | 1556.0589	CL(80:10)	CL(80:10)-H	CL	1556.058855	12	12	1	1	0.09062461061170456	TRUE	TRUE	TRUE	TRUE	1	TRUE	4326112.840249999	0.28124397114014005	21.97123748	NA
CL(80:10)-H | CL(80:10)-H | 1556.0589	CL(80:10)-H	CL(80:10)-H	CL	1556.058855	9	9	1	1	0.1378109399521994	TRUE	TRUE	TRUE	TRUE	1	FALSE	13614007.79	NA	2.5272465403212117	NA
CL(80:15) | CL(80:15)-H | 1545.9806	CL(80:15)	CL(80:15)-H	CL	1545.980605	10	10	1	1	32.52837124712988	TRUE	TRUE	TRUE	TRUE	1	FALSE	193186.447	0.730425824140278	2.041682761	0.01752141546793525
CL(80:5) | CL(80:5)-H | 1566.1371	CL(80:5)	CL(80:5)-H	CL	1566.137105	10	10	1	1	0.0290253158656351	TRUE	TRUE	TRUE	TRUE	1	TRUE	40466666.666666664	0.07150752690020001	17.35774316	0.0153079500042753
CL(80:5)-2H | CL(80:5)-2H | 782.5649	CL(80:5)-2H	CL(80:5)-2H	CL	782.5649140299998	9	9	1	1	0.03401908974260335	TRUE	TRUE	TRUE	TRUE	1	FALSE	20290084.88	NA	3.463579341795088	NA
