batch	sample_id	intensity	lipidName	LipidIon	Class	CalcMz	qc_grade	qc_sn	qc_rt	qc_height	is_qc
batch1	WT_2	2691503576	PE(18:1e_20:4)-H	PE(18:1e_20:4)-H	PE	750.5443155	A	107.73381037166126	NA	NA	FALSE
batch1	WT_1	2737167526	PE(18:1e_20:4)-H	PE(18:1e_20:4)-H	PE	750.5443155	A	191.33081955699217	NA	NA	FALSE
batch1	HO_8	3040890979	PE(18:1e_20:4)-H	PE(18:1e_20:4)-H	PE	750.5443155	A	263.9091938524623	NA	NA	FALSE
batch1	HO_7	2205176915	PE(18:1e_20:4)-H	PE(18:1e_20:4)-H	PE	750.5443155	A	138.7610811877536	NA	NA	FALSE
batch1	HO_6	1911439618	PE(18:1e_20:4)-H	PE(18:1e_20:4)-H	PE	750.5443155	A	76.32830681448988	NA	NA	FALSE
batch1	HO_5	2672705735	PE(18:1e_20:4)-H	PE(18:1e_20:4)-H	PE	750.5443155	A	192.6109543474474	NA	NA	FALSE
batch1	QC_1	24185177.23	PE(18:2_20:4)-H	PE(18:2_20:4)-H	PE	762.5079305	A	0.803989171	NA	NA	TRUE
batch1	WT_4	25076567.14	PE(18:2_20:4)-H	PE(18:2_20:4)-H	PE	762.5079305	A	11.864530304727923	NA	NA	FALSE
batch1	WT_3	29941096.96	PE(18:2_20:4)-H	PE(18:2_20:4)-H	PE	762.5079305	A	2.5898337363519626	NA	NA	FALSE
batch1	WT_2	26486643.08	PE(18:2_20:4)-H	PE(18:2_20:4)-H	PE	762.5079305	A	2.1969348391207766	NA	NA	FALSE
batch1	WT_1	27014665.15	PE(18:2_20:4)-H	PE(18:2_20:4)-H	PE	762.5079305	A	0.7702379489644582	NA	NA	FALSE
batch1	HO_8	21083058.03	PE(18:2_20:4)-H	PE(18:2_20:4)-H	PE	762.5079305	A	0.7078673050074692	NA	NA	FALSE
batch1	HO_7	23296225.21	PE(18:2_20:4)-H	PE(18:2_20:4)-H	PE	762.5079305	A	6.8226320039721315	NA	NA	FALSE
batch1	HO_6	29555864.97	PE(18:2_20:4)-H	PE(18:2_20:4)-H	PE	762.5079305	A	4.851485833130455	NA	NA	FALSE
