pathway	batch1_KO_1	batch1_KO_2	batch1_WT_1	batch1_WT_2	batch1_WT_3	batch2_KO_1	batch2_KO_2	batch2_KO_3	batch2_KO_4	batch2_WT_1	batch2_WT_2	batch2_WT_3	batch2_WT_4	batch3_KO_1	batch3_KO_2	batch3_KO_3	batch3_WT_1	batch3_WT_2	batch3_WT_3
EphB1_AMPK_energy_sensing	0.8157644758269175	-1.7235228027322833	0.37442122376952575	0.06470075358894159	0.4686363495468985	0.6739788558871604	0.9398462901678637	-2.070741987440328	0.3429285803232764	0.7880704129850606	-0.16418367327071842	0.23436639462941913	-0.7442648732818038	0.7350261352802275	0.4393915180985578	0.06351258138073276	0.41180134421604797	0.34394778372470947	-1.9936793627003142
EphB1_cytoskeleton_FAQ_Src_Rho	0.6204731809904689	0.6270681397561155	-0.08016324178205525	0.5419189395268741	-1.7092970184913545	0.34429930235733625	-0.3879815417979191	-0.44877132215758214	1.8865341270548255	-0.3667661504892709	-1.6247781844234797	0.20487410439716988	0.3925896650589078	0.10871303973310334	-0.0716264349569446	-0.26714586029961057	0.8205548522432801	1.1302400878950778	-1.720735684614887
EphB1_integrin_caveolae_membrane_microdomain	0.8426445498735394	0.9540776909115541	0.3305786758003029	-1.0016058512464885	-1.125695065338839	-0.3371632119321685	-1.1872512837747011	-1.7652055318420117	0.6091176544419756	0.8105778318094919	0.5799453778438122	0.3582978593830793	0.9316813040704949	1.8810807701765446	-0.9079996157022131	-0.7253632109635332	0.1379449714787083	-0.2864351138922153	-0.09922780109735545
EphB1_JAK_STAT_inflammatory	-0.6429330899987529	-0.6553927222205084	1.1776434258943294	0.9992158556463325	-0.8785334693213924	0.537875092664826	-0.062282166926545236	1.9781138174412176	0.5730365088451773	-1.0761913526960476	-0.8114877716400206	-0.5635143184256117	-0.5755498092630105	-0.5289510808314001	-0.506645648714364	-0.40719193790637476	-0.33500157399051883	-0.25242440959646195	2.0302146510391204
EphB1_MAPK_ERK_p38_JNK	0.322831279678761	-0.27268296133685666	1.3898292194942738	-0.06690720687510056	-1.3730703309611076	-0.5921801073041435	-0.7864490709197013	-0.9992450293796546	0.5199893494448776	0.9054518903890775	0.13999463085107314	1.7464563450371184	-0.9340180081187113	0.2189294903437042	0.004954112614805363	-1.4332138766307307	1.33202911365055	0.6856827937006544	-0.8083816336788917
EphB1_mito_stress_cell_death	-1.0979208253405726	0.7929495728894919	-0.6316106253609676	-0.3466556995759086	1.283237577387957	0.38409506753184125	-0.12167647801182938	2.24390220779285	0.10924613074584098	-0.8045830368019607	-0.7411049007227486	-0.6391582901121899	-0.4307207004218675	-0.3171954132530503	-0.5210868003454261	-0.3757149489347235	-0.3869710984784016	-0.43551699733007526	2.0364852583416813
EphB1_NFkB_inflammation_ROS	-0.2327085292731635	-0.43939753748201393	1.1086008316270348	0.8836865767226646	-1.3201813415945134	0.03304527097372183	-0.33743445554669876	2.244548213245384	0.28613434824069023	-0.9730996278722258	-0.7896379352498812	-0.022871826742805957	-0.440683987048195	-0.41279112001851437	-0.4083628586112526	-0.8226086828736977	-0.1234952079818094	-0.21393813992255753	1.981196009407831
EphB1_PGC1_NRF_mito_biogenesis	-0.5083705774598719	-1.0377617295594617	0.7278715174456146	-0.5395628229735298	1.357823612547346	-0.06200070898882194	0.2788849143558875	-1.2584014775519923	0.9270390389753083	1.7106833235757923	-0.3265698486620183	-0.07075586224911004	-1.1988793794549237	0.8768714429305451	0.8266082032364162	-0.008979850577332827	0.06383284059368285	0.12028184262670273	-1.8786144788100732
EphB1_PI3K_AKT_mTOR	-0.2581469523589171	-0.9036698093309184	0.8321848934347141	1.253365598944478	-0.9237337306893304	-0.07164569276146689	0.0479107867994532	-1.1602088714437482	-1.7698095517756298	1.093164598216955	0.9047796709217167	0.6259592579873483	0.32984980205517167	-0.5796731709231954	-0.44084650566205197	-0.5747744567952955	1.2074617825800191	1.3354276240108538	-0.9475952732102914
