feature_id	lipidName	LipidIon	Class	CalcMz	logFC	AveExpr	t	P.Value	adj.P.Val	B	sig_FDR_0.05	sig_FDR_0.05_logFC1
CL(71:6) | CL(71:6)-2H | 718.4867	CL(71:6)	CL(71:6)-2H	CL	718.486664	-0.24868294082682696	22.152302253059027	-0.9680487986186557	0.36136979410541814	0.7103220943320553	-4.5981733818015735	FALSE	FALSE
CL(71:8) | CL(71:8)-H | 1433.9493	CL(71:8)	CL(71:8)-H	CL	1433.949305	-1.7581725788430982	18.231886122694537	-3.1545801271275193	0.016048066070109	0.514582896612364	-4.483617277287556	FALSE	FALSE
CL(72:1) | CL(72:1)-H | 1462.0745	CL(72:1)	CL(72:1)-H	CL	1462.074505	2.4723264204484643	19.830560052056175	1.4013137764669847	0.17446993312980016	0.6020403963325379	-4.52506851763137	FALSE	FALSE
CL(72:1)-2H | CL(72:1)-2H | 730.5336	CL(72:1)-2H	CL(72:1)-2H	CL	730.5336140299999	0.03369823885213831	25.080444196924734	0.14429586689816476	0.8888355139033686	0.967487035551911	-4.629907910068344	FALSE	FALSE
CL(72:3)-2H | CL(72:3)-2H | 728.5180	CL(72:3)-2H	CL(72:3)-2H	CL	728.5179640299999	-0.33593305725769	23.141688901949706	-0.8596523774432664	0.41499586249898923	0.7550619164912165	-4.604488796394216	FALSE	FALSE
CL(72:4) | CL(72:4)+Na | 1480.0241	CL(72:4)	CL(72:4)+Na	CL	1480.024052	1.2157971385687438	23.475998518515972	0.8265025666230712	0.4357802645845461	0.7656176192805226	-4.604570662826273	FALSE	FALSE
CL(72:5) | CL(72:5)+Na | 1478.0084	CL(72:5)	CL(72:5)+Na	CL	1478.008402	-0.07285669367298843	25.986876331709812	-0.16769656822774257	0.8690619683406263	0.9651389109737464	-4.657818621957105	FALSE	FALSE
CL(72:6) | CL(72:6)+H | 1454.0108	CL(72:6)	CL(72:6)+H	CL	1454.0108074699997	-5.235806674087275	23.416153978485916	-1.6824292311189661	0.11317878193285537	0.5295607127169472	-4.504408503222988	FALSE	FALSE
CL(72:7) | CL(72:7)-H | 1449.9806	CL(72:7)	CL(72:7)-H	CL	1449.980605	-0.11665507509737548	22.909448030099608	-0.2545475965650255	0.806388142446032	0.9618564970446974	-4.623596195511957	FALSE	FALSE
CL(72:7)-2H | CL(72:7)-2H | 724.4867	CL(72:7)-2H	CL(72:7)-2H	CL	724.4866640299999	-12.55834331696684	17.926976915078846	-2.1544148241683705	0.06333662430004047	0.514582896612364	-4.5157323734452035	FALSE	FALSE
CL(72:8) | CL(72:8)+H | 1449.9795	CL(72:8)	CL(72:8)+H	CL	1449.9795074699998	-9.011297686027348	16.62896346824719	-1.6256216818696716	0.14268169426461058	0.5482302814112583	-4.553275552146441	FALSE	FALSE
CL(73:1) | CL(73:1)-2H | 737.5414	CL(73:1)	CL(73:1)-2H	CL	737.541439	-0.09187957702344626	27.648617273825	-0.43361840654050576	0.6760204809560038	0.9017767581972639	-4.623605134779273	FALSE	FALSE
CL(73:1) | CL(73:1)-H | 1476.0902	CL(73:1)	CL(73:1)-H	CL	1476.090155	0.1869399948461844	23.954423824965755	0.7759593088175697	0.4631776200817673	0.7656176192805226	-4.606891550347624	FALSE	FALSE
CL(73:2) | CL(73:2)-H | 1474.0745	CL(73:2)	CL(73:2)-H	CL	1474.074505	0.057619762145774404	20.495259734186895	0.14362897133886418	0.88984058639788155	0.967487035551911	-4.625079585243509	FALSE	FALSE
CL(73:3) | CL(73:3)+ | 1496.0554	CL(73:3)	CL(73:3)+	CL	1496.055352	-4.425351671977293	24.52458392684697	-2.5542214737203857	0.033949642228592404	0.514582896612364	-4.489638914623428	FALSE	FALSE
CL(73:3) | CL(73:3)+Na | 1496.0554	CL(73:3)	CL(73:3)+Na	CL	1496.055352	0.025858890158459907	22.88319094982644	0.02949373071320482	0.9772940516829183	0.9963075546339477	-4.625749129554495	FALSE	FALSE
CL(73:4) | CL(73:4)+Na | 1494.0397	CL(73:4)	CL(73:4)+Na	CL	1494.039702	-0.053491496388460055	25.65174601332805	-0.2484258787578267	0.8100629490263065	0.9618564970446974	-4.628343070556541	FALSE	FALSE
CL(73:4) | CL(73:4)-H | 1470.0432	CL(73:4)	CL(73:4)-H	CL	1470.043205	0.06090862764485597	23.05753215762743	0.23190521827725405	0.8232449244401445	0.9618564970446974	-4.623964453881468	FALSE	FALSE
CL(73:5) | CL(73:5)-H | 1468.0276	CL(73:5)	CL(73:5)-H	CL	1468.027555	-0.012321952174041813	22.260209047819846	-0.057838149891155065	0.9546409947502504	0.9957568449572634	-4.6594150091858735	FALSE	FALSE
CL(73:6) | CL(73:6)-H | 1466.0119	CL(73:6)	CL(73:6)-H	CL	1466.011905	-1.3096523047878603	19.747249774349225	-1.9638134170048134	0.09030865470337404	0.514582896612364	-4.540362420193866	FALSE	FALSE
CL(73:7) | CL(73:7)-H | 1463.9963	CL(73:7)	CL(73:7)-H	CL	1463.996255	-1.081201753174277	20.39557249238072	-2.57646499380177	0.03665907688101748	0.514582896612364	-4.508272030087483	FALSE	FALSE
CL(73:9) | CL(73:9)-H | 1459.9650	CL(73:9)	CL(73:9)-H	CL	1459.964955	-0.995867621810205	18.913881781350746	-2.3033478439129627	0.05471858376089061	0.514582896612364	-4.521868742754791	FALSE	FALSE
CL(74:1)-2H | CL(74:1)-2H | 744.5493	CL(74:1)-2H	CL(74:1)-2H	CL	744.5492640299999	0.09309040921181119	28.67434982558878	0.23043237237128475	0.8235388925227571	0.9618564970446974	-4.628671503909087	FALSE	FALSE
CL(74:1)-H | CL(74:1)-H | 1490.1058	CL(74:1)-H	CL(74:1)-H	CL	1490.105805	-0.48714317899462534	24.088166954056117	-1.858802887692417	0.10011280564061349	0.514582896612364	-4.536473174165809	FALSE	FALSE
CL(74:12) | CL(74:12)-H | 1467.9337	CL(74:12)	CL(74:12)-H	CL	1467.933655	-6.601386714212868	16.333083464858067	-1.4653075039657157	0.18625637846105167	0.6020403963325379	-4.569541531654327	FALSE	FALSE
CL(74:2) | CL(74:2)-2H | 743.5414	CL(74:2)	CL(74:2)-2H	CL	743.541439	-0.008815678113586333	27.455418371475073	-0.04346283267214644	0.9663977836794126	0.9963075546339477	-4.630637595905212	FALSE	FALSE
CL(74:2) | CL(74:2)-H | 1488.0902	CL(74:2)	CL(74:2)-H	CL	1488.090155	3.4346651557342773	19.154264941222937	1.3540061573914137	0.1957831402094563	0.6020403963325379	-4.553464110108377	FALSE	FALSE
CL(74:2)-2H | CL(74:2)-2H | 743.5414	CL(74:2)-2H	CL(74:2)-2H	CL	743.5414390299999	0.1744807135768389	27.18020873117144	0.8000887394252713	0.44676376711999166	0.7656176192805226	-4.607745044502264	FALSE	FALSE
CL(74:3) | CL(74:3)-H | 1486.0745	CL(74:3)	CL(74:3)-H	CL	1486.074505	0.014181574268560133	17.30127978429833	0.04995792552855726	0.9615514571533879	0.9957568449572634	-4.625693897278632	FALSE	FALSE
CL(74:3)-H | CL(74:3)-H | 1486.0745	CL(74:3)-H	CL(74:3)-H	CL	1486.074505	-0.17094392647857154	24.049796790600958	-0.8243919622919741	0.43360544119912114	0.7656176192805226	-4.606436039516809	FALSE	FALSE
CL(74:4) | CL(74:4)-H | 1484.0589	CL(74:4)	CL(74:4)-H	CL	1484.058855	0.11461286584189477	20.53832477391028	0.4564373243822677	0.661899683344057	0.8939057579182627	-4.618896962624388	FALSE	FALSE
CL(74:5)-2H | CL(74:5)-2H | 740.5180	CL(74:5)-2H	CL(74:5)-2H	CL	740.5179640299999	0.1168112146687718	26.820614523128118	0.5884467367797132	0.5724662588259424	0.833256443402205	-4.617864981867852	FALSE	FALSE
CL(74:6) | CL(74:6)+Na | 1504.0241	CL(74:6)	CL(74:6)+Na	CL	1504.024052	-3.17525742984101	22.43718580597505	-2.3038822669385324	0.05467551174287358	0.514582896612364	-4.521840955710634	FALSE	FALSE
CL(74:7) | CL(74:7)+H | 1480.0265	CL(74:7)	CL(74:7)+H	CL	1480.026457	0.5553735780021041	24.022077780914195	1.4500321235646207	0.19032996942615296	0.6020403963325379	-4.57044474949553	FALSE	FALSE
CL(74:7)-2H | CL(74:7)-2H | 738.5023	CL(74:7)-2H	CL(74:7)-2H	CL	738.5023140299999	0.2562369018608067	23.230720679132553	0.7697380840512335	0.463574152598216	0.7656176192805226	-4.60934027634939	FALSE	FALSE
CL(74:8) | CL(74:8)-H | 1475.9963	CL(74:8)	CL(74:8)-H	CL	1475.996255	-5.793262031831408	14.957323782019515	-1.4035510744887214	0.2032225455714954	0.6020403963325379	-4.573186790327151	FALSE	FALSE
CL(74:9)-2H | CL(74:9)-2H | 736.4867	CL(74:9)-2H	CL(74:9)-2H	CL	736.4866640299999	0.39503406669240815	25.13589018842575	0.6922943045559822	0.508343939530268	0.7927744771245847	-4.613200800308556	FALSE	FALSE
CL(75:2) | CL(75:2)-H | 1502.1058	CL(75:2)	CL(75:2)-H	CL	1502.105805	-0.0288681324146411	23.99949736211574	-0.21193647816453356	0.834023449680791	0.9618564970446974	-4.687046976798661	FALSE	FALSE
CL(75:2)-H | CL(75:2)-H | 1502.1058	CL(75:2)-H	CL(75:2)-H	CL	1502.105805	-0.14209823206244637	23.152381580232486	-0.3975092301624766	0.7013871273887563	0.9234343084213776	-4.624718036083785	FALSE	FALSE
CL(75:3) | CL(75:3)-H | 1500.0902	CL(75:3)	CL(75:3)-H	CL	1500.090155	0.2679025930261022	23.414824072237106	1.1617424936801783	0.2834141626517215	0.653528889307932	-4.587137791253527	FALSE	FALSE
CL(75:3)-H | CL(75:3)-H | 1500.0902	CL(75:3)-H	CL(75:3)-H	CL	1500.090155	0.1936180849438826	23.278734720457958	0.8482103043045298	0.4209721154335927	0.755443111257543	-4.605126782701492	FALSE	FALSE
CL(75:4) | CL(75:4)-H | 1498.0745	CL(75:4)	CL(75:4)-H	CL	1498.074505	0.5858180696577484	21.448167895244943	0.27210637063079307	0.7892499082019502	0.9618564970446974	-4.654873029805268	FALSE	FALSE
CL(75:5) | CL(75:5)-H | 1496.0589	CL(75:5)	CL(75:5)-H	CL	1496.058855	-0.19950542363533771	21.95453054112618	-0.2428740930228045	0.8113926701436525	0.9618564970446974	-4.6558368352388895	FALSE	FALSE
CL(75:6) | CL(75:6)-H | 1494.0432	CL(75:6)	CL(75:6)-H	CL	1494.043205	-0.2700926666637714	22.052786776523345	-0.5946323222272498	0.5578941314747343	0.8211700137437101	-4.659348303327133	FALSE	FALSE
CL(75:6)-H | CL(75:6)-H | 1494.0432	CL(75:6)-H	CL(75:6)-H	CL	1494.043205	0.05547535494475462	22.814905499552182	0.22778002965541244	0.8255307231601047	0.9618564970446974	-4.62871788413002	FALSE	FALSE
CL(76:10) | CL(76:10)-H | 1499.9963	CL(76:10)	CL(76:10)-H	CL	1499.996255	0.06265142404099694	18.693410968515902	0.2098389641134463	0.8397697354847832	0.9618564970446974	-4.624291289746302	FALSE	FALSE
CL(76:12) | CL(76:12)-H | 1495.9650	CL(76:12)	CL(76:12)-H	CL	1495.964955	-0.23162115020663854	21.642795673034367	-0.7881555817921237	0.45646032731232167	0.7656176192805226	-4.606340594484372	FALSE	FALSE
CL(76:4) | CL(76:4)-H | 1512.0902	CL(76:4)	CL(76:4)-H	CL	1512.090155	-0.029101000258753718	20.348105137804474	-0.08913231850289459	0.9301559210617579	0.9866431227456703	-4.659118298489748	FALSE	FALSE
CL(76:4)-H | CL(76:4)-H | 1512.0902	CL(76:4)-H	CL(76:4)-H	CL	1512.090155	-0.4070556074791651	22.730997704591655	-1.9029953527781414	0.09353364975766681	0.514582896612364	-4.533317836270889	FALSE	FALSE
CL(76:6) | CL(76:6)-H | 1508.0589	CL(76:6)	CL(76:6)-H	CL	1508.058855	0.6880312219506262	20.730873670504547	2.5344231056378814	0.03897855937476553	0.514582896612364	-4.510284490355398	FALSE	FALSE
CL(76:7)-2H | CL(76:7)-2H | 752.5180	CL(76:7)-2H	CL(76:7)-2H	CL	752.5179640299999	-0.07306925892378857	24.720925938515627	-0.16982732149076743	0.8693617671366571	0.9651389109737464	-4.6295998053423215	FALSE	FALSE
CL(76:9) | CL(76:9)-H | 1502.0119	CL(76:9)	CL(76:9)-H	CL	1502.011905	-0.3013023566915787	23.917077751670135	-1.0210543493816462	0.3234147434771676	0.6833440547662735	-4.596451353122316	FALSE	FALSE
CL(77:1) | CL(77:1)-H | 1532.1528	CL(77:1)	CL(77:1)-H	CL	1532.152755	-9.351794371053737e-4	22.918523598770275	-0.009213526729464681	0.9927282235900239	0.9981555277007307	-4.691126437946897	FALSE	FALSE
CL(77:2) | CL(77:2)-2H | 764.5649	CL(77:2)	CL(77:2)-2H	CL	764.564914	0.6331588563721807	20.275353965708074	1.6906999285230706	0.12935834203772756	0.5295607127169472	-4.548573510829965	FALSE	FALSE
CL(77:2) | CL(77:2)-H | 1530.1371	CL(77:2)	CL(77:2)-H	CL	1530.137105	0.3923533684651355	23.100896691218267	1.288506320018069	0.21708965934335062	0.6020403963325379	-4.562543444396926	FALSE	FALSE
CL(77:3) | CL(77:3)-H | 1528.1215	CL(77:3)	CL(77:3)-H	CL	1528.121455	-0.12871742410351725	24.54029644103724	-1.100600290801273	0.28735354463812085	0.653528889307932	-4.586665630050489	FALSE	FALSE
CL(77:3)-H | CL(77:3)-H | 1528.1215	CL(77:3)-H	CL(77:3)-H	CL	1528.1214545300002	0.08598820943876322	24.416900917578655	0.43070204640682175	0.6780535166597748	0.9017767581972639	-4.623698304661311	FALSE	FALSE
CL(77:4) | CL(77:4)-H | 1526.1058	CL(77:4)	CL(77:4)-H	CL	1526.105805	-0.02764209498910924	24.172775753460048	-0.15873776447801843	0.8759928888570313	0.967487035551911	-4.658006788973064	FALSE	FALSE
CL(77:5) | CL(77:5)-H | 1524.0902	CL(77:5)	CL(77:5)-H	CL	1524.090155	0.11321098148368004	23.26257921570787	0.7454845120769805	0.4675003983993935	0.7656176192805226	-4.624959997208588	FALSE	FALSE
CL(77:6) | CL(77:6)-H | 1522.0745	CL(77:6)	CL(77:6)-H	CL	1522.074505	-0.14162281274006874	20.51979373092493	-0.3822486511869114	0.7073064661220536	0.9265714706198903	-4.654039203174173	FALSE	FALSE
CL(77:6)-H | CL(77:6)-H | 1522.0745	CL(77:6)-H	CL(77:6)-H	CL	1522.074505	0.11816443666571666	24.53129300870863	0.6124858340037683	0.5572200411243462	0.8211700137437101	-4.6168404033389265	FALSE	FALSE
CL(77:7)-H | CL(77:7)-H | 1520.0589	CL(77:7)-H	CL(77:7)-H	CL	1520.058855	0.4116390980694415	22.040574853755487	1.3361299713694201	0.2182615133697466	0.6020403963325379	-4.573945973010743	FALSE	FALSE
CL(78:0)-2H | CL(78:0)-2H | 773.5884	CL(78:0)-2H	CL(78:0)-2H	CL	773.5883890299999	2.047100535187902	22.991457598607504	2.5723535500173598	0.03300528568746285	0.514582896612364	-4.488521235692132	FALSE	FALSE
CL(78:10) | CL(78:10)-H | 1528.0276	CL(78:10)	CL(78:10)-H	CL	1528.027555	-1.5395626262410156	20.402654670774677	-3.405069013033235	0.011362897926791269	0.514582896612364	-4.474611436218111	FALSE	FALSE
CL(78:12) | CL(78:12)-H | 1523.9963	CL(78:12)	CL(78:12)-H	CL	1523.996255	-1.7607402605163978	21.226845568411097	-3.406213395177371	0.011345216287010107	0.514582896612364	-4.47457246126229	FALSE	FALSE
CL(78:2) | CL(78:2)-2H | 771.5727	CL(78:2)	CL(78:2)-2H	CL	771.572739	-0.2635744979302531	26.464578865092072	-1.2448177905792073	0.24842557103508436	0.6441251740169268	-4.580258958853775	FALSE	FALSE
CL(78:3)-2H | CL(78:3)-2H | 770.5649	CL(78:3)-2H	CL(78:3)-2H	CL	770.5649140299998	-0.09960196481027783	27.248188417453505	-0.4610920276655878	0.6570087677697032	0.8918979127236385	-4.622699463223601	FALSE	FALSE
CL(78:4) | CL(78:4)-2H | 769.5571	CL(78:4)	CL(78:4)-2H	CL	769.557089	-0.27897846794324443	25.296321291208695	-1.0192082629894976	0.3379321474959885	0.7026843066980079	-4.595036701465807	FALSE	FALSE
CL(78:5)-2H | CL(78:5)-2H | 768.5493	CL(78:5)-2H	CL(78:5)-2H	CL	768.5492640299999	-0.08611073590268732	25.88657407501534	-0.177553506389572	0.8634867157223287	0.9651389109737464	-4.629496829720858	FALSE	FALSE
CL(78:6) | CL(78:6)-H | 1536.0902	CL(78:6)	CL(78:6)-H	CL	1536.090155	0.16483359187134533	24.321387818089505	1.0925953202531005	0.28588394683710316	0.653528889307932	-4.587235537563646	FALSE	FALSE
CL(78:6)-2H | CL(78:6)-2H | 767.5414	CL(78:6)-2H	CL(78:6)-2H	CL	767.5414390299999	0.05932338220529141	26.873751325028017	0.2900968914573032	0.779119084889134	0.9618564970446974	-4.6274908578742915	FALSE	FALSE
CL(78:6)-H | CL(78:6)-H | 1536.0902	CL(78:6)-H	CL(78:6)-H	CL	1536.090155	-0.21226110103263773	25.589638895159172	-1.0980401303942753	0.3041313935626449	0.6585324389538261	-4.590032921243222	FALSE	FALSE
CL(78:7) | CL(78:7)-H | 1534.0745	CL(78:7)	CL(78:7)-H	CL	1534.074505	0.42641536347178743	24.833584777693225	1.837422754182772	0.10875304134771878	0.5276536450574504	-4.5476118154223055	FALSE	FALSE
CL(78:7)-2H | CL(78:7)-2H | 766.5336	CL(78:7)-2H	CL(78:7)-2H	CL	766.5336140299999	-1.586631400320121	26.434537715078235	-1.103185651770893	0.3020213847746785	0.6585324389538261	-4.589699728080067	FALSE	FALSE
CL(78:7)-H | CL(78:7)-H | 1534.0745	CL(78:7)-H	CL(78:7)-H	CL	1534.074505	-0.2178247751815827	26.2891072628334	-1.1477602844430426	0.2842281957973946	0.653528889307932	-4.586782463289765	FALSE	FALSE
CL(78:9) | CL(78:9)+H | 1532.0578	CL(78:9)	CL(78:9)+H	CL	1532.057757	0.05592571367840785	24.599769670885614	0.17480100849388883	0.8661842082101754	0.9651389109737464	-4.6247446185122145	FALSE	FALSE
CL(79:10) | CL(79:10)-H | 1542.0432	CL(79:10)	CL(79:10)-H	CL	1542.043205	-0.26910599566186366	20.538929399800406	-0.7013835152258147	0.5057041253476537	0.7927744771245847	-4.610126911787054	FALSE	FALSE
CL(79:2) | CL(79:2)-H | 1558.1684	CL(79:2)	CL(79:2)-H	CL	1558.168405	0.10200253034490421	20.01634847168878	0.23998249235211444	0.8133912847584989	0.9618564970446974	-4.6600146364947985	FALSE	FALSE
CL(79:3)-H | CL(79:3)-H | 1556.1528	CL(79:3)-H	CL(79:3)-H	CL	1556.152755	-0.22978060078170112	23.971235824210343	-1.1480577689400433	0.2841123486731228	0.653528889307932	-4.586762814637048	FALSE	FALSE
CL(79:4) | CL(79:4)-H | 1554.1371	CL(79:4)	CL(79:4)-H	CL	1554.137105	0.3239925440289367	23.64858570502002	1.356467828291566	0.21706962059255244	0.6020403963325379	-4.575951178984262	FALSE	FALSE
CL(79:5) | CL(79:5)-H | 1552.1215	CL(79:5)	CL(79:5)-H	CL	1552.121455	0.10599798243490123	23.866845524466573	0.33768320556348824	0.7399915682577562	0.9550630092784834	-4.65619783953372	FALSE	FALSE
CL(79:5)-H | CL(79:5)-H | 1552.1215	CL(79:5)-H	CL(79:5)-H	CL	1552.1214545300002	-0.7447762173572257	23.761952976709882	-1.1359176987333717	0.2888710618819952	0.653528889307932	-4.587562774732381	FALSE	FALSE
CL(79:6) | CL(79:6)-2H | 774.5493	CL(79:6)	CL(79:6)-2H	CL	774.549264	0.23379389404779433	22.489641898235398	0.6982374860701401	0.504814024287705	0.7927744771245847	-4.612915654059071	FALSE	FALSE
CL(79:6) | CL(79:6)-H | 1550.1058	CL(79:6)	CL(79:6)-H	CL	1550.105805	0.4887896216888059	23.276173253855465	1.8854041038610436	0.10135554898497895	0.514582896612364	-4.544840996057272	FALSE	FALSE
CL(79:7) | CL(79:7)-H | 1548.0902	CL(79:7)	CL(79:7)-H	CL	1548.090155	-0.10747029712914902	23.50615730833115	-0.5174868774508609	0.6188165899142692	0.8665482525044333	-4.620685097705165	FALSE	FALSE
CL(79:9)-H | CL(79:9)-H | 1544.0589	CL(79:9)-H	CL(79:9)-H	CL	1544.058855	0.06522812193448793	22.84689475352777	0.3257805084148768	0.7529480196048121	0.9618564970446974	-4.626660685967058	FALSE	FALSE
CL(80:10) | CL(80:10)+H | 1558.0734	CL(80:10)	CL(80:10)+H	CL	1558.073407	-0.717583554944601	23.18551223322763	-0.8753349934033736	0.41041747224144876	0.7550619164912165	-4.6022382376566755	FALSE	FALSE
CL(80:10) | CL(80:10)-H | 1556.0589	CL(80:10)	CL(80:10)-H	CL	1556.058855	-0.024673209832260443	22.30653624507215	-0.1179174329576414	0.9090398375893576	0.9831660375961376	-4.630174109725025	FALSE	FALSE
CL(80:10)-H | CL(80:10)-H | 1556.0589	CL(80:10)-H	CL(80:10)-H	CL	1556.058855	-0.5323583066278641	23.818526696710414	-2.0633095604892255	0.0729822153377295	0.514582896612364	-4.522020755579969	FALSE	FALSE
CL(80:15) | CL(80:15)-H | 1545.9806	CL(80:15)	CL(80:15)-H	CL	1545.980605	-7.594970573205041	15.465200941466078	-1.9073022980217351	0.09814408823503334	0.514582896612364	-4.543583743093131	FALSE	FALSE
CL(80:5) | CL(80:5)-H | 1566.1371	CL(80:5)	CL(80:5)-H	CL	1566.137105	0.22961743973128237	24.419246477846006	0.9552216399951965	0.371279810638231	0.7103220943320553	-4.598249749139437	FALSE	FALSE
CL(80:5)-2H | CL(80:5)-2H | 782.5649	CL(80:5)-2H	CL(80:5)-2H	CL	782.5649140299998	0.22989220126097454	24.51602860341238	1.1347081929074612	0.28934866854855	0.653528889307932	-4.587642260505972	FALSE	FALSE
CL(80:6) | CL(80:6)-H | 1564.1215	CL(80:6)	CL(80:6)-H	CL	1564.121455	0.17804976306052273	24.94633392034513	0.7521686032871804	0.4764740012708012	0.7705937551416662	-4.607949027291326	FALSE	FALSE
CL(80:7) | CL(80:7)-H | 1562.1058	CL(80:7)	CL(80:7)-H	CL	1562.105805	0.13061026850379323	22.80035730323429	0.4977424995874758	0.6258829094342395	0.8665482525044333	-4.643881332257097	FALSE	FALSE
CL(80:7)-2H | CL(80:7)-2H | 780.5493	CL(80:7)-2H	CL(80:7)-2H	CL	780.5492640299999	-0.14030317368106943	23.397271064700973	-0.21429281874350398	0.8356797271470473	0.9618564970446974	-4.628945617323452	FALSE	FALSE
CL(80:8) | CL(80:8)-H | 1560.0902	CL(80:8)	CL(80:8)-H	CL	1560.090155	0.4295971820937146	23.16229327138669	1.6835617063524009	0.13613924712810727	0.5404315567812743	-4.556617487976571	FALSE	FALSE
CL(80:9) | CL(80:9)-H | 1558.0745	CL(80:9)	CL(80:9)-H	CL	1558.074505	0.2709119144698954	23.240329280883298	1.215045475433543	0.2637350985782168	0.651873545542385	-4.584126685565605	FALSE	FALSE
CL(80:9)-H | CL(80:9)-H | 1558.0745	CL(80:9)-H	CL(80:9)-H	CL	1558.074505	-0.4214906303609838	22.87333461344169	-1.2266716730105696	0.25481969430219265	0.6441251740169268	-4.581494726497243	FALSE	FALSE
CL(81:10) | CL(81:10)-H | 1570.0745	CL(81:10)	CL(81:10)-H	CL	1570.074505	0.013613811331905328	21.62859191235436	0.019130692447232037	0.9852706934303197	0.9966830952847249	-4.6257662519712195	FALSE	FALSE
CL(81:10)-H | CL(81:10)-H | 1570.0745	CL(81:10)-H	CL(81:10)-H	CL	1570.074505	-0.18301227198120465	23.01111240228818	-0.7626631639406136	0.4675527445987925	0.7656176192805226	-4.609705663376572	FALSE	FALSE
CL(81:4)-H | CL(81:4)-H | 1582.1684	CL(81:4)-H	CL(81:4)-H	CL	1582.168405	-0.03095166561730271	23.849827433960204	-0.1496255837057868	0.8847632272734971	0.967487035551911	-4.629847682481022	FALSE	FALSE
CL(81:5) | CL(81:5)-H | 1580.1528	CL(81:5)	CL(81:5)-H	CL	1580.152755	0.5535730868165348	21.91024325882074	1.4917504373573112	0.15649452941604652	0.577486855028228	-4.53354042346259	FALSE	FALSE
CL(81:6) | CL(81:6)-H | 1578.1371	CL(81:6)	CL(81:6)-H	CL	1578.137105	0.5993802284778575	23.561547504645198	2.0902887417080835	0.07493599392837279	0.514582896612364	-4.533288789640953	FALSE	FALSE
CL(81:6)-H | CL(81:6)-H | 1578.1371	CL(81:6)-H	CL(81:6)-H	CL	1578.137105	-0.6293300442386027	23.34177309968925	-1.336016103509696	0.21829709027324848	0.6020403963325379	-4.57395393311333	FALSE	FALSE
CL(81:7) | CL(81:7)-H | 1576.1215	CL(81:7)	CL(81:7)-H	CL	1576.121455	0.6059848879967289	23.43472401692458	1.8892789496112647	0.10077993320569194	0.514582896612364	-4.544618180042266	FALSE	FALSE
CL(81:7)-H | CL(81:7)-H | 1576.1215	CL(81:7)-H	CL(81:7)-H	CL	1576.1214545300002	0.04848050849678385	23.90938548133139	0.22515466189014224	0.8275036215119678	0.9618564970446974	-4.628763276966644	FALSE	FALSE
CL(81:8) | CL(81:8)-H | 1574.1058	CL(81:8)	CL(81:8)-H	CL	1574.105805	0.1619187501058594	21.919563716432503	0.6442182329878403	0.5399601164803152	0.8174879109916775	-4.612441175802511	FALSE	FALSE
CL(81:9) | CL(81:9)-H | 1572.0902	CL(81:9)	CL(81:9)-H	CL	1572.090155	0.0018006454469375872	21.24428084020135	0.005340508837855422	0.9958049300442734	0.9981555277007307	-4.6639334487547455	FALSE	FALSE
CL(82:1)-2H | CL(82:1)-2H | 800.6119	CL(82:1)-2H	CL(82:1)-2H	CL	800.6118640299999	-0.3462493189454327	22.636782161992105	-1.2263990632183406	0.25491678812978075	0.6441251740169268	-4.581513238790008	FALSE	FALSE
CL(82:10) | CL(82:10)+H | 1586.1047	CL(82:10)	CL(82:10)+H	CL	1586.104707	0.6901543222340217	22.92101601950332	1.4502537225168117	0.19027030437722503	0.6020403963325379	-4.5704316528434425	FALSE	FALSE
CL(82:10)-2H | CL(82:10)-2H | 791.5414	CL(82:10)-2H	CL(82:10)-2H	CL	791.5414390299999	0.06127360318197933	25.121082834117786	0.14285066293288784	0.8899403647633991	0.967487035551911	-4.629923868726358	FALSE	FALSE
CL(82:11) | CL(82:11)-H | 1582.0745	CL(82:11)	CL(82:11)-H	CL	1582.074505	0.33097871331011536	21.291081538262073	1.195088539363855	0.27096441360427925	0.653528889307932	-4.585259483858511	FALSE	FALSE
CL(82:11)-2H | CL(82:11)-2H | 790.5336	CL(82:11)-2H	CL(82:11)-2H	CL	790.5336140299999	0.3564393757125715	29.04124424635869	0.3141490097769695	0.7614434612281826	0.9618564970446974	-4.626941370968777	FALSE	FALSE
CL(82:15)-2H | CL(82:15)-2H | 786.5023	CL(82:15)-2H	CL(82:15)-2H	CL	786.5023140299999	0.18683643144694995	25.25237195692291	0.9731148970822986	0.35899557639717494	0.7103220943320553	-4.597866956788805	FALSE	FALSE
CL(82:5)-2H | CL(82:5)-2H | 796.5806	CL(82:5)-2H	CL(82:5)-2H	CL	796.5805640299999	0.588591528514818	22.683527204951652	1.0628462139229886	0.3188778223440175	0.679235686618964	-4.59229086510239	FALSE	FALSE
CL(82:6)-2H | CL(82:6)-2H | 795.5727	CL(82:6)-2H	CL(82:6)-2H	CL	795.5727390299999	0.05855734785701203	24.542975717319973	0.2830219291856185	0.7843450803346799	0.9618564970446974	-4.6276445045154455	FALSE	FALSE
CL(82:7) | CL(82:7)-H | 1590.1371	CL(82:7)	CL(82:7)-H	CL	1590.137105	0.2955668125372524	21.53563065282352	1.1429206336154594	0.2861182359518344	0.653528889307932	-4.587101795038599	FALSE	FALSE
