n	group_ref	group_focal	mediator_col	outcome_col	a	se_a	p_a	b	se_b	p_b	c_total	se_c_total	p_c_total	c_prime	se_c_prime	p_c_prime	ab	se_ab_sobel	z_sobel	p_sobel	ab_boot_mean	ab_boot_ci_low	ab_boot_ci_high
5	HO	WT	M_score_RNA	Y_score_RNA	-0.8303628101000013	0.6250716596431265	0.2760505437706973	-0.9160002841830335	0.08019748487241307	0.007578295212386515	0.693208666774332	0.5769380245370574	0.3157488792407137	-0.0674039032522915	0.10942317571524018	0.6006647141944419	0.7606125700266235	0.5764254024808988	1.3195333979956378	0.1869908522832342	0.8129013842390908	-0.01133957450742085	1.8264836853914244
