M	n_batches.x	n_pos	n_neg	frac_XM_pos	delta_M	delta_M_mean	n_batches.y	n_beta_pos	n_beta_neg	frac_MZ_pos	beta_M	beta_M_mean	full	n_ok	n_total	frac_ok	beta_M_loo_min	beta_M_loo_max	score_strength	score_robust	score_final
EphB1_PI3K_AKT_mTOR	3	0	3	0	-1.0635294222537133	-1.169528907195301	3	0	3	0	-0.24986944471081698	-0.28617441848554603	-0.21047866809513818	19	19	1	-0.3397553865035982	-0.014794916701648293	0.26574350617215137	1	0.26574350617215137
EphB1_JAK_STAT_inflammatory	3	1	2	0.3333333333333333	-0.9618591116347599	-0.17680855415726468	3	1	2	0.3333333333333333	-0.12913876589861426	-0.24924074583394984	-0.2964378372695424	19	19	1	-0.44588108647060043	-0.06535238632112197	0.12421329864485034	1	0.12421329864485034
EphB1_cytoskeleton_FAQ_Src_Rho	3	2	1	0.6666666666666666	0.697040282728326	0.5277617376671647	3	1	2	0.3333333333333333	-0.15601864988798483	0.14579700222060915	0.2220355671369673	19	19	1	0.05973992125982414	0.30247715111946416	0.10875128382881265	1	0.10875128382881265
EphB1_NFkB_inflammation_ROS	3	1	2	0.3333333333333333	-0.5600883889626467	-0.1809278249472465	3	1	2	0.3333333333333333	-0.10191914392811005	-0.17920275491676407	-0.29933346807161526	19	19	1	-0.43380957132792725	-0.018300721094132583	0.05708372912714727	1	0.05708372912714727
EphB1_MAPK_ERK_p38_JNK	3	1	2	0.3333333333333333	-0.8062201824482064	-0.5644574487475382	3	1	2	0.3333333333333333	-0.03329868290613662	0.12220318954704389	0.23528398007466853	19	19	1	0.139354990874873	0.35441381573981123	0.026846070207870436	1	0.026846070207870436
EphB1_integrin_caveolae_membrane_microdomain	3	2	1	0.6666666666666666	0.16514529567391456	0.10738754770267499	3	2	1	0.6666666666666666	0.12587706117948969	0.38292547893956697	0.4430092995739274	19	19	1	0.2832124914223467	0.5514542739145442	0.020788004487050257	1	0.020788004487050257
EphB1_PGC1_NRF_mito_biogenesis	3	1	2	0.3333333333333333	-0.05723911660485012	-0.07200539179818059	3	2	1	0.6666666666666666	0.21689229394889073	0.14498195638733244	0.19784071891680796	19	19	1	0.04150865897042601	0.28350504024647616	0.012414723304033985	1	0.012414723304033985
EphB1_AMPK_energy_sensing	3	1	2	0.3333333333333333	-0.056994130531004605	0.003942473406956859	3	2	1	0.6666666666666666	0.11871822379235125	0.15711376627453685	0.2160330105469241	18	19	0.9473684210526315	-0.0742131971879621	0.33205384319583026	0.006766241943230284	0.9473684210526315	0.006588182944724223
EphB1_mito_stress_cell_death	3	1	2	0.3333333333333333	-0.2541427103758772	0.08143643732156298	3	2	1	0.6666666666666666	0.014261668577464196	-0.2255696188820094	-0.2855491042705176	19	19	1	-0.45135355187062326	-0.015531037137588416	0.003624499106759232	1	0.003624499106759232
