M	n_batches.x	n_pos	n_neg	frac_XM_pos	delta_M	delta_M_mean	n_batches.y	n_beta_pos	n_beta_neg	frac_MZ_pos	beta_M	beta_M_mean	full	n_ok	n_total	frac_ok	beta_M_loo_min	beta_M_loo_max	score_strength	score_robust	score_final
EphB1_JAK_STAT_inflammatory	3	1	2	0.3333333333333333	-0.9618591116347599	-0.17680855415726468	3	1	2	0.3333333333333333	-0.8527089674810407	-0.5156695148619188	-0.26448163830186466	19	19	1	-0.47870885912477684	-0.07697062769773717	0.8201858899443072	1	0.8201858899443072
EphB1_MAPK_ERK_p38_JNK	3	1	2	0.3333333333333333	-0.8062201824482064	-0.5644574487475382	3	0	3	0	-0.6187674483632724	-0.5680297579202152	-0.48013668545282145	19	19	1	-0.5811872538904558	-0.4047436917294251	0.49886280511244857	1	0.49886280511244857
EphB1_NFkB_inflammation_ROS	3	1	2	0.3333333333333333	-0.5600883889626467	-0.1809278249472465	3	1	2	0.3333333333333333	-0.7225520726593508	-0.475532792816205	-0.37214120697229275	19	19	1	-0.6058319660680238	-0.20449748683331884	0.40469302631739706	1	0.40469302631739706
EphB1_PI3K_AKT_mTOR	3	0	3	0	-1.0635294222537133	-1.169528907195301	3	1	2	0.3333333333333333	-0.18607941521823812	-0.17099324535089838	-0.17009605737990827	18	19	0.9473684210526315	-0.27810144436250933	0.03336485279743443	0.1979009329603616	0.9473684210526315	0.192693013671931
EphB1_cytoskeleton_FAQ_Src_Rho	3	2	1	0.6666666666666666	0.697040282728326	0.5277617376671647	3	0	3	0	-0.26810419177006334	-0.4101460422713204	-0.2220260690253651	19	19	1	-0.31732345902574305	-0.12440265921264863	0.18687942163205426	1	0.18687942163205426
EphB1_integrin_caveolae_membrane_microdomain	3	2	1	0.6666666666666666	0.16514529567391456	0.10738754770267499	3	1	2	0.3333333333333333	-0.6600216638435271	-0.4159865706025388	-0.192052153431255	18	19	0.9473684210526315	-0.4691809391432104	0.10098296993201628	0.10899947282662834	0.9473684210526315	0.10613106564698022
EphB1_mito_stress_cell_death	3	1	2	0.3333333333333333	-0.2541427103758772	0.08143643732156298	3	2	1	0.6666666666666666	0.1541766280008326	0.002915468117460259	0.01604233136762159	11	19	0.5789473684210527	-0.10288661603404041	0.3630776236197892	0.03918286611674496	0.5789473684210527	0.030933841671114442
EphB1_PGC1_NRF_mito_biogenesis	3	1	2	0.3333333333333333	-0.05723911660485012	-0.07200539179818059	3	1	2	0.3333333333333333	-0.2449941360726341	0.04184482572850392	-0.19036425453906225	19	19	1	-0.3661387433820674	-0.06362218381211193	0.01402324792216602	1	0.01402324792216602
EphB1_AMPK_energy_sensing	3	1	2	0.3333333333333333	-0.056994130531004605	0.003942473406956859	3	2	1	0.6666666666666666	0.07521017804414318	-0.0026096266425989687	-0.0012932764795838309	8	19	0.42105263157894735	-0.3256093554131592	0.09859991046368317	0.004286538704707993	0.42105263157894735	0.0030456985533451526
