M	n_batches.x	n_pos	n_neg	frac_XM_pos	delta_M	delta_M_mean	n_batches.y	n_beta_pos	n_beta_neg	frac_MZ_pos	beta_M	beta_M_mean	full	n_ok	n_total	frac_ok	beta_M_loo_min	beta_M_loo_max	score_strength	score_robust	score_final
EphB1_cytoskeleton_FAQ_Src_Rho	3	2	1	0.6666666666666666	0.697040282728326	0.5277617376671647	3	2	1	0.6666666666666666	0.6402404564873508	0.4260630527399693	0.42159505850730916	19	19	1	0.18940115303682303	0.6507844661491278	0.4462733888040555	1	0.4462733888040555
EphB1_PI3K_AKT_mTOR	3	0	3	0	-1.0635294222537133	-1.169528907195301	3	1	2	0.3333333333333333	-0.3766059196817893	-0.13280670508139394	-0.20354205918099738	18	19	0.9473684210526315	-0.6212029113726212	0.12291028065649802	0.4005314761765017	0.9473684210526315	0.38999117417185686
EphB1_JAK_STAT_inflammatory	3	1	2	0.3333333333333333	-0.9618591116347599	-0.17680855415726468	3	2	1	0.6666666666666666	0.38254207613857893	0.3428713448277836	0.469128990796077	19	19	1	0.39379951093755755	0.7268052960278739	0.36795158151757024	1	0.36795158151757024
EphB1_MAPK_ERK_p38_JNK	3	1	2	0.3333333333333333	-0.8062201824482064	-0.5644574487475382	3	2	1	0.6666666666666666	0.32023085101075754	0.02854025878926832	0.03487211803340464	16	19	0.8421052631578947	-0.1866753018625279	0.14504899041997013	0.25817657512743736	0.8421052631578947	0.237794213933166
EphB1_integrin_caveolae_membrane_microdomain	3	2	1	0.6666666666666666	0.16514529567391456	0.10738754770267499	3	2	1	0.6666666666666666	0.848105110711505	0.4860005674521601	-0.007785934042790503	9	19	0.47368421052631576	-0.13425825903769498	0.25418070729224496	0.14006056927100952	0.47368421052631576	0.10320252472600701
EphB1_NFkB_inflammation_ROS	3	1	2	0.3333333333333333	-0.5600883889626467	-0.1809278249472465	3	2	1	0.6666666666666666	0.15821307125337214	0.22531920841322192	0.3736053603206414	19	19	1	0.28238926550549825	0.6964308653937697	0.08861330419113363	1	0.08861330419113363
EphB1_mito_stress_cell_death	3	1	2	0.3333333333333333	-0.2541427103758772	0.08143643732156298	3	1	2	0.3333333333333333	-0.2763886192823231	-0.15642452179864363	0.13319106532996017	18	19	0.9473684210526315	-0.04869594366244934	0.3095893184366475	0.07024215282145603	0.9473684210526315	0.06839367511562823
EphB1_PGC1_NRF_mito_biogenesis	3	1	2	0.3333333333333333	-0.05723911660485012	-0.07200539179818059	3	1	2	0.3333333333333333	-0.7512161385621223	-0.5047694730894776	-0.26558078146225605	19	19	1	-0.4337682361085153	-0.15687796050442268	0.04299894815060257	1	0.04299894815060257
EphB1_AMPK_energy_sensing	3	1	2	0.3333333333333333	-0.056994130531004605	0.003942473406956859	3	1	2	0.3333333333333333	-0.5133582864126245	-0.3199649185187471	-0.2664973487061121	19	19	1	-0.48490419377016936	-0.15927869210052376	0.02925840918497397	1	0.02925840918497397
