M	sample_left_out	beta_M_loo	beta_M_full
EphB1_mito_stress_cell_death	batch2_KO_3	0.3005744284430389	0.13319106532996017
EphB1_mito_stress_cell_death	batch2_KO_4	0.13516402163760532	0.13319106532996017
EphB1_mito_stress_cell_death	batch2_WT_1	0.11420323904585095	0.13319106532996017
EphB1_mito_stress_cell_death	batch2_WT_2	0.11502167910241068	0.13319106532996017
EphB1_mito_stress_cell_death	batch2_WT_3	0.10957665547712928	0.13319106532996017
EphB1_mito_stress_cell_death	batch2_WT_4	0.13056078071780283	0.13319106532996017
EphB1_mito_stress_cell_death	batch3_KO_1	0.09043918559722201	0.13319106532996017
EphB1_mito_stress_cell_death	batch3_KO_2	0.07726452197968307	0.13319106532996017
EphB1_mito_stress_cell_death	batch3_KO_3	0.168401595394989	0.13319106532996017
EphB1_mito_stress_cell_death	batch3_WT_1	0.13977920923954687	0.13319106532996017
EphB1_mito_stress_cell_death	batch3_WT_2	0.14180168791000422	0.13319106532996017
EphB1_mito_stress_cell_death	batch3_WT_3	-0.04869594366244934	0.13319106532996017
EphB1_NFkB_inflammation_ROS	batch1_KO_1	0.3637712012233737	0.3736053603206414
EphB1_NFkB_inflammation_ROS	batch1_KO_2	0.4008736021776321	0.3736053603206414
EphB1_NFkB_inflammation_ROS	batch1_WT_1	0.3521211451125233	0.3736053603206414
EphB1_NFkB_inflammation_ROS	batch1_WT_2	0.3453439980415094	0.3736053603206414
EphB1_NFkB_inflammation_ROS	batch1_WT_3	0.28238926550549825	0.3736053603206414
EphB1_NFkB_inflammation_ROS	batch2_KO_1	0.3736161996346002	0.3736053603206414
EphB1_NFkB_inflammation_ROS	batch2_KO_2	0.3765511993662604	0.3736053603206414
EphB1_NFkB_inflammation_ROS	batch2_KO_3	0.6964308653937697	0.3736053603206414
EphB1_NFkB_inflammation_ROS	batch2_KO_4	0.330037038734484	0.3736053603206414
EphB1_NFkB_inflammation_ROS	batch2_WT_1	0.3663186794555075	0.3736053603206414
EphB1_NFkB_inflammation_ROS	batch2_WT_2	0.3630404370403141	0.3736053603206414
EphB1_NFkB_inflammation_ROS	batch2_WT_3	0.37210614060634045	0.3736053603206414
EphB1_NFkB_inflammation_ROS	batch2_WT_4	0.37392116178762536	0.3736053603206414
EphB1_NFkB_inflammation_ROS	batch3_KO_1	0.33772608595544545	0.3736053603206414
EphB1_NFkB_inflammation_ROS	batch3_KO_2	0.34191996126343066	0.3736053603206414
EphB1_NFkB_inflammation_ROS	batch3_KO_3	0.4461380910600402	0.3736053603206414
EphB1_NFkB_inflammation_ROS	batch3_WT_1	0.37680500676253953	0.3736053603206414
EphB1_NFkB_inflammation_ROS	batch3_WT_2	0.3799983238706501	0.3736053603206414
EphB1_NFkB_inflammation_ROS	batch3_WT_3	0.30609895655238245	0.3736053603206414
EphB1_PGC1_NRF_mito_biogenesis	batch1_KO_1	-0.296575824017967	-0.26558078146225605
EphB1_PGC1_NRF_mito_biogenesis	batch1_KO_2	-0.22957127970895727	-0.26558078146225605
EphB1_PGC1_NRF_mito_biogenesis	batch1_WT_1	-0.3110820712234054	-0.26558078146225605
EphB1_PGC1_NRF_mito_biogenesis	batch1_WT_2	-0.24183944127140497	-0.26558078146225605
EphB1_PGC1_NRF_mito_biogenesis	batch1_WT_3	-0.15687796050442268	-0.26558078146225605
EphB1_PGC1_NRF_mito_biogenesis	batch2_KO_1	-0.26560384652656044	-0.26558078146225605
EphB1_PGC1_NRF_mito_biogenesis	batch2_KO_2	-0.26709140222067534	-0.26558078146225605
EphB1_PGC1_NRF_mito_biogenesis	batch2_KO_3	-0.3456736046591036	-0.26558078146225605
EphB1_PGC1_NRF_mito_biogenesis	batch2_KO_4	-0.4337682361085153	-0.26558078146225605
EphB1_PGC1_NRF_mito_biogenesis	batch2_WT_1	-0.26388263623012037	-0.26558078146225605
EphB1_PGC1_NRF_mito_biogenesis	batch2_WT_2	-0.2783819268756608	-0.26558078146225605
EphB1_PGC1_NRF_mito_biogenesis	batch2_WT_3	-0.2688937520059257	-0.26558078146225605
EphB1_PGC1_NRF_mito_biogenesis	batch2_WT_4	-0.309408891383803	-0.26558078146225605
EphB1_PGC1_NRF_mito_biogenesis	batch3_KO_1	-0.18963608701285178	-0.26558078146225605
EphB1_PGC1_NRF_mito_biogenesis	batch3_KO_2	-0.2018755488960767	-0.26558078146225605
EphB1_PGC1_NRF_mito_biogenesis	batch3_KO_3	-0.2647712508056007	-0.26558078146225605
EphB1_PGC1_NRF_mito_biogenesis	batch3_WT_1	-0.26705532012082195	-0.26558078146225605
EphB1_PGC1_NRF_mito_biogenesis	batch3_WT_2	-0.2686854561847211	-0.26558078146225605
EphB1_PGC1_NRF_mito_biogenesis	batch3_WT_3	-0.16245547947221192	-0.26558078146225605
EphB1_PI3K_AKT_mTOR	batch1_KO_1	-0.17364804573359438	-0.20354205918099738
EphB1_PI3K_AKT_mTOR	batch1_KO_2	-0.18088344393041944	-0.20354205918099738
EphB1_PI3K_AKT_mTOR	batch1_WT_1	-0.22670379362709894	-0.20354205918099738
EphB1_PI3K_AKT_mTOR	batch1_WT_2	-0.28344134790864434	-0.20354205918099738
EphB1_PI3K_AKT_mTOR	batch1_WT_3	-0.6212029113726212	-0.20354205918099738
EphB1_PI3K_AKT_mTOR	batch2_KO_1	-0.21272834935852084	-0.20354205918099738
EphB1_PI3K_AKT_mTOR	batch2_KO_2	-0.21636789092394057	-0.20354205918099738
EphB1_PI3K_AKT_mTOR	batch2_KO_3	-0.2420433991496785	-0.20354205918099738
EphB1_PI3K_AKT_mTOR	batch2_KO_4	0.12291028065649802	-0.20354205918099738
EphB1_PI3K_AKT_mTOR	batch2_WT_1	-0.17982275215246096	-0.20354205918099738
EphB1_PI3K_AKT_mTOR	batch2_WT_2	-0.18653223846938946	-0.20354205918099738
EphB1_PI3K_AKT_mTOR	batch2_WT_3	-0.19899938375656206	-0.20354205918099738
EphB1_PI3K_AKT_mTOR	batch2_WT_4	-0.20967636486709829	-0.20354205918099738
EphB1_PI3K_AKT_mTOR	batch3_KO_1	-0.19411553284689076	-0.20354205918099738
EphB1_PI3K_AKT_mTOR	batch3_KO_2	-0.17405360522178281	-0.20354205918099738
EphB1_PI3K_AKT_mTOR	batch3_KO_3	-0.2103231659688046	-0.20354205918099738
EphB1_PI3K_AKT_mTOR	batch3_WT_1	-0.23842292863942136	-0.20354205918099738
EphB1_PI3K_AKT_mTOR	batch3_WT_2	-0.2520806971475093	-0.20354205918099738
EphB1_PI3K_AKT_mTOR	batch3_WT_3	-7.524460114875582e-4	-0.20354205918099738
