M	n_batches	n_beta_pos	n_beta_neg	frac_beta_pos	beta_M_median	beta_M_mean
EphB1_JAK_STAT_inflammatory	3	0	3	0	-0.528753450019007	-0.5866663833330537
EphB1_PGC1_NRF_mito_biogenesis	3	3	0	1	0.4429602919919502	0.7091185428224777
EphB1_AMPK_energy_sensing	3	3	0	1	0.3928951131837476	0.3676222529145433
EphB1_PI3K_AKT_mTOR	3	2	1	0.6666666666666666	0.39142059504676674	-0.016838069218097013
EphB1_mito_stress_cell_death	3	1	2	0.3333333333333333	-0.37978626428470524	-0.16728510029640598
EphB1_NFkB_inflammation_ROS	3	0	3	0	-0.3363362645723897	-0.43876527197921383
EphB1_cytoskeleton_FAQ_Src_Rho	3	1	2	0.3333333333333333	-0.3353377670295399	-0.35595767715906146
EphB1_MAPK_ERK_p38_JNK	3	2	1	0.6666666666666666	0.29823097069532856	0.21808981376819556
EphB1_integrin_caveolae_membrane_microdomain	3	0	3	0	-0.17454355831380933	-0.2163378580690052
