n	group_ref	group_focal	mediator_col	outcome_col	a	se_a	p_a	b	se_b	p_b	c_total	se_c_total	p_c_total	c_prime	se_c_prime	p_c_prime	ab	se_ab_sobel	z_sobel	p_sobel	ab_boot_mean	ab_boot_ci_low	ab_boot_ci_high	a_boot_mean	a_boot_ci_low	a_boot_ci_high	b_boot_mean	b_boot_ci_low	b_boot_ci_high
5	WT	HO	Synthesis_core_CL_synthesis_enzymes	Remodeling_score	0.15079281950293125	0.36551148045104664	0.7076448704610154	-0.2810521253157376	0.6546873464955794	0.709532460694366	0.10234776187439153	0.35366354069594236	0.7911279302439007	0.14472840427804276	0.4260673871748326	0.7664495401284801	-0.042380642403651234	0.14247476804419076	-0.29746068714781987	0.7661148174587766	-0.14546521424796985	-0.832662548439178	0.8518683826565403	0.1499933673011084	-0.32165127504127033	0.6432737823350353	0.05133040560587227	-1.7601066124164475	1.3543304718362648
5	WT	HO	Synthesis_core_CL_synthesis_enzymes	Supply_score	0.15079281950293125	0.36551148045104664	0.7076448704610154	0.18679599345949105	0.41706465793992165	0.6980787147860296	-0.16498469403937993	0.22613867738180696	0.5184545242851035	-0.1931521885649877	0.2714236803912745	0.5505041492895053	0.02816749452560776	0.09282682776926265	0.3034413132766209	0.7615535654184284	-0.006033101092766942	-1.850715669909086	0.9253992177394149	0.1499933673011084	-0.32165127504127033	0.6432737823350353	-0.3363247511170868	-2.8770264244115906	0.6453194632706328
5	WT	HO	Synthesis_core_CL_synthesis_enzymes	Synthesis_score	0.15079281950293125	0.36551148045104664	0.7076448704610154	0.3201707249974679	0.8499387826409432	0.7426085042645307	-0.38782247123451186	0.4546617803223049	0.4563540033145877	-0.4361019175791777	0.5531360859757046	0.5130631174197117	0.04827944634466581	0.17355484395079984	0.2781797686865617	0.7808743644219753	0.17319918757416686	-1.3116516525629855	1.050847663941568	0.1499933673011084	-0.32165127504127033	0.6432737823350353	-0.1554805350492482	-2.0390255107270026	2.2213127339676855
5	WT	HO	Synthesis_core_CL_synthesis_enzymes	Transport_score	0.15079281950293125	0.36551148045104664	0.7076448704610154	-0.3072451153462245	0.9606058593463332	0.779406700705304	0.7111413117656326	0.5090889765492134	0.25684514445723466	0.7574716689871931	0.6251576890669149	0.34937396839945345	-0.04633035722156052	0.18328636083915145	-0.2527758039902333	0.8004414662420274	0.05874508110003202	-2.2530510113007094	4.505900514920152	0.1499933673011084	-0.32165127504127033	0.6432737823350353	0.9298569171713076	-1.1605553715373425	7.004638831329446
5	WT	HO	Synthesis_TF_control_of_CL_machinery	CL_score	-0.016779224968216492	0.2914456849459613	0.9577093783714685	808365183.4874834	1614482106.0630803	0.666254152500176	-1099832037.3874567	705910040.0885181	0.2171063105782819	-1086268296.1172464	815438623.0127418	0.3143342868281196	-13563741.270210087	237146883.7098586	-0.05719552818077457	0.9543894403258157	186822385.52424458	-2066896650.080063	3765113288.388899	-0.010044743599184471	-0.44855441588252737	0.41822555790721466	1547569704.1355793	-3395422420.7812204	9002590150.70573
5	WT	HO	Synthesis_TF_control_of_CL_machinery	PC_score	-0.016779224968216492	0.2914456849459613	0.9577093783714685	1589296495.083121	32082157280.480186	0.9649925817854812	48328589348.0347	13231298656.569124	0.03542792960423716	48355256511.4669	16203976530.818745	0.0963399837938839	-26667163.432197664	710161948.4211664	-0.03755081991014044	0.9700458202657138	-3557380583.606068	-65962039335.772026	36210522152.4145	-0.010044743599184471	-0.44855441588252737	0.41822555790721466	-16113759828.49394	-157718814856.37476	66831656332.3922
5	WT	HO	Synthesis_TF_control_of_CL_machinery	PE_score	-0.016779224968216492	0.2914456849459613	0.9577093783714685	10027779022.109055	9199000415.45876	0.38950216391190584	-2922792841.341205	4787163447.31416	0.5846432162893991	-2754534481.1976757	4646208343.657076	0.6133847291177188	-168258360.1435298	2926626073.285694	-0.05749226444724037	0.9541530679949224	-1000254786.685984	-14099545763.88993	7740086864.558778	-0.010044743599184471	-0.44855441588252737	0.41822555790721466	4190946257.1533885	-33712778899.605137	23111007443.379677
5	WT	HO	Synthesis_TF_control_of_CL_machinery	sum_CL_score	-0.016779224968216492	0.2914456849459613	0.9577093783714685	808365183.4874834	1614482106.0630803	0.666254152500176	-1099832037.3874567	705910040.0885181	0.2171063105782819	-1086268296.1172464	815438623.0127418	0.3143342868281196	-13563741.270210087	237146883.7098586	-0.05719552818077457	0.9543894403258157	186822385.52424458	-2066896650.080063	3765113288.388899	-0.010044743599184471	-0.44855441588252737	0.41822555790721466	1547569704.1355793	-3395422420.7812204	9002590150.70573
5	WT	HO	Synthesis_TF_control_of_CL_machinery	CL_fraction_score	-0.016779224968216492	0.2914456849459613	0.9577093783714685	0.0011358688806354113	0.003023189047840475	0.7432337911255049	-0.0022045573827507185	0.0012892821270239696	0.18581138487539242	-0.002185498383268141	0.001526944835758941	0.2886629387454047	-1.9058999482577813e-5	3.349080330643835e-4	-0.05690815866131783	0.9546183551755894	3.5276258948598e-4	-0.0037823126916261564	0.00688996025782518	-0.010044743599184471	-0.44855441588252737	0.41822555790721466	0.0025293569132569917	-0.006684499423630909	0.01647426879481562
5	WT	HO	Synthesis_TF_control_of_CL_machinery	mito_lipid_mass_score	-0.016779224968216492	0.2914456849459613	0.9577093783714685	12425440700.67955	39619474497.94743	0.7834972685254629	44305964469.306076	16726537587.313915	0.07707010940438734	44514453734.15201	20010906040.870296	0.1561008700411733	-208489264.84593573	3681854024.042546	-0.056626162657318464	0.9548429931917064	-4370812984.767807	-76296471811.27309	41883712366.893265	-0.010044743599184471	-0.44855441588252737	0.41822555790721466	-10375243867.205088	-182429003605.27438	86547241354.99066
5	WT	HO	Synthesis_TF_control_of_CL_machinery	Membrane context_score	-0.016779224968216492	0.2914456849459613	0.9577093783714685	-0.5581772928502758	0.5244091851678636	0.39865125669835555	0.16274547835513403	0.27052249671773143	0.5898659613234188	0.1533796959862492	0.2648672922682791	0.6210648148288129	0.009365782368884837	0.16291616093408576	0.057488356681042456	0.9541561807928762	-0.06262252071098752	-1.345165866986862	0.7384422755223107	-0.010044743599184471	-0.44855441588252737	0.41822555790721466	-0.7310775490261767	-3.2163645706350965	1.1365197695310305
5	WT	HO	Synthesis_TF_control_of_CL_machinery	Oxidation_score	-0.016779224968216492	0.2914456849459613	0.9577093783714685	0.6676023315078139	0.7165337029443148	0.4498448485955344	0.10234776187439153	0.35366354069594236	0.7911279302439007	0.11354961158406698	0.3619050678089733	0.7834079723445218	-0.011201849709675454	0.19494092445536357	-0.05746279156606948	0.9541765451393986	0.0809287137153011	-0.9896433447183937	1.8027603401556271	-0.010044743599184471	-0.44855441588252737	0.41822555790721466	0.9832347229825135	-1.2655673043441105	4.310497783006313
5	WT	HO	Synthesis_TF_control_of_CL_machinery	Remodeling_score	-0.016779224968216492	0.2914456849459613	0.9577093783714685	0.6676023315078139	0.7165337029443148	0.4498448485955344	0.10234776187439153	0.35366354069594236	0.7911279302439007	0.11354961158406698	0.3619050678089733	0.7834079723445218	-0.011201849709675454	0.19494092445536357	-0.05746279156606948	0.9541765451393986	0.0809287137153011	-0.9896433447183937	1.8027603401556271	-0.010044743599184471	-0.44855441588252737	0.41822555790721466	0.9832347229825135	-1.2655673043441105	4.310497783006313
5	WT	HO	Synthesis_TF_control_of_CL_machinery	Supply_score	-0.016779224968216492	0.2914456849459613	0.9577093783714685	-0.56434911657125	0.3765386265438905	0.27267145659449904	-0.16498469403937993	0.22613867738180696	0.5184545242851035	-0.17445403482694316	0.19018119679801665	0.4558186609978868	0.009469340787563237	0.16459841663483177	0.0575299628098571	0.9541230387557889	-0.036714747648976705	-0.6609578799988955	0.3628394482117452	-0.010044743599184471	-0.44855441588252737	0.41822555790721466	-0.4118824957544143	-1.580386151688827	1.164810292158887
5	WT	HO	Synthesis_TF_control_of_CL_machinery	Synthesis_score	-0.016779224968216492	0.2914456849459613	0.9577093783714685	-0.9267467284162305	0.8873584992580078	0.4059400927801129	-0.38782247123451186	0.4546617803223049	0.4563540033145877	-0.4033725630791664	0.4481848327932668	0.4630991259341649	0.015550091844654564	0.27050641048798657	0.057485114000080814	0.9541587638063487	-0.09964911932714894	-2.2751431485061278	1.248962618628702	-0.010044743599184471	-0.44855441588252737	0.41822555790721466	-1.3126137502544508	-5.43999070714583	1.4938961462974019
5	WT	HO	Synthesis_TF_control_of_CL_machinery	Transport_score	-0.016779224968216492	0.2914456849459613	0.9577093783714685	1.3282014790901773	0.8022128857494695	0.23962488356442546	0.7111413117656326	0.5090889765492134	0.25684514445723466	0.7334275031864046	0.40517969723045444	0.2119862526739513	-0.022286191420771977	0.38733254908776776	-0.0575376158633186	0.9541169426004974	0.06443379639691477	-0.7461625790143063	1.1886798115539812	-0.010044743599184471	-0.44855441588252737	0.41822555790721466	0.9050391120115333	-2.218078898993565	2.842197921863245
5	WT	HO	Transport_MAM_contact_sites	CL_score	-0.03726967575276279	0.2264418559573204	0.8797327706261688	-43124355.14676822	2204124373.8376384	0.9861665673218469	-1099832037.3874567	705910040.0885181	0.2171063105782819	-1101439268.1208236	868371216.2894098	0.33231457193488745	1607230.733367039	82725377.36286134	0.019428508936467997	0.9844992678553448	-397936049.48653257	-10078243991.177317	5277562263.387707	-0.03304909964142605	-0.39153306492054335	0.3074156467227977	-3535581081.993288	-32783770437.89527	3658920626.4259796
5	WT	HO	Transport_MAM_contact_sites	PC_score	-0.03726967575276279	0.2264418559573204	0.8797327706261688	20170408990.23858	38777408673.76855	0.654801469929772	48328589348.0347	13231298656.569124	0.03542792960423716	49080333950.901505	15277352736.662018	0.08475435931233248	-751744602.8668034	4790619455.531623	-0.1569201248074047	0.8753077990446503	6433035610.565267	-92459042517.55638	176563485787.17206	-0.03304909964142605	-0.39153306492054335	0.3074156467227977	76003621037.6687	-58552828788.5449	574347752527.9727
5	WT	HO	Transport_MAM_contact_sites	PE_score	-0.03726967575276279	0.2264418559573204	0.8797327706261688	16574721049.75862	9279340471.429096	0.21598444720162038	-2922792841.341205	4787163447.31416	0.5846432162893991	-2305058362.1242094	3655833703.0267763	0.5927962948829743	-617734479.2169958	3769110466.821197	-0.16389397038234926	0.8698146138544773	968019944.5137132	-19763344408.22475	37740872980.22778	-0.03304909964142605	-0.39153306492054335	0.3074156467227977	25774403091.845627	-5849719029.111679	122768224007.34673
