M	n_batches	n_beta_pos	n_beta_neg	frac_beta_pos	beta_M_median	beta_M_mean
EphB1_mito_stress_cell_death	3	0	3	0	-0.9640485463388947	-0.9136057458471938
EphB1_JAK_STAT_inflammatory	3	1	2	0.3333333333333333	-0.8052254641975971	-0.3166729930291503
EphB1_PI3K_AKT_mTOR	3	3	0	1	0.7959734199365104	0.6748764704490794
EphB1_NFkB_inflammation_ROS	3	1	2	0.3333333333333333	-0.7907185189462717	-0.25590055995879557
EphB1_PGC1_NRF_mito_biogenesis	3	2	1	0.6666666666666666	0.7880155829732987	0.3095333880034209
EphB1_AMPK_energy_sensing	3	3	0	1	0.747683920207741	0.6712460509958407
EphB1_MAPK_ERK_p38_JNK	3	3	0	1	0.7068105941240754	0.6924275489996613
EphB1_cytoskeleton_FAQ_Src_Rho	3	3	0	1	0.6879017963217936	0.6702761778425468
EphB1_integrin_caveolae_membrane_microdomain	3	3	0	1	0.6715391261872576	0.7002146542873748
